REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,3,2015-06-03 13:46:42,214.35,,1,,"b""b' On second thought", I tend not to change it (it has been there for too long). The Markdown code with a trailing space is syntactically valid," and I guess the tools you use should not be sensitive to the space.'""",,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,closed,2015-12-27 05:12:04,925.37,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,4,2015-06-03 13:46:42,862.57,,1,,"b'b"" I don\'t follow -why does the length of time it has been around make you not want to change it? I am using this with a version control system at my work.  The system integrates with tools to check for style guide compliance.  It expects files that were composed by hand", and it flags trailing spaces as a lint error (a reasonable expectation for hand-composed files).  If knitr stops emitting these spaces," it makes it easier to write reproducible documentation at work.""'",,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,5,2015-06-03 13:46:42,67.55,1,,,"b'b"" The length of time was due to certain unfortunate things in my personal life this year. As I said", the trailing space is not an error. I don\'t see why it should bother the linter. On the other hand," I have provided a workaround anyway.""'",,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,6,2015-06-03 13:46:42,359.05,,1,,"b'b"" I am truly sorry to hear about your issues.  I hope that you and yours are now well. Linters are designed to catch both syntax _and style_ errors.  That is why it is not inappropriate for the trailing space to cause problems: it is a perfectly reasonable style guide requirement. Thank you for providing the workaround.  It still seems to me that the best behaviour should be the default behaviour.  I do not know of anybody who _prefers_ the trailing space (and would be extremely surprised to find anyone)", but I _do_ know a valid reason to prefer its _absence_.  Correct me if I\'m wrong, but I think it is clear that omitting the space is the better behaviour. If so, the only remaining question is whether this benefit justifies the cost of your time.  That, only you can answer. Either way: cheers," and thanks for knitr!""'",,,,,,,,,,,,,,,,,,,
knitr,1049,closed,reopened,2016-01-01 06:35:58,83.9,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,closed,2016-01-01 06:38:19,2.35,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,7,2015-06-03 13:46:42,241.78,1,,,"b'b"" I don\'t know which behavior is better", but I have removed the trailing space anyway. This action is fairly simple by itself, but this simple change may have other consequences, one of which is I need to update my tests, e.g. url  Then I have to cross my fingers wishing there are nobody really testing the knitr output in their packages on CRAN," otherwise I may break their tests. That is why I usually say no by default to requests like this unless the issue really hurts (e.g. is a bug).""'",,,,,,,,,,,,,,,,,,,
knitr,1049,closed,8,2015-06-03 13:46:42,498.13,,,1,"b'b"" Thanks very much! I wish there were some way to make the tests more forgiving and less brittle.  Besides the changing space", it doesn\'t seem right for the tests to depend on the imgur filename, for example.  Of course, that would bring its own tradeoffs (e.g.," it would probably be less simple to implement).  Oh well.""'",,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,9,2015-06-03 13:46:42,1006.5,,1,,"b""b' I have total control over my own tests", so that is not big issue for myself. The real concerning issue is CRAN. I cannot stop other package authors from writing tests against white spaces. Having been bitten by one of the famous CRAN maintainers several times in the past," I try to be very conservative even if a change is essentially minor.'""",,,,,,,,,,,,,,,,,,,,,,
knitr,1049,closed,-,-,-,2,6,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,opened,2015-07-07 18:15:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,title,2015-07-07 18:15:37,00:00,,1,,"b""b' Latex macros produce incorrect spacing in tikz device output'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,body,2015-07-07 18:15:37,00:00,1,,,b'b\' When I try to compile figures with latex math symbols (e.g. \\\\times)," it looks like knitr creates space for the word ""\\\\times"" instead of for the symbol ""x"" which leaves a lot of ugly whitespace. Here are a few simple pictures illustrating what I see. When I use ""1 x 2""![selection_001]url  When I use ""1 $\\\\times$ 2""![selection_002]url  When I use ""1 $\\\\times \\\\Sigma \\\\vartheta$ 2""![selection_003]url  Here is a minimal example reproducing the results in the pictures above. url \''",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,1,2015-07-07 18:15:37,487.85,1,,,"b'b"" Sorry I don\'t have access to your example. I believe it is just a few lines of R and LaTeX code"," so why not just post them directly here?""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,2,2015-07-07 18:15:37,2.37,,1,,"b""b'  '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,3,2015-07-07 18:15:37,8.28,,1,,"b""b' What is the document class  ?'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,4,2015-07-07 18:15:37,5.53,,1,,"b""b' It is just a simplified document class [url  This issue exists for the more common article document class too. When I ran into this issue"," I was using elsarticle.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,5,2015-07-07 18:15:37,7.07,1,,,"b'b\' Okay. I tested the class: ![screenshot from 2015-07-08 21 43 39]url  I don\\\'t see any difference between the math expression in the plot and the one in the LaTeX document; the latter one also has the ""ugly space"" you mentioned. The space is gone if I just remove the space after  ", i.e.  . So I don\\\'t think this is a knitr-specific issue.\'',,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,6,2015-07-07 18:15:37,15.3,,1,,"b""b' I am referring to the whitespace after the equation. Is that what you are talking about? ![c02d97d6-2498-11e5-8a46-153c0c47853d]url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,7,2015-07-07 18:15:37,12.8,1,,,"b""b' Ah", I see. I thought you meant the space before x. Sorry. In this case," I guess it is a tizkDevice issue: url '""",,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,8,2015-07-07 18:15:37,9.25,,1,,"b""b' Okay"," I will submit an issue there.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,closed,2015-07-09 03:24:04,548.45,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,9,2015-07-07 18:15:37,928.32,,,1,"b'b"" When I ran a similar code to try to generate the error with just tikzDevice"," I don\'t get the same issue.  When I compile the output with pdflatex and the simple latex code below I get the following output (which is what I wanted when I used knitr)![selection_001]url  I can\'t seem to reproduce the error unless I use knitr and tikzDevice. ""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,reopened,2015-07-09 18:52:23,928.32,4,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,10,2015-07-07 18:15:37,162.92,,1,,"b""b' It looks like different options are used for measuring and for actually rendering the output: The box gets even wider. My guess is"," that the text is used for measurement (passed to LaTeX in escaped form). Does that make sense?'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,11,2015-07-07 18:15:37,54.0,,,1,"b""b' Yes"," this is exactly what I was trying to say in my original post; thanks for clarifying. '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,12,2015-07-07 18:15:37,581.48,,1,,"b'b"" @yihui: I\'m taking a closer look.""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,13,2015-07-07 18:15:37,134.67,,1,,"b'b\' What a mess... measures the width of the text [in ""user"" units]url  Measuring dimensions always seems to be done in the same units by the device. (Are these the ""device"" units?) On the tikzDevice side", measurement is done with cex=1.0 when called from the R script, and with cex=1.2 from knitr. The returned values are 37.57703 and 45.09232, respectively -this ratio is exactly 1.2, there seems to be nothing wrong on the tikzDevice end. If I understand correctly," the computation is triggered [here]url  The subsequent [conversion between units]url  could be different between knitr and ""plain"" R. I don\\\'t see why", though. @yihui: Does this ring a bell? Where could the observed difference come from? Measurement seems to work just fine with the axis labels.\'',,,,,,,,,,,,,,,,,,
knitr,1066,closed,14,2015-07-07 18:15:37,551.05,1,,,"b'b"" It is likely to be due to the fact that plots are first recorded using the pdf device", and redrawn in tikzDevice. The pdf device does not understand the LaTeX commands," so the width was calculated by treating the LaTeX expression as plain text. I\'m afraid this will be difficult to fix. One workaround is get rid of the box by  .""'",,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,15,2015-07-07 18:15:37,19.88,,1,,"b""b' Is there no way to use tikzDevice for recording? What needs to be done besides enhancing the [  function]url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,16,2015-07-07 18:15:37,19.2,,1,,"b""b' If supports  "," you can set  .'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,17,2015-07-07 18:15:37,6.63,,,1,"b""b' Splendid! The following works for me"," the width is measured correctly: Would you consider adapting  ?'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,18,2015-07-07 18:15:37,173.6,,1,,"b'b"" Well", if that works," I\'d just go with it for now. I was aware of this kind of problems: url  I only considered the png case so far. There a few reasons that I have not considered other devices: 1) recording with pdf(NULL) should be faster; 2) I have not tested if all other devices support recording as well; 3) it is fairly rare that this can be problematic (this is probably the second time I have seen users run into such problems over the three years).""'",,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,19,2015-07-07 18:15:37,112.12,,1,,"b""b' @krlmlr when I run your example"," I got a segmentation fault. I copied your code exactly to a file called  and tried to generate a .tex file. '""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,20,2015-07-07 18:15:37,77.67,,1,,"b""b' That sounds like url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,21,2015-07-07 18:15:37,180.8,,,1,"b""b' Thanks. 1) Recording with PDF is faster 3) but wrong in the case of tikzDevice (measurement results are probably very similar between all other devices except tikzDevice) 2) which means we might want to consider explicit support for tikzDevice at some point (but not necessarily for all other devices). @jremmons: If you write instead"," does it work then with the CRAN version of tikzDevice?'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,22,2015-07-07 18:15:37,14.23,,,1,"b""b' @krlmlr yes"," works with the CRAN version of tikzDevice. Thanks for the help with the work around.'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,23,2015-07-07 18:15:37,980.62,,,1,"b""b' @krlmlr Do you mind putting together a pull request? Should be simple. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,closed,2015-09-21 18:51:58,1439.58,5,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1066,closed,-,-,-,5,14,6,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,opened,2015-07-07 19:32:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,title,2015-07-07 19:32:52,00:00,,1,,"b""b' R Markdown and Animation Animated Plot Cuts Trail of Document'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,body,2015-07-07 19:32:52,00:00,,1,,"b'b"" Using R Markdown to include animations cuts all content after the animation. First of all", I\'m not entirely sure if the fault is with knitr or another part of the R Markdown Toolchain, but as I\'ve solved it temporarily in knitr," I\'m posting here. OSXR Version 3.2.1knitr 1.10.5R Markdown 0.7 Using the sample from the knitr docu about animation or from stackexchange url  with additional content results in a html with all content missing after the animated plot. E.g.: Everything from here on is missing.  Reason is the wrong html that is created: The video and p tag are disordered. I haven\'t found (didn\'t look extensively) the code part introducing the paragraph tags and solved it by adding p tags myself in url ""'",,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,1,2015-07-07 19:32:52,466.38,,,1,"b""b' Thanks for the report. I can reproduce it. I think it is a Pandoc issue. Here is a minimal repro:  Run and you get: I have verified that the current latest version of Pandoc (1.15.0.4) still has the problem. I guess you can move it to url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,2,2015-07-07 19:32:52,766.35,,,1,"b""b' Thanks for checking this! Will move the issue url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,closed,2015-07-10 16:05:36,1232.73,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,3,2015-07-07 19:32:52,67.85,,,1,"b'b\' jgm did ""not"" accept this as a bug for the time being. He suggested introducing a paragraph url  what is as good as writing the p tags (what I did). I\\\'m leaving the decision to you and don\\\'t do a pull request", unless told otherwise.You can close the issue at your discretion.\'',,,,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,reopened,2015-07-10 17:13:27,67.85,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,4,2015-07-07 19:32:52,61.52,,,1,"b""b' Thanks a lot! A simple pull request adding will be welcome :)'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,closed,2015-07-11 05:31:55,738.47,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1067,closed,-,-,-,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,opened,2016-08-11 05:54:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,title,2016-08-11 05:54:56,00:00,,1,,"b'b"" I\'m trying to publish a .Rmd file to my  blog""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,body,2016-08-11 05:54:56,00:00,1,,,"b'b"" I\'m trying to publish a .Rmd file to my  blog. I can access my account which i verify with getUsersBlogs() but knit2wp and related commands produce the following error:  Error: faultCode:  401  faultString:  Sorry"," you are not allowed to publish posts on this site. I\'ve installed the github version of RWordPress since its CRAN file has been deprecated.""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,1,2016-08-11 05:54:56,812.68,,1,,"b""b' It seems some else had the same problem three years ago: url  Another page found by a quick google search: url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,closed,2016-08-11 19:27:37,812.68,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,2,2016-08-11 05:54:56,2.53,,,1,"b""b' Thank you for the quick response! Yes I\\xe2\\x80\\x99ve seen that post (and every other single post on the topic). This seems to be a new problem and the issue brought up in the comments section is different than mine -that user was able to successfully upload when using the \\xe2\\x80\\x9cnewPost\\xe2\\x80\\x9d command but newPost also produces this same error for me -my colleagues have also successfully replicated the same issue I am having.'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,3,2016-08-11 05:54:56,0.77,,,1,"b'b"" please don\'t mark this as closed! this is a persisting issue that others are also experiencing!""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,reopened,2016-08-11 19:32:02,4.42,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,4,2016-08-11 05:54:56,17.3,1,,,"b'b"" Well then I have no idea. The last time when RWordPress was updated on Github was four years ago", so it does not seem to be well maintained. Anyway, I just installed and tried on my own wordpress site . It still worked. Even if I leave this issue open," I\'m afraid I cannot offer any help. Sorry.""'",,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,5,2016-08-11 05:54:56,27.52,,,1,"b""b' Thanks for looking into though! '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,6,2016-08-11 05:54:56,1204.03,,1,,"b""b' Just for the record url '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,7,2016-08-11 05:54:56,18.83,,,1,"b""b' Thanks! Yes thats me on stack overflow. Unfortunately I have not been able to figure out the problem. I can replicate the problem on some word press accounts but not others. It might be related to whether the account is free or not -though I\\xe2\\x80\\x99 need to try it on more accounts to be sure. I\\xe2\\x80\\x99ve decided to use Jekyll instead -got it up and running in no time!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,8,2016-08-11 05:54:56,4.83,,,1,"b'b"" Alright", then I probably have some good news for you: I\'ll start working on something similar to Jekyll a few weeks later, but it is based on R Markdown. Jekyll is good for Markdown," but not a good option for R Markdown.""'",,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,9,2016-08-11 05:54:56,1.02,,,1,"b""b' Yes you\\xe2\\x80\\x99re right! That\\xe2\\x80\\x99s fantastic!. Thank you for all the hard work! Looking forward to it!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,10,2016-08-11 05:54:56,214.03,,,1,"b'b"" I\\xe2\\x80\\x99m now attempting to use servr::jekyll(). When I open up a new project in Rstudio attached to my github account and I run servr::jekyll() it simply runs endlessly. Outside of Rstudio\'s project environment", if I set my wd to a folder with only one .Rmd file when i run servr::jekyll() it also runs endlessly however if I stop the process and I look into the folder a .md file is created along with the its appropriate figures in figure folders and all the rest. Because servr::jekyll() doesn\\xe2\\x80\\x99t work in the Rstudio project environment I simply manually added the .md file and associated figures to _post folder. However, when I sync  and push it tomy github account an error is produced and I get an email from github with the following error:  The file is not properly UTF-8 encoded. For more information," see url  url  For information on troubleshooting Jekyll see:  url  url  I followed the directions in the link above and it made no difference. When I delete the .png files from the figures folder that I\\xe2\\x80\\x99ve manually placed in the _post folder and I remove its associated html tags in the .md file then everything works -but of course I\\xe2\\x80\\x99m missing my images! Any thoughts or suggestions? I\\xe2\\x80\\x99m beginning to think its nearly impossible to blog with R!!!!  Thanks! Cyrus""'",,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,11,2016-08-11 05:54:56,9.68,,,1,"b""b' Never mind I figured it out! I had to use servr::jekyll(daemon = TRUE). Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,12,2016-08-11 05:54:56,225.6,1,,,"b'b"" Sorry to bother you again\\xe2\\x80\\xa6 I have an incredible easy question. It\'s quite remarkable that I cannot figure this out on my own but oh well. I want to render .Rmd files into blog posts on jekyll (via github pages). Everything has worked out and I\'ve set up cloning someone else\'s jekyll files and simply switching my information in for theirs. The problem is I don\'t know how to add new posts. I tried it a couple different ways. First", via Rstudio I simply opened up a new markdown file in my project environment and saved that .Rmd file to my _source folder right next to the .Rmd file that was included in the repo I had cloned. When I do this, there are no changes that I am able to commit and I don\'t see the new file in the in my Rstudio Files pane -even though its in there when I look it up via Finder (I\'m using a Mac). So how do I activate this .Rmd file or incorporate it into the project. All i want to do is produce new posts! Seems very silly that its as complicated as it is (spent a couple hours trying to figure out this one simple task to no avail). By the way, I also tried physically moving a new copy to that _source folder (instead of saving it in there) and still no changes to my repo. I restarted my computer 3-4 times. I\'ve deleted and re cloned the rep 7-8 times," etc. ""'",,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,13,2016-08-11 05:54:56,1177.23,,1,,"b'b"" I don\'t think I will actively support WordPress or Jekyll any more. Here is the new project I\'m currently working on: url ""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,closed,2017-01-24 19:51:00,18.97,3,4,8,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,14,2016-08-11 05:54:56,1398.22,,,1,"b'b\' Hello i am running this code:  if (!require(\\\'RWordPress\\\')) { devtools::install_github(c(""""",""")) } library(RWordPress) options(WordpressLogin = c(XYX= \\\'XYZ!\\\'),   WordpressURL = \\\'url  library(knitr) knit2wp(\\\'\\\', title = \\\'Your post title\\\', publish = FALSE, upload = TRUE)  and i get following error:  Error in function (type, msg, asError = TRUE) : SSL: no alternative certificate subject name matches target host name am i doing something wrong?  thanks for a help.  \''
knitr	1268	closed	15	quantitative-technologies	2016-08-11 05:54:56	510.83		+1		b""b' I think you want instead of in your WordpressURL.'",,,,,,,,,,,,,,,,,,,,,,,
knitr,1268,closed,-,-,-,3,5,9,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,opened,2017-05-17 15:24:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,title,2017-05-17 15:24:05,00:00,,1,,"b""b' Cache dependencies'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,body,2017-05-17 15:24:05,00:00,,1,,"b'b\' Not sure if it is an issue with codetools or knitr (and where it  be ""fixed"") but:   doesn\\\'t return  .  The side effect is that", in the following," the ""b"" chunk does not depend on the ""a"" chunk. So changing the assignment in the ""a"" chunk will always report a result of  . \''",,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,1,2017-05-17 15:24:05,195.65,,,1,"b""b' Since this issue comes from **codetools**", I think you should report it to bugs.rand probably let Luke know. There is no need to mention **knitr** when you report the issue. As long as this upstream issue can be fixed," **knitr** should work automatically. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,2,2017-05-17 15:24:05,146.97,,1,,"b""b' Looks like something equivalent was already reported one year ago... url  '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,3,2017-05-17 15:24:05,16.67,,,1,"b'b"" Okay", then I\'ll wait for it to be fixed in base R, unless you can come up with a small patch," in which case I\'ll be happy to incorporate it in knitr.""'",,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,closed,2017-05-17 21:23:22,359.28,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,4,2017-05-17 15:24:05,605.22,,1,,"b'b"" The ticket in R was closed"," which makes sense. You will have to manually specify the dependency via in  . knitr\'s documentation also said that automatic detection of dependencies is not reliable: url ""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,5,2017-05-17 15:24:05,310.05,,1,,"b'b\' Would the following work? I think it\\\'s ""erring on the \\\'there are dependencies\\\' side"" ;-) \''",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,reopened,2017-05-19 04:31:39,428.28,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,closed,2017-05-19 04:56:46,25.12,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,6,2017-05-17 15:24:05,978.68,,,1,"b""b' Done. Thanks!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,7,2017-05-17 15:24:05,443.5,,1,,"b""b' Please note that I just reverted the fix because of #1708. With the current version of **knitr**", you will have to manually tell **knitr** the global variables in your chunk b," e.g.   so will no longer be treated as a local variable in chunk b.'""",,,,,,,,,,,,,,,,,,,,,,
knitr,1403,closed,8,2017-05-17 15:24:05,1195.53,,,1,"b'b"" Thanks for letting me know. Although", personally, I\'d rather have, out of the box, a cache with the correct values with some overzealous invalidation than the incorrect values (  needs a pretty good understanding of what\'s going on, and, in #1708," one can use a different variable name if needed)...""'",,,,,,,,,,,,,,,,,
knitr,1403,closed,-,-,-,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,opened,2018-08-08 12:20:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,title,2018-08-08 12:20:40,00:00,,1,,"b'b"" spin R to Rmd produces a file which doesn\'t run correctly in RStudio""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,body,2018-08-08 12:20:40,00:00,,1,,"b'b"" Tested both with CRAN and github version.  Download url  and run This produces knitrwhich can be further successfully knitted to", e.g., html," but can\'t be run in RStudio. The following lines in knitr-spin.R are spun to following lines in knitr {r test-chisq5} sum(x^2) # chi-square distribution with df 5  The error comes as there are three backticks missing from the block test-chisq5. A working Rmd looks like this  {r test-chisq5} sum(x^2) # chi-square distribution with df 5  {r test-chisq4} sum((x mean(x))^2) # df is 4 now ""'",,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,1,2018-08-08 12:20:40,224.5,,,1,b'b\' Hi, I found the question interesting because the example file is here for a long time now. So I tried to investigate," using reprex as much as possible.  {r test-chisq5}""                   #####  r # no error html <rmarkdown::render(rmd", quiet = TRUE) r # Check in interactive RStudio (rmd)   At the end, I am not sure if the current syntax is wrong or not, and why you have an error that I don\\\'t have.  Adding a newline seems like a fix, at least for formatting issue, but I let the maintainer see what he has to say. \'',,,,,,,,,,,,,,,,,
knitr,1590,closed,2,2018-08-08 12:20:40,9.62,,1,,b'b\'  Knit works for me, too," but *running* with clicking ""Run All"" or ""Run Current Chunk"" etc. doesn\\\'t work. I did also notice that it works with extra empty lines", but that breaks the current chunks in R files. I have a project with almost hundred R files, which I would prefer not to have those extra empty lines. \'',,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,3,2018-08-08 12:20:40,17.08,,1,,"b'b"" Here\'s my sessionInfo  ""'",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,4,2018-08-08 12:20:40,1.05,,1,,"b""b' It is only a matter of the RStudio IDE support. The closing '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,5,2018-08-08 12:20:40,6.05,,1,,"b""b' > It is only a matter of the RStudio IDE support. The closing '""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,closed,2018-08-08 16:38:58,258.3,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,6,2018-08-08 12:20:40,3.65,,,1,"b'b"" I\'ll see how easy it is to add the missing (but in theory unnecessary) three backticks. Or if you can figure it out in the source code of spin"," you are welcome to send a pull request!""'",,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,reopened,2018-08-08 18:57:58,139.0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,closed,2018-08-09 19:33:03,35.08,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,7,2018-08-08 12:20:40,172.45,,,1,"b""b' Should be fixed now. Thanks for the report!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,8,2018-08-08 12:20:40,899.65,,,1,"b""b' Thanks for the fix and very useful package!'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1590,closed,-,-,-,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,opened,2019-01-04 19:22:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,title,2019-01-04 19:22:02,00:00,,1,,"b""b' How to write a customized format function for bash chunks'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,body,2019-01-04 19:22:02,00:00,,1,,b'b\' Hi Yihui,  I am using Rmarkdown to organize my codes (mixed with bash and R), but there is a problem that the formatR only works for R code chunk," so the bash chunks usually exceed the page size if it\\\'s too too long. I read your documents for many times and am not able to make a customized format function work. Can you provide me an example that I can start with?  The bash command is like ""less ~/ | grep -w BRAF | head -n1 | cut -f 4 | grep -f ~/  I want the knitr to autowrap it in the pdf output. I wrote a test function like:   and passed it to tidy option of rmarkdown like following: {bash", eval=FALSE, tidy=formatBash}                                                         less ~/ | grep -w BRAF | head -n1 | cut -f 4 | grep -f ~/  \'',,,,,,,,,,,,,,,,,,,
knitr,1653,closed,1,2019-01-04 19:22:02,151.37,,,1,"b""b' I have figured out why his happen. I update my knitr to the current version"," it seems like no error occurs then. Thanks anyway!'""",,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,2,2019-01-04 19:22:02,374.12,,1,,"b""b' The tidy option seems like only affecting R chunks. is there a simple way to make it work with bash chunks?'""",,,,,,,,,,,,,,,,,,,,,,,,
knitr,1653,closed,3,2019-01-04 19:22:02,256.77,,,1,"b""b' the tidy option is here for formating code chunk not ouput chunk", and it works only on R code chunk.  You may format the ouput of chunk using **output hooks** See different ressources:  * Documentation url  * Demo for a output chunk to print on _n_ lines in output. Seems like what you seek. : url In general, hooks are a great way of customising behavior for chunk.  I let you try. The demo linked above worked for me with a bash chunk. For such question, specifically _How to_, do not hesitate to ask in url  There is a broad community ready to help," and also there is already question on [reducing ouput echoed]url '""",,,,,,,,,,,,,,,,,,,
knitr,1653,closed,4,2019-01-04 19:22:02,13.8,,,1,"b'b"" # Example  {r setup", include = FALSE} library(knitr) # the default output hook hook_output = knit_hooks$get(\'output\') knit_hooks$set(output = function(x, options) { if (!(n <options$)) {   x = unlist(stringr::str_split(x, \'\\\\n\'))   if (length(x)   # truncate the output   x = c(head(x, n), \'....\\\\n\')   }   x = paste(x, collapse = \'\\\\n\') # paste first n lines together } hook_output(x, options) })  {bash} for i in {1..10}; do echo $i; done  {bash," =5} for i in {1..10}; do echo $i; done .... =""'",,,,,,,,,,,,,,,,
