REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,11,2012-04-10 17:24:31,32.22,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,12,2012-04-10 17:24:31,118.07,1,,,"b'b"" Hard to resist the urge to say nothing but \'+1\' to @Mkaysi\'s comment...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,13,2012-04-10 17:24:31,209.13,1,,,"b""b' All right", folks, the message has been heard loud and clear! We will put this on the roadmap for a release," probably the one immediately after 1.2. No need to keep +1ing we will do it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,14,2012-04-10 17:24:31,1247.58,,1,,"b""b' Any word on if this is still planned for 1.2 or  1.3?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,15,2012-04-10 17:24:31,837.52,,1,,"b""b' +1 from me.  I naively thought that this was implemented and after building mosh at the server systems and running it"," realized that this is not quite ready yet.  Any updates on the timeline?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,16,2012-04-10 17:24:31,1019.07,,1,,"b""b' +1 for me as well", this is a blocking issue for me, as I do remote development," using local keys to communicate with upstream SCM repositories.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,17,2012-04-10 17:24:31,812.5,,1,,"b""b' +1 mostly for being able to work with github when doing remote development from EC2 machines.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,18,2012-04-10 17:24:31,164.43,1,,,"b'b"" Sorry for spamming everyone"," GitHub doesn\'t appear to have a feature to get notifications of changes on an issue without +1\'ing it.  So +1 for me too.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,19,2012-04-10 17:24:31,69.13,,1,,"b""b' @tsuna see at the bottom of any issue page'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,20,2012-04-10 17:24:31,1199.88,,1,,"b""b' +1 for agent forwarding'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,21,2012-04-10 17:24:31,678.92,,1,,"b'b"" Came to report another issue"," saw this. Key forwarding is absolutely required to my workflow and I am seriously concerned about the way the mosh devs handle ssh keys if it wasn\'t baked in from the beginning.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,22,2012-04-10 17:24:31,189.7,,1,,"b'b"" Mosh works fine with SSH keys (or any SSH login method)", since we just use SSH itself to handle authentication. We don\'t allow the user to forward ssh-agent requests because, frankly, nobody has contributed the code and we haven\'t gotten around to it. But in general, ssh-agent forwarding is inappropriate for high-security environments. There is little to stop a compromised remote host from requesting your credentials to do \'rm -rf /\' (or modify authorized_keys) on a bunch of remote hosts. The user doesn\'t find out what the remote host wants to do with your credentials; the ssh-agent protocol just lets a process use your key to sign any request. If you forward ssh-agent, then it lets a remote host use your key to sign any request. It\'s almost the same security characteristics as just copying your credentials to the remote host in the first place -but not quite, since the remote host loses access to your credentials after you log out (unless it uses them in the meantime to insert its evil key in your authorized_hosts file elsewhere). I am surprised by all the people saying we need this because they are security freaks. You don\'t forward ssh-agent if you are a security freak. ssh-agent forwarding is a convenience feature that should not be on by default and should only be used when connecting to semi-trusted hosts. @apeiron, no need for concern. A process that does ssh-agent forwarding just takes bytes from the remote host and ferries them to the local host\'s ssh-agent and similarly for the reply. It doesn\'t touch secret data. All it does is make remote requests to the ssh-agent look like they are coming from the local host. For the reasons above, that\'s a risky thing to allow," but actually making it happen is easy.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,23,2012-04-10 17:24:31,26.42,,,1,"b'b"" @keithw ssh-agent has confirmation feature that can protect you from that scenario when remote host does \'rm -rf /\' on other remotes. ssh agent forwarding is really good for accessing git repository from development and testing servers. Also it is good for proxying ssh connections through other hosts when there is no direct connection.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,24,2012-04-10 17:24:31,3.05,,1,,"b""b' Tell me more about this confirmation feature. My understanding is that there is no way for the agent (and therefore the local user) to learn what command the remote host intends on executing once it is able to authenticate. All the protocol allows is for ferrying public-key challenges and the associated responses.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,25,2012-04-10 17:24:31,27.87,,1,,b'b\' Yes," you can not controll what command is executed. But you can controlwhat hosts are involved.31.10.2012 9:54 \\xd0\\xbf\\xd0\\xbe\\xd0\\xbb\\xd1\\x8c\\xd0\\xb7\\xd0\\xbe\\xd0\\xb2\\xd0\\xb0\\xd1\\x82\\xd0\\xb5\\xd0\\xbb\\xd1\\x8c ""Keith Winstein"" notifications@\\xd0\\xbd\\xd0\\xb0\\xd0\\xbf\\xd0\\xb8\\xd1\\x81\\xd0\\xb0\\xd0\\xbb:\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,26,2012-04-10 17:24:31,8.65,,,1,"b'b"" I don\'t think that\'s right. The ssh-agent only learns which identity (key pair) the requesting process is trying to use. It doesn\'t learn which host the request came from (remember", forwarding makes the request appear to be coming from the local machine) and it doesn\'t learn which remote server that process is trying to connect to," or what command the process is trying to execute on the remote server. Happy to be corrected though if my understanding is off.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,27,2012-04-10 17:24:31,85.77,,1,,"b""b' Yes", it seems that you are right. So the better way to improve ssh-agent security is using different keys for different groups of servers. Anyway," that is generic weakness of single sing on systems. SSH has agent forwarding feature and it will be nice to have it in mosh.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,28,2012-04-10 17:24:31,4.92,,1,,"b'b"" I think for most people waiting on this issue"," this isn\'t as much about conveniency as it is about security.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,29,2012-04-10 17:24:31,488.02,,1,,b'b\' But with ssh you can select which connections have agent forwarding and which not. So if you log into the system you don\\\'t trust, you shouldn\\\'t forward your agent to this.I don\\\'t know if this is the case with OpenSSH, but at least the commercial one works so that for agent forward connections," ssh server adds a ""forwarding identifier"" so that the agent itself is able to see over what kind of path the forward is opened. Even if the system at the end of the path is compromised", it can also forge the end of the path, not the path that leads to it from the client.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,30,2012-04-10 17:24:31,0.78,,,1,"b'b"" And yes", agent forwarding for mosh is a must! Much more important than X11 or generic tcp stream forwarding.It\'s also something that is not particularly performance critical," since agent connections don\'t happen all the time and individual sessions are typically in the magnitude of kilobyte or less.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,31,2012-04-10 17:24:31,352.17,,1,,"b'b"" Indeed. While I appreciate the hard work that goes in to the project", I don\'t think it is appropriate for the mosh project to determine which risks its users should find acceptable. If SSH supports it, mosh should support it. In this case, the scenario you are concerned about is most often found on bastion hosts to access machines which are otherwise inaccessible. If the user doesn\'t use ssh-agent forwarding, then they need to keep keys on the bastion host, which results in the exact same vulnerability should that host be compromised. There is no improvement in security simply because mosh doesn\'t support the feature. If I need additional security measures for my keys, I\'ll make sure they have passphrases or I\'ll use multi-factor auth with a FOB. Put bluntly, mosh loses users because this feature doesn\'t exist. I can only use it in a few of my active terminals, holding out hope that I will eventually be able to use it for all my workflows when this feature is added. I evangelize mosh quite often and loudly, but the lack of agent forwarding is a common complaint. I evangelized to apeiron and he wants the feature badly enough that he came here to complain, so QED I suppose. And yes," this feature is far more important than X11 or stream forwarding. I\'m willing to bet your best and most common users are IT pros. This feature is far more desirable to them than these other features.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,32,2012-04-10 17:24:31,62.72,1,,,"b'b"" Again", the primary reason we don\'t have ssh-agent forwarding is that nobody has contributed the code. But I don\'t agree that Mosh should necessarily support insecure protocols just because SSH does. The idea of Mosh is to improve on SSH, and one way is by having a simpler and more robust security story. SSH\'s many security holes have largely been because of its complexity and the large number of options (including letting you negotiate weak ciphers and weak protocols, leading to downgrade attacks). I don\'t think we want to follow SSH down every dark path. For bastion hosts where the problem is connectivity, I (1) agree that copying and forwarding credentials have similar security risks (this is why I think it\'s silly all the people who think ssh-agent forwarding is so much more secure) but (2) disagree that either of these behaviors is justified. The right approach is for the bastion host simply to proxy the (encrypted, authenticated) connection to the other machines," and to make the authenticated connection end-to-end. There is no need to trust the bastion host at all or give it credentials -we are just using it as a network proxy. We can make Mosh (or socat) do this and it will be more secure than ssh-agent forwarding.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,33,2012-04-10 17:24:31,9.55,,,1,"b'b"" For the bastion host problem in particular", this is one option (with ssh) on how to achieve that without agent forwarding: host hidden  ProxyCommand ssh bastionhost nc -q 5 %h 22 OTOH, I agree that agent forwarding is pretty convenient for other cases. For me personally," what really keeps me from being able to use mosh at work is the fact that I need to open up new firewall holes. But I wouldn\'t say that agent forwarding is good for security.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,34,2012-04-10 17:24:31,2.5,1,,,b'b\' And again, it has not been demonstrated that agent forwarding is inherently insecure to such a point that it should not be implemented in mosh. Further, as I pointed out above, any problems are easily mitigated with key passphrases and multi-factor auth. In addition, bastion hosts are well understood and oft used, usually as more than just a network proxy. In many cases, it\\\'s used as an intentional and auditable choke-point with tools which folks do not want installed on other servers. In other words," direct end-to-end connections are exactly what those environments are trying to avoid. Let\\\'s not try and throw away everyone\\\'s workflows because we can\\\'t imagine the needs of other environments or they don\\\'t fit into one specific mindset. If we begin our argument with ""the only right way is""", we either know everything about every possible environment or we\\\'re fooling ourselves. If mosh can implement another, better way to directly reach hosts behind network choke points, that\\\'s great. But that does not make it unnecessary to implement this feature.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,35,2012-04-10 17:24:31,476.78,,1,,"b'b"" IMHO"," it would make sense focusing on finding someone that actually can implement agent forwarding (maybe as a sponsored feature?). Arguing over it does not make the need go away. It\'s a bit of a shame that mosh cannot be enjoyed in a lot (dare I say: most) use-cases.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,36,2012-04-10 17:24:31,774.88,,1,,"b'b"" Please provide instructions how to support second host authentication without storing the key on intermediate server. If forwarding is undesired"," what\'s the proper alternative?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,37,2012-04-10 17:24:31,10.18,1,,,"b""b' @romaninsh It has been proposed that nobody use jump servers", but instead directly connect to everything everywhere. I suspect that anyone who proposes this may not realize that this is not always possible," and in fact a violation of a number of security protocols in many environments.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,38,2012-04-10 17:24:31,3.02,,1,,"b'b"" @romanish I don\'t think there is such alternative. If you don\'t count using password in second authentication :). I\'d say that need to use git", rsync, scp," et cetera is full justification to have agent forwarding. Those are often needed even if intermediate hosts are not used in logging to intranet hosts.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,39,2012-04-10 17:24:31,0.55,,,1,"b'b"" Using a jump server is fine. _Trusting_ a jump server with the plaintext of your communications", and the ability to execute arbitrary commands," is unnecessary if it\'s really just a jump server.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,40,2012-04-10 17:24:31,3.4,,,1,"b'b"" I\'ll make my own trust decisions"," thanks.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,41,2012-04-10 17:24:31,2.4,,1,,"b'b\' @romanish: The ""proper"" alternative would probably be a protocol that let you authorize a host to perform some operations (e.g. to do a git push to github for a particular repository) using your credentials", in revocable and tracable fashion, without giving away the store. The problem is that ssh-agent was not intended to be forwarded. The ssh-agent can\\\'t tell the difference between a local request and a remote one, and it can\\\'t tell who is making the request or what they want to do with your credentials. So there\\\'s not really enough information in the protocol to make sane security decisions. In most cases it\\\'s basically better to actually store a private key on the remote server itself (and give that identity limited authorizations), rather than blindly forward requests from the remote server back to your ssh-agent.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,42,2012-04-10 17:24:31,3.85,1,,,"b'b"" A private key store on the remote server. Did you just try to solve a perceived security issue by adding _more_ complexity? LOL Come on", as security risks go, this one is far to the bottom of an extremely long list. While it is theoretically possible," the fact remains that if your  server is compromised such that an attacker can request your keys then you\'ve already lost the game and not-forwarding does absolutely nothing to improve your posture at that point.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,43,2012-04-10 17:24:31,24.87,1,,,"b'b"" Addendum after some more contemplation. The issue here is that you\'re trying to solve the wrong problem. The keys are not what is important to defend against an attacker. What we actually want to defend is access to other machines. In that context SSH-forwarding is not the actual problem"," but rather the use of keys without passphrases and hosts which allow access without multi-factor challenges. You can\'t solve the problem of poor key hygiene by making keys even more difficult and complex to manage.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,44,2012-04-10 17:24:31,92.67,,1,,"b""b' This issue is about having some support for SSH agent forwarding with Mosh.  Could we please not turn this issue into a debate on whether this is more or less secure than another alternative"," or which way is the best?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,45,2012-04-10 17:24:31,585.73,,1,,b'b\' @keithw I understand your reasoning. Any rogue app on any host you log into can potentially request as many authentications as it wants without me noticing. url  It\\\'s also clear that forwarding octets alongside your connection is a no brainer for many and is essential feature. Clearly we are forwarding keystrokes all the way to the server," why only keystrokes. I appreciate your effort to solve the problem with agent but it has nothing to do with mosh and by avoiding this feature you will alienate your users until eventually someone would fork your code and add the feature. My suggestion would be to add this feature but put a big warning when it\\\'s used prompting user to secure their ssh-agent. As the popularity of ""mosh"" grows your message will make more people aware of the problem and would make it easier to come up with a solution. Unfortunately I am in a whole different development universe", otherwise I would have helped you with the patch.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,46,2012-04-10 17:24:31,28.72,,1,,"b'b"" Thanks romaninsh. Yes", I think we will support ssh-agent forwarding with a flag like  , and we will also notify the user (with a popup message in the blue bar) when an agent request gets made. I suppose we could also just let the user turn forwarding on and off at runtime with a key combination. I also would like to support gateway connections, with a syntax like  , that don\'t trust the gateway host (any more than they trust any random gateway along the network path). That\'s the plan," at least. Anybody who wants to get involved is welcome to contribute and join in on the mailing list or IRC channel.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mosh,120,closed,47,2012-04-10 17:24:31,14.2,,,1,"b""b' @keithw Great decision! Me and everyone else really appreciate what you are doing"," thanks for your patience.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
