REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,3,2011-05-01 03:36:29,159.23,,,1,"b'b"" I\'m glad to hear you\'ve made if faster"," but I haven\'t seen the links to the perfs can you either link them or apply the ones from my pull req to your changes so we can have it documented?  Cheers :D""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,4,2011-05-01 03:36:29,52.2,1,,,"b""b' Against arrays", $.map seams slower about 10%: [perf]url I think it would be hard to get less. Consistency has a price. The test against maps is gone (404) ? However, take in consideration that I now made () and () running without any check," so () and () will be even faster now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,5,2011-05-01 03:36:29,575.68,,,1,"b'b"" @rkatic Very nice work. I agree on the notion that a very small speed hit is worth the price of consistency. Also I see you figured something out for function arguments"," I\'ll need to read over it a few times to understand it ;)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,6,2011-05-01 03:36:29,9.27,,,1,b'b\' @kflorence: Thanks. Also note that there is no penalties in performances using and  at all. Regarding the arguments object," I opened a related [gist]url  that implements s stand-alone isArguments. In this patch I am using a modified version of it (""argsRudeCheck"") to use internally", reducing  calls...\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,7,2011-05-01 03:36:29,18.57,,1,,"b'b\' Where did you get ""[object Arguments]"" from?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,8,2011-05-01 03:36:29,4.35,,1,,b'b\' In new browsers (FF4, CH10, IE9,...)," returns ""[object Arguments]"".That is the first check. If it fails", a slower test is performed...\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,9,2011-05-01 03:36:29,3.6,,,1,"b'b"" Awesome"," didn\'t know about that.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,10,2011-05-01 03:36:29,543.18,,1,,"b""b' Closing. Done more tests: it fails against arguments objects.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,closed,2011-05-03 02:48:47,1392.3,1,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,11,2011-05-01 03:36:29,12.85,,1,,"b""b' Where are the tests?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,12,2011-05-01 03:36:29,5.03,,1,,"b""b' The assumption that only arguments and arrays can be passed to .apply was unfortunately wrong.For some browsers", including FF and IE," doing is perfectly right :('""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,13,2011-05-01 03:36:29,12.12,,1,,"b""b' Hmm", in FF 3.6 I get a TypeError thrown (second argument to  must be an array). Even so, if you eliminate plain objects before it reaches the apply," it should correctly guess that what is passed is an arguments object or array.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,14,2011-05-01 03:36:29,7.6,,,1,"b'b"" I tested it on FF4 and IE9 (CH correctly throws TypeError). Even if for those browsers you can use ", it would be a too strong assumption to think that with  or .apply will always work.I made an example with {}," but it\'s same with DOM and others.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,15,2011-05-01 03:36:29,2.08,,1,,"b""b' But we already use those same assumptions for everything else... arrays", functions," etc.. as in [object Array]. FF4 and IE9 can use [object Arguments] without needing .apply.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,16,2011-05-01 03:36:29,1.0,,,1,"b""b' But yes", it would not work for say," nested functions: But that is definitely an edge case!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,17,2011-05-01 03:36:29,9.43,1,,,"b'b"" Once a browser returns a particular [object Xxxx]", generally it\'s safe to use it. The .apply rule, unfortunately," seams de-facto to be a not strict rule.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,18,2011-05-01 03:36:29,3.18,,1,,"b""b' So .apply should only be called for older browsers"," which as far as I can tell only accept arrays and arguments in .apply. In JS 1.8.5+ .apply looks to accept array-like objects as well.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,19,2011-05-01 03:36:29,3.2,,1,,"b""b' We need more tests on different browsers. I will write one. If it seams ok to use .apply where [object Arguments] is not supported"," then I will reopen this pull and make needed changes.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,20,2011-05-01 03:36:29,549.53,,,1,"b""b' OK", I made more tests on different browsers on different platforms. Opera is the problematic one. Neither  nor .apply will help there. At the end, the only cross-browser test for arguments is checking for the callee property (after typeof and length). However I will not reopen this pull request, also because seams to me that with some [fixes]url  the current $.map check can actually be a pretty good one (that also do not require to change docs). EDIT: This does not mean that $.each will remain as it is. After some polish of the $.map test," I think it will be propagated to $.each.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,21,2011-05-01 03:36:29,312.32,,,1,"b""b' Sounds fair enough. I am interested in making a small library that aims at type detection cross-browser", so all of our work will be helpful there. That aside," I think this has still been helpful for us to re-think consistency in jQuery ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,22,2011-05-01 03:36:29,247.98,1,,,"b'b"" @rkatic Don\'t know why I didn\'t think to look at the underscore library"," but I found a gem: Doh!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,reopened,2011-05-03 23:24:18,1235.52,3,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,closed,2011-05-03 23:26:28,2.17,3,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,23,2011-05-01 03:36:29,85.68,,1,,"b""b' I reopened the pull req. for a moment to show the rebased branch. As you will see", I already replaced argsRudeCheck with  . The reason why this isArrayLike is not convincing me any more, is because the definition of array-like that I made is too strong in respect of the implementation. Also I am a little tired of pushing something that maybe is completely different from what jQuery team wants.. As I said," I will try to push some [fixes]url  to the existing $.map check that seams more likely to be accepted. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,24,2011-05-01 03:36:29,97.55,,1,,"b'b"" I agree"," I just came across it and thought I\'d share their implementation.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,25,2011-05-01 03:36:29,153.7,,1,,"b""b' @kflorence: Heh"," at least I am practicing my English. Nothing lost for me :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,26,2011-05-01 03:36:29,156.43,,,1,"b""b' @rkatic No problems. Your English is quite good overall"," probably better than the average American ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,366,closed,-,-,-,3,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,371,closed,opened,2011-05-05 00:36:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,371,closed,title,2011-05-05 00:36:13,00:00,,1,,"b""b' Extended holdReady() to allow the ready event to be re-held after it has already fired'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,371,closed,body,2011-05-05 00:36:13,00:00,,1,,"b""b' Extended holdReady() to allow the ready event to be re-held after it has already fired. This is incredibly useful for complex AJAX applications", especially when combined with a script loader that uses holdReady. The specific use cases were:1. Add a hold while processing certain types of AJAX response2. Add a hold while the script loader loads any new includes from certain types of AJAX response The result is that the ready event defers as expected for AJAX responses processed this way," opening the door to solve some of the more painful AJAX problems.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,371,closed,1,2011-05-05 00:36:13,75.25,,1,,"b""b' Can you show some scenarios where this might be useful"," and add it to the 1.7 feature request pile? [pile]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,371,closed,2,2011-05-05 00:36:13,305.6,,1,,b'b\' Yeah, I\\\'ll give you two answers. First one in code, second one an explanation of the theory behind what we\\\'re doing. It\\\'s a little long, sorry. First, here is my overly simple code example: ===A Script Loader===$.include = function(script){  $.holdReady(true);  add_script_to_document_and_call_function_when_loaded(    script,"    function(){$.holdReady(false);}  );} ===A Response From The Server===...   $.include(""/"");  $(function(){    // The expectation is that this code will not be executed until after  has been loaded    $(""#widget51"").mywidget({foo: ""bar""});  });  ... The above works fine so long as this is the original page load (I.E. the ready event hasn\\\'t already fired.) With a vanilla jQuery 1.6 however", it will fail on an ajax request. In other words," the following is likely to give intermittent ""mywidget is not a function"" errors: $(""#content"").html($.get(""/"")); The errors happen because ""ready"" always lets everything through after the document has loaded", even if  hasn\\\'t downloaded yet. The holdReady() event is ignored in the AJAX case. This is the documented behavior, but it isn\\\'t very helpful. My patch makes this work in both cases, by allowing holdReady() to restart the deferring process at any time. #  The long answer is more about theory and architecture, not just on the client side, but also the server side. There are several competing needs that any web developer usually wants to balance:1. Keeping the code modular. Individual components should be self contained," and should be able to operate without sprinkling dependencies elsewhere.2. Minimizing the number of script files that need to be sucked down for any single request.3. Maximizing the value of the cache for script files.4. Keeping code organized. Separate things in separate files.5. Keeping development easy. ""out of flow"" things (like having to ""rebuild"" stuff each time you change a file) are painful. JavaScript isn\\\'t especially well suited to some of these needs. Code organization and the ability to keep server side code modular are especially large problems. Code organization needs generally conflict with minimizing the number of files sucked down. And so on. The dark horse here is actually item 1", modularity. The moment you start mixing your AJAX with any extensive widgetization it comes to bite you HARD. The livequery paradigm is one way people try to solve this, but that has some undesirable traits, and it leaves large portions of the issue unresolved. The largest part of the modularity problem is ensuring that the proper files are available when needed, but no earlier (We don\\\'t want to suck down everything we have, just because an ajax request might return something that needs it.) In the end, for any sort of complex application, a script loader becomes a highly desirable tool. With a good script loader you can ensure that all necessary files are available, while guaranteeing that each file is only loaded a single time (important, since double loading could create bugs). A script loader also opens possibilities for organization of code across separate files, because the files themselves can become responsible for the inclusion of their own external dependencies (Like a WYSIWYG editor, which might require a document range abstraction layer, a json encoder, a gallery plugin, and a cookier plugin). So, assuming that we use a script loader, take a look back at the server. A request comes in, and needs to return something: let\\\'s say a complex form with some custom widgets. The view helpers each build a bit of markup for their widgets. Part of the widget markup is a script element that a) uses $.include (our script loader) to guarantee that the required resources are present, and b) uses $(document).ready(function(){...}) to perform any necessary jQuery operations on the newly created widget, once all the resources are known to be present. The desire is for this widget markup to always works exactly the same way, regardless of whether it was used in the initial page load, or in an AJAX request. If we can do that, the other problems are resolved. The relevant script files never have to be included in a large header monolith, so the initial page load is snappy, and the server side code is clean an modular. The cache value is maximized, no script build phase is needed for development," there is no large wasteful collection of livequery declarations because ""we need this sometimes"". In order for this bit of magic to work though", the $(document).ready() bits in the response have to be able to work AFTER the ready event has already fired once. The nuance here is that in the mind of the typical developer," $(document).ready() doesn\\\'t actually mean ""do this when the document has fired it\\\'s on load event"". The native load event is such a mess", nobody wants to think about it anymore. That\\\'s why jQuery wraps it up in a neat little package. Now we just dump everything in $(document).ready(), and when we do that," we mean ""do this as soon as it is safe to run my stuff."" The fact that the server responded with new script requirements that have not been loaded"," means that it is no longer ""ready"" or ""safe"" to execute new scripts", until after it resolves those requirements. The script loader calls $.holdReady(true), just as it does when loading scripts during the page load. The only difference now is that it was an AJAX request, not a page load, but again," the developer doesn\\\'t want to have to care. The intent is still the same: ""do this stuff whenever it is safe"". The expectation is that execution of any $(document).ready() blocks will always be delayed as appropriate. Once the requirements are loaded", execution continues. This change makes robust script loaders possible, and clears the path for web development paradigms that blur the lines between AJAX and page loads (making the ajaxification of previously static web apps almost trivial.) Without this, any script loader is crippled, because it can\\\'t be safely and easily used with AJAX (a major use case). The addition of holdReady() in 1.6 is a major step in the right direction, and this patch continues that by moving it into the AJAX realm.\''
jquery,371,closed,3,2011-05-05 00:36:13,1246.58,1,,,b'b\' The argumentation pro holdReady are so wrong on so many levels. ## this breaks code independance There is nothing modular about having a script loader delaying the ready event: on the contrary, you give any module in your application the means to derail the semantics of the dom ready event and take the risk of breaking other portions of your app relying on said event. In your very sample module, if the ajax request fails, then all modules that rely on dom readyness and are loaded after said module (or even before if dom readyness hasn\\\'t been notified yet) will just plain stop working. Now that\\\'s modularity for you! That\\\'s how dangerous," inconsistent and pointless this ""feature"" is. It makes non-dependant modules loading order important while it shouldn\\\'t be: you don\\\'t always load interdependant modules", sometimes you do have separate and independant portions in your app (at least if you\\\'re not doing it wrong). If some remote resource is temporarily unavailable, say the Twitter Data API you only use for a little tweeting widget in the sidebar," do you really want your page as a whole to become unusable because no dom readyness bound function will be called? Is this really the kind of approach we want to promote? ## we\\\'re breaking jQuery for ""convenience"""," promoting bad practice in the process Having a bunch of ""master"" scripts that will block any other module from being loaded should be done within the script loaders themselves. Let them provide a means to add a ""global"" script and not load  execute modules before those ""master"" scripts are loaded. Is it so hard to code that we need to break jQuery for this? Why should other code in the page that do not make use of the script loader be penalized or plain broken to save a few bytes in the script loader? Beside", how do I go about making jQuery itself a global include, seeing as I obviously don\\\'t have holdReady available at that point? Make an incantation? Nope, you have to use a script tag for this," just as you should for any global script in your app. If you truly want a script to become ""part of the environment"" (like the script loader itself btw)", then that\\\'s the way to go. It\\\'s easy enough to check script tags in your  server-side when running your build script that will deliver this fancy all-in-one-file minified js. Even worse," how can one promote ""global"" scripts includes as ""more modular"" or ""better organized"". Take nodejs", for instance: in every single js file, you **have** to require all the libs you use in your file. Nobody\\\'s complaining about it because it actually makes sense. Global includes are frown upon in any environment I know of and for good reason (they\\\'re only available using command-line arguments for the compilers of all languages I used so far, that should tell people something). Having to specify all you dependencies for a module is not an inconvenience," it\\\'s what makes your system truly modular in the first place: you can take your module as is and drop it into any other  and it\\\'ll just work. If you use ""global includes""", then you have to copy parts of the environment configuration with it. Talk about maintenance hell. ## it makes jQuery\\\'s dom readyness notification unreliable The dom ready event has specific semantics and is **not** some kind of synchronization utility to be meddled with just because it\\\'s convenient to a niche. I\\\'m appalled enough that we have holdReady in the first place... but that we try and break things even more by making it work post dom readyness is beyond me. This has bad practice painted all over the place for reasons I already explained before. With holdReady in place, I, as a  developper cannot trust jQuery to properly notify dom readyness. So, in short, I\\\'ll duplicate the dom readyness logic in my own code and never use the $( fn ) signature ever again since any third party can meddle with its behaviour without my knowledge. We\\\'re talking self-deprecation here. ## you can easily join one or several ajax requests with dom readyness I also don\\\'t understand why some people keep on implying it\\\'s difficult to sync on ajax requests **and** dom readyness, all you need is a dom readyness Promise and a construct as follows: Funily enough, even if jQuery doesn\\\'t provide domReadyPromise, you can create it pretty easily: This solution doesn\\\'t meddle with the dom ready event and, as a consequence, doesn\\\'t spit all over any other code in your application: a problematic ajax request won\\\'t break surrounding .\'',,,,,,,,,,,,,,,,,,,,,,,,,,,
jquery,371,closed,4,2011-05-05 00:36:13,1406.8,,,1,b'b\' @jauborg, This really isn\\\'t the place to start a fight over whether holdReady() itself is an acceptable feature. holdReady is here, and there are a handful of very important use cases for it. Before holdReady was added," it really wasn\\\'t possible to write a decent script loader without hacking the core. (By ""decent"" I mean one that would allow you to replace every script tag with a call to the script loader", and have everything continue to work like it did before.) Some quick thoughts on some of your specific complaints: **Code Independence**: In a vanilla web page everything already has to wait for every script file to be sucked down and processed, regardless of which snippets require which scripts. This isn\\\'t any different. **Nothing modular about...**: Modularity comes (in part) from being able to delay loading of secondary scripts until they are actually needed, avoiding minified monoliths. The modularity empowered by this is on the _server_ side, not the client side. **Failed AJAX Request example**: This is a bug in your theoretical code, not a problem with the holdReady concept. Correctly written code would use the completed  success+error callback(s) to clear the hold. Additionally," someone would have to be soft in the head to hold the ready event just because they are waiting for data from Twitter. That\\\'s not what this is for. **""Let [the script loaders] provide a means to add a ""global"" script""**: This isn\\\'t DRY. Any time you are waiting for the document to have been loaded", you pretty much need to have assurances that the scripts are ready. The generic dom ready event was originally designed to give this assurance, holdReady allows script loaders to continue to offer that assurance," even though the internal dom ready event hangs you out to dry when a script loader is used. **""you should [use a script tag] for any global script in your app""**: Um. Wow. You really have no idea why a script loader would ever be needed", do you? I\\\'m not entirely sure how to respond to this. Do you do server side development? PHP? Imagine what it would be like to develop a complex application if PHP didn\\\'t have an include or require," or if  didn\\\'t wait for the file to be included before continuing execution. **""fancy all-in-one-file minified js""**: I reject the fancy all-in-one minified js. Although this is better than serially loading individual files", it is far from ideal. You are delaying the first page load to suck down every drop of script that the application will ever have to use, even though 90% of it won\\\'t get used at all (or at least not until much later). Complex systems will have _worse_ page load times site wide due to the massive amount of script that has to be processed on every page load," even though it isn\\\'t needed. A good script loader offers much better alternatives. **""it makes jQuery\\\'s dom readyness notification unreliable""**: It never was ""reliable"". If you use $(fn) after dom ready has fired", your function will be called, even though dom ready is not firing at that moment. If you **really** need the dom ready event, bind directly to the dom ready event at the low level. It is highly unlikely that you will ever actually need this, but if you do," you have options. **""any third party can meddle with its behaviour without my knowledge""**: Not every developer is a raging idiot", and if they are, you don\\\'t want their code on your site for reasons that go far beyond whether they abused holdReady. If you are really that worried about it," you could add to your code. **""you can easily join one or several ajax requests with dom readyness""**: Your proposed code doesn\\\'t solve remotely the same problem. Look at this again after you start lusting for a good script loader", and I expect you\\\'ll see what the real issue is. \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
