REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,548,closed,6,2011-04-20 23:05:39,500.2,,,1,"b""b' oh"," nice grep command :-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,548,closed,-,-,-,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,opened,2011-05-11 13:53:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,title,2011-05-11 13:53:42,00:00,,1,,"b""b' saving an image with the image quality flag set to high or best causes empty jpegs. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,1,2011-05-11 13:53:42,371.62,,1,,"b""b' I have assigned myself to try and reproduce this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,2,2011-05-11 13:53:42,1024.12,,,1,"b'b"" I tried to reproduce this", but I can\'t. Ubuntu 12.10, current OF develop. Modified the to store jpg instead of png, the default compression level of is already  , so there was no need to change that. @ofTheo, I suspect this bug was solved in the meantime (it\'s 2 years old). I\'ll close this, and if you still observe this bug," re-open it with a repro procedure. :-) Thanks!""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,closed,2013-01-12 13:09:26,1395.73,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,3,2011-05-11 13:53:42,436.37,,1,,"b'b"" Have this problem in IOS. I can store an image like a PNG"," but a JPG is always 0 bytes.I\'ve used ()""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,4,2011-05-11 13:53:42,43.13,,1,,"b""b' @ikillbombs please post some code  detailed reproduction steps which show your problem.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,5,2011-05-11 13:53:42,56.55,,1,,"b""b' Used the imagePickerExample:  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,reopened,2013-04-09 11:17:19,1327.88,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,6,2011-05-11 13:53:42,792.82,,,1,"b""b' Thanks"," I reopened the issue. @ofTheo @julapy could you take a look at this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,7,2011-05-11 13:53:42,77.1,,1,,"b""b' I think it is a memory problem. Some other code I use gives a memory error during the usage.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,8,2011-05-11 13:53:42,651.13,,1,,"b'b"" Hi", I had similar problems related to saving images (although for me it doesn\'t save no matter what quality I set). I noticed two issues here: memory problems are probably caused by wrong GL_PACK_ALIGNMENT value, the following change in helped in my case: As to empty JPEGs, I noticed that the alpha channel is the problem (you can render to an FBO with GL_RGB format to get rid of it). Sounds reasonable since JPEG doesn\'t support alpha," but the framework should _at least_ warn you about this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,9,2011-05-11 13:53:42,1283.03,,1,,"b""b' Seems logical :+1: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,10,2011-05-11 13:53:42,2.32,,1,,"b'b"" can\'t recreate this issue"," closing unless @ can reproduce (sounds like a platform-specific bug).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,closed,2014-12-12 20:51:53,574.57,0,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,569,closed,-,-,-,0,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,opened,2011-05-16 22:52:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,title,2011-05-16 22:52:20,00:00,,1,,"b""b' Lion beta tester problem with ofQuicktimeGrabber and ofQuickTimePlayer'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,body,2011-05-16 22:52:20,00:00,,1,,"b'b"" I just want to tell you that there is a problem with Lion. I\'m a beta tester and I usualy work with OF and there is a problem with QTXCode (4.1 L2) tell me that MacSetRect", GetGWorldPixMap, LockPixels," SetGWord as not declare in the scope in  and  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,1,2011-05-16 22:52:20,3.62,,,1,"b""b' ahh interesting. are those the only errors? I could imagine a ton of errors if 10.7 dropped all the old school Quicktime libraries.Also can you still install Quicktime 7 ? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,2,2011-05-16 22:52:20,80.48,1,,,"b'b"" I respond directly to your message from my mail program with in attachement a archive with QT framework. Let me know if you didn\'t receive it. And let me know if you need some experiment... of if you find a solution""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,closed,2011-05-17 00:16:26,84.1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,reopened,2011-05-17 00:16:34,0.13,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,3,2011-05-16 22:52:20,727.37,,1,,"b""b' Any idea?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,4,2011-05-16 22:52:20,75.95,1,,,"b'b"" sorry I didn\'t get the email. can you maybe paste the full error list to  ?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,5,2011-05-16 22:52:20,128.93,,,1,"b'b"" I find a solution to that issue.The problem come from ApplicationService in Lion. It\'s quittely different to compare with old ApplicationService. So I simply erase the path reference in OF from this one and I add a link to the good framework/ The default path in Lion is : and is the same than /""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,6,2011-05-16 22:52:20,8.42,,1,,"b""b' Here is the new  from Lion : url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,7,2011-05-16 22:52:20,295.27,,1,,"b""b' where do i have to erase this path reference?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,8,2011-05-16 22:52:20,15.33,,1,,"b""b' actually all you have to do is change the SDK from current os to 10.6 in the base project.This has to be in the project settings AND the target settings though. Also the zip on the downloads page of OF site should have all the settings correct for 10.7'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,9,2011-05-16 22:52:20,6.37,,,1,"b""b' great"," that worked! thank you :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,10,2011-05-16 22:52:20,364.12,,1,,"b'b"" I\'ve switched the base SDK on both the project and target settings", and I\'m using the latest downloadable version of oF, but after xcode compiles, it just sits, and the app never launches. If I don\'t switch the SDK," it totally explodes into the quicktime  errors. ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,11,2011-05-16 22:52:20,7.63,,1,,"b""b' can you check your console log (  ) I would be curious if the error mentioned glut. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,12,2011-05-16 22:52:20,960.8,,1,,b'b\' nicoles: Make sure you\\\'re building your application," not ""openframeworks"""," by looking at the top-left corner (next to the Stop button) where your application name should be selected and the correct target architecture. If ""openframeworks"" is selected there"," it\\\'ll just build the SDK and then it\\\'ll appear to... ""just sit""", but that\\\'d be all you asked xcode to do ;)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,13,2011-05-16 22:52:20,490.72,,,1,"b""b' thx a lot it worked! i just wanted to know...Is there going to be a fix for this in the future?Or do we have to use the 10.6 SDK for openFrameworks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,14,2011-05-16 22:52:20,752.13,,1,,"b""b' once QTKit or AVFoundation offers all the features of  we can switch to 10.7 64bit we were going to switch to QTKit but rumor is it will be dropped in favor of AVFoundation  '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,15,2011-05-16 22:52:20,617.8,,,1,"b""b' [UPDATE] nevermind I found a site with instructions and screenshots: url Still now it doesnt show any errors", but I dont see the .app file and no window show up when build finish.  so whats going on?? [/UPDATE] Hi all of you. I am completely new to Xcode," and to OF.I have no idea what all you guys are talking about.  So I followed the installation tutorial from url So its not working... I guess because Im using Xcode 4 and OSX Lion. You guys talk about changing something to build for 10.6 and not 10.7but I have no idea where to change that configuration. Is there a way someone can publish a step by stepon how to configure this stuff??Im really looking forward on learning OF. please help me.  Thanks.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,16,2011-05-16 22:52:20,361.17,,1,,"b""b' @omarojo its better to post in the forums for getting help on installing"," since we use github for developing OF '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,closed,2011-08-22 09:19:54,543.33,2,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,573,closed,-,-,-,2,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,opened,2011-05-19 14:49:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,title,2011-05-19 14:49:57,00:00,,1,,"b""b' Generic armv7l Linux build for Beagleboard &co. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,body,2011-05-19 14:49:57,00:00,,1,,"b""b' This is a generic Linux build of oF for ARM Cortex A8/9 devices (Beagleboard", Pandaboard, Gumstix, Tegra 250, IGEPv2," ...) with built-in NEON optimizations in the included libs and makefiles (via gcc -O3 -march=armv7-a -mtune=cortex-a8 -mfpu=neon -ftree-vectorize -mfloat-abi=softfp)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,1,2011-05-19 14:49:57,4.72,,1,,"b'b"" btw", which linux are you using? in the latest ubuntu builds for arm, the os is compiled with -mfloat-abi=hardfp which should be faster than softfp.  i\'ve tried it on android but there the os is compiled with softfp and the toolchain doesn\'t even support hardfp. On 05/19/2011 04:49 PM," damiannz wrote:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,2,2011-05-19 14:49:57,5.13,,,1,"b'b"" interesting! i\'m using Ubuntu 10.10 .... just had a bit of dig about"," one guy tested hardfp with povray on the beagleboard and saw a 5-6% performance increase.. not really worth rebuilding for me but might reevaluate that when i get the DSP chain working at the same as computer vision (ouchies). but having just seen some specs: i think it would be easier to simply get a Pandaboard :-)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,3,2011-05-19 14:49:57,212.45,,,1,"b""b' @arturoc going to let you handle this one :) '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,4,2011-05-19 14:49:57,7.6,,,1,"b""b' :) ok El mar", 24-05-2011 a las 11:32 -0700," ofTheo escribi\\xc3\\xb3: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,5,2011-05-19 14:49:57,61.55,,1,,"b'b"" hey damian i\'ve merged this with master in my damian_linuxarm7 branch"," can you check that i have not broke arm7?  also does this include you other pull request? i guess so because the makefiles are already capital M in this one and the LDFLAGS thing is fixed""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,6,2011-05-19 14:49:57,1388.75,,,1,"b'b"" hey Arturo", just had a look at this yesterday, all seems to be ok -I had to add a new binary for libtess2. but the armv7l-specific optimizations i did seem to have been lost in the merge... i\'ll have another poke around  + email you when i think it\'s ready. also, make clean seems to be broken since the introduction of separate obj dirs for Release and Debug. i type make clean and it says something likerm -rf /* when it should say something likerm -rf /*rm -rf /* cheersd On May 24,2011, at 21:41 ," arturoc wrote:##  damian stewart . @damian0815 .  damian@frey .  contemporary art .  url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,7,2011-05-19 14:49:57,4.82,,1,,"b'b"" ok", if you can fix those, i\'ll merge it to master El mi\\xc3\\xa9, 08-06-2011 a las 11:50 -0700," damiannz escribi\\xc3\\xb3: ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,8,2011-05-19 14:49:57,1423.22,,1,,"b""b' can I can close this? '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,9,2011-05-19 14:49:57,57.97,,1,,"b""b' no please let it open", i will pull it after the release, i want torefactor the makefiles cause they are getting to big but will do it post007 El mi\\xc3\\xa9, 06-07-2011 a las 11:38 -0700," ofTheo escribi\\xc3\\xb3: '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,10,2011-05-19 14:49:57,1015.77,,1,,"b'b"" Hey damian i\'m merging this", but in one of your last commits you removed ofAppNoWindow. is that correct? the opencv example is not working cause it has dependencies with ofAppNoWindow," i\'ve fixed it temporarily by removing the NO_WINDOW define.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,11,2011-05-19 14:49:57,160.48,1,,,"b'b"" oh", whoops. no, I didn\'t mean to remove ofAppNoWindow, it should stay in the core. sorry about that! ddOn Aug 26,2011, at 14:31 ," arturoc wrote:##  damian stewart . @damian0815 .  damian@frey .  contemporary art .  url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,12,2011-05-19 14:49:57,1.87,,1,,"b'b"" ok", no worries, i\'ll get it from the previous commits and add it back El dom, 28-08-2011 a las 08:12 -0700," damiannz escribi\\xc3\\xb3: ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,13,2011-05-19 14:49:57,185.93,,1,,"b""b' I am going to close this unless @arturoc and @damiannz thinks it should stay open. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,closed,2012-02-25 18:38:13,228.27,1,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,14,2011-05-19 14:49:57,19.87,1,,,"b'b"" hey didn\'t saw your last message", we are working in this," it\'s actually almost there. i\'m reopening the PR""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,reopened,2012-02-25 18:40:06,1.88,2,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,15,2011-05-19 14:49:57,1.1,1,,,"b""b' oh sorry damian told me to close it. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,16,2011-05-19 14:49:57,11.22,,1,,"b""b' oh what? i thought we were holding off until 008...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,17,2011-05-19 14:49:57,9.95,,1,,"b""b' I milestoned it for 0080 for now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,18,2011-05-19 14:49:57,503.97,,1,,"b""b' Just to make the connection -I think a lot of the Raspberry Pi momentum will help this effort move along too.  We are making a special effort to make sure that our RPI efforts are generic enough to also be useful to the the whole arm family.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,19,2011-05-19 14:49:57,792.33,,1,,b'b\' @arturoc @damiannz  @bilderbuchi correct me if I\\\'m wrong," but will the ""raspberry pi"" branch (probably better referred to as the e-linux branch) merger replace this PR?\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,20,2011-05-19 14:49:57,8.85,,1,,"b""b' i would think so"," but only damian or arturo can answer that with certainty..'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,21,2011-05-19 14:49:57,13.97,,1,,"b'b"" I guess so. The major work here really was the makefiles", and with the rewrite for RPI," it doesn\'t really make much sense to keep this open. @arturoc?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,22,2011-05-19 14:49:57,268.73,1,,,"b""b' yes everything in here is already in the raspberry branch", also this libraries were soft float and every platform seems to support hard float now. the only other thing i can remember is the ofAppNoWindow class but i included a newer version in the raspberry branch and yes," we should begin to call it e-linux or arm-linux or something like that :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,23,2011-05-19 14:49:57,902.55,,1,,"b'b"" i\'m closing it""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,closed,2013-01-05 12:32:44,1072.63,4,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,576,closed,-,-,-,4,17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,opened,2011-07-11 10:47:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,title,2011-07-11 10:47:50,00:00,,1,,"b""b' Exclude iPhoneAddonsExamples from the apps folder .gitignore'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,body,2011-07-11 10:47:50,00:00,,1,,"b""b' Hope this is ok to do... have a fix in the  that I wanted to share"," so need to edit the  first'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,1,2011-07-11 10:47:50,4.02,,,1,"b'b"" hi","  that\'s actually negating the ignore in the root .gitignore. note the ! at the beginning""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,closed,2011-07-11 10:51:51,4.02,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,2,2011-07-11 10:47:50,5.98,1,,,"b'b"" Hi", yes, that\'s what I wanted to do: the root .gitignore ignores the iPhoneAddonsExamples folder, so I added !iPhoneAddonsExamples and !iPhoneAddonsExamples/*\\\\* to the  so that I can start  to  iPhoneAddonsExamples. Sorry," if I worded it confusingly! Think the addition is still needed. Or is there a fundamental reason for excluding this particular folder?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,reopened,2011-07-11 13:09:12,137.35,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,3,2011-07-11 10:47:50,132.02,1,,,"b""b' oh"," sorry i looked through it fast and thought you were actually removing those lines :S'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,closed,2011-07-11 13:10:00,0.8,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,4,2011-07-11 10:47:50,0.33,,1,,"b'b"" it\'s merged now""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
openFrameworks,636,closed,-,-,-,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
