REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,
django,1225,closed,closed,2013-08-12 00:15:46,944.65,0,2,1,,,,,,,,,,,,,,,,,,
django,1225,closed,reopened,2013-08-12 00:17:11,1.42,0,2,1,,,,,,,,,,,,,,,,,,
django,1225,closed,2,2013-05-27 08:31:07,664.15,,,1,"b""b' Thanks"," merged in 6bdb3b1135d1bd7b2dc24131b9d26ac19ebdba67.'""",,,,,,,,,,,,,,,,
django,1225,closed,closed,2013-08-12 11:19:55,662.73,0,2,2,,,,,,,,,,,,,,,,,,
django,1225,closed,-,-,-,0,2,2,,,,,,,,,,,,,,,,,,
django,1236,closed,opened,2013-06-01 18:34:35,,,,,,,,,,,,,,,,,,,,,,
django,1236,closed,title,2013-06-01 18:34:35,00:00,,1,,"b""b' Allowing FORMAT_MODULE_PATH setting to be list of paths.'""",,,,,,,,,,,,,,,,,
django,1236,closed,body,2013-06-01 18:34:35,00:00,,1,,"b""b' This patch includes tests for the iter_format_modules method (which was nevertested before). It also includes a test to ensure backwards compatibility andto test the new functionality. The patch also includes changes to thos parts of the docs that mentionthe FORMAT_MODULE_PATH setting.'""",,,,,,,,,,,,,,,,,
django,1236,closed,1,2013-06-01 18:34:35,1105.33,,1,,"b""b' Where is an accepted ticket for this pull request?'""",,,,,,,,,,,,,,,,,
django,1236,closed,2,2013-06-01 18:34:35,84.12,,1,,"b""b' @apollo13 the ticket is here: url '""",,,,,,,,,,,,,,,,,
django,1236,closed,3,2013-06-01 18:34:35,36.92,1,,,"b""b' @apollo13 I rebased this branch in my fork to the latest commit of Django. Then I force pushed this branch into my fork. I think because of this", some comments of you got lost. You had asked me to change the behaviour so that the values in the FORMAT_MODULE_PATH settings are not reversed," which is done now. Sorry again for the huge delay.'""",,,,,,,,,,,,,,,
django,1236,closed,4,2013-06-01 18:34:35,12.43,,1,,"b""b' The new functionality should also be mentioned in the release notes ()'""",,,,,,,,,,,,,,,,,
django,1236,closed,5,2013-06-01 18:34:35,1287.82,,1,,"b""b' The feature freeze for 1.7 is next Thursday"," any chance of addressing my last set of comments before then?'""",,,,,,,,,,,,,,,,
django,1236,closed,6,2013-06-01 18:34:35,1404.33,,,1,"b""b' oh dear"," forgot about this one. I will rebase to 1.7 and submit a new patch that addresses the review comments... '""",,,,,,,,,,,,,,,,
django,1236,closed,7,2013-06-01 18:34:35,660.97,,,1,"b""b' Maybe you made a typo"," but actually it needs to be rebased on master (1.8) as 1.7 is feature frozen now.'""",,,,,,,,,,,,,,,,
django,1236,closed,8,2013-06-01 18:34:35,1.4,,1,,b'b\' right, that\\\'s what I meant.On 17 May 2014 07:07,"Tim Graham"" notifications@ wrote:\''
django	1236	closed	9	mbrochh	2013-06-01 18:34:35	633.67	+1			b""b' @timgraham here we go. I rebased the current master into my patch and applied the codereview hints that you provided. Sorry that due to the rebase parts of our discussion are now lost, again.'",,,,,,,,,,,,,,,
django,1236,closed,10,2013-06-01 18:34:35,461.57,,,1,"b'b"" This is looking good. If you can address my latest round of comments"," please go ahead and squash your commits and follow our [commit message guidelines]url  I\'ll commit it shortly thereafter. Thanks!""'",,,,,,,,,,,,,,,,
django,1236,closed,11,2013-06-01 18:34:35,727.98,,1,,"b""b' @timgraham I have added your recent comments and have squashed the commits. Hope my commit message is good enough :)'""",,,,,,,,,,,,,,,,,
django,1236,closed,12,2013-06-01 18:34:35,390.57,,,1,"b""b' I fixed a couple flake8 warnings and merged in 950b6de16ac2f8135612f2ed5984c090dd8e4dcf"," thanks.'""",,,,,,,,,,,,,,,,
django,1236,closed,closed,2014-05-19 12:01:41,1047.1,2,8,4,,,,,,,,,,,,,,,,,,
django,1236,closed,13,2013-06-01 18:34:35,22.38,,1,,"b""b' Actually"," there is a failing test so I reverted this for now:  '""",,,,,,,,,,,,,,,,
django,1236,closed,reopened,2014-05-19 12:24:04,22.38,2,9,4,,,,,,,,,,,,,,,,,,
django,1236,closed,14,2013-06-01 18:34:35,39.93,,1,,"b""b' @timgraham alright"," the odyssey continues. I have deleted my tests and the fake format modules that I had added and I have moved the test that checks for the new functionality into the existing test function. I also created a second fake format module next to the one that we already have at I ran the whole test suite: Note: I just saw that you merged some flake8 fixes those might be lost now becuase I ammended my commit and forced pushed into my branch. I checked and for flake8 issues but could find none.'""",,,,,,,,,,,,,,,,
django,1236,closed,15,2013-06-01 18:34:35,33.3,,1,,"b""b' @timgraham added your remarks.'""",,,,,,,,,,,,,,,,,
django,1236,closed,16,2013-06-01 18:34:35,3.37,,1,,"b""b' buildbot"," test this please.'""",,,,,,,,,,,,,,,,
django,1236,closed,17,2013-06-01 18:34:35,24.28,,,1,"b'b"" Looks good. Test failure on Jenkins are unrelated. I\'ll merge it soon.""'",,,,,,,,,,,,,,,,,
django,1236,closed,18,2013-06-01 18:34:35,8.92,,,1,"b""b' @timgraham thank you so so so much for your patience and guidance. I guess this pull request kind of defeated the whole purpose of open source if I had told you my feature idea and you had implemented it", the whole thing would have been done in 30 minutes one year ago. But then again," I think I learned a lot along the way and will definitely be much much much more precise when submitting pull requests in the future.'""",,,,,,,,,,,,,,,
django,1236,closed,19,2013-06-01 18:34:35,1301.75,,,1,"b'b"" You\'re welcome"," look forward to your future contributions. :-) merged in bb0a9a070b9570c85bcb17346dae6513e4ba6e76.""'",,,,,,,,,,,,,,,,
django,1236,closed,closed,2014-05-21 11:55:37,1411.55,2,12,7,,,,,,,,,,,,,,,,,,
django,1236,closed,-,-,-,2,12,7,,,,,,,,,,,,,,,,,,
django,1253,closed,opened,2013-06-08 05:32:09,,,,,,,,,,,,,,,,,,,,,,
django,1253,closed,title,2013-06-08 05:32:09,00:00,,1,,"b""b' fixes #20486'""",,,,,,,,,,,,,,,,,
django,1253,closed,body,2013-06-08 05:32:09,00:00,,1,,"b""b' Ticket found here: url '""",,,,,,,,,,,,,,,,,
django,1253,closed,closed,2013-06-12 09:12:48,220.65,0,2,0,,,,,,,,,,,,,,,,,,
django,1253,closed,reopened,2013-06-12 10:38:44,85.93,0,2,0,,,,,,,,,,,,,,,,,,
django,1253,closed,1,2013-06-08 05:32:09,545.62,,,1,"b""b' All good points @apollo13. I have fixed. Thanks for reviewing.'""",,,,,,,,,,,,,,,,,
django,1253,closed,2,2013-06-08 05:32:09,1225.03,,1,,"b""b' Committed in 18e79f1425fa87f2f38df25c65203ec4d311f499'""",,,,,,,,,,,,,,,,,
django,1253,closed,closed,2013-06-20 11:02:48,24.07,0,3,1,,,,,,,,,,,,,,,,,,
django,1253,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,
django,1382,closed,opened,2013-07-20 19:34:27,,,,,,,,,,,,,,,,,,,,,,
django,1382,closed,title,2013-07-20 19:34:27,00:00,,1,,"b""b' Fixed #19617 -Refactored form metaclasses to support more inheritance scenarios.'""",,,,,,,,,,,,,,,,,
django,1382,closed,1,2013-07-20 19:34:27,1047.95,,,1,"b'b"" As mentioned on IRC", please don\'t rename the meta class just because you can, this is a critical part used by many apps out there," even if not public API. That\'ll keep upgraders happy""'",,,,,,,,,,,,,,
django,1382,closed,2,2013-07-20 19:34:27,1273.8,,1,,"b""b' I might revisit this patch at a later stage.'""",,,,,,,,,,,,,,,,,
django,1382,closed,closed,2013-07-25 10:16:12,881.75,0,2,1,,,,,,,,,,,,,,,,,,
django,1382,closed,3,2013-07-20 19:34:27,507.8,1,,,"b'b\' There have been discussions about allowing non values to shadow instances as a way to ""opt-out"" from a declarative field: url  I added a new commit that addresses that. It however removes support for declared on plain Python mixins from the previous commit. Although I think it\\\'s a good thing", as supporting them is ugly in term of implementation. Also the fields attributes declared on simple mixins would leak onto the child class, which is not desirable. For to be pickup up," the parent class needs to bear the metaclass; should work well as a ""field holder"" or we could introduce as suggested in the ticket description. Since is just an empty wrapper around and also inherits from there are no consequences in using a as a field holder.\''",,,,,,,,,,,,,,
django,1382,closed,reopened,2013-07-29 18:44:00,507.8,1,2,1,,,,,,,,,,,,,,,,,,
django,1382,closed,4,2013-07-20 19:34:27,857.23,,,1,"b'b"" Conceptually this looks good to me. I\'m happy with the restriction that field holders have to be Forms (or similar). I\'d rather avoid introducing a new object it makes sense to me that you can take one form and combine it with another to get a new form. It might be nice to see a few more complex hierarchies in the tests to ensure that everything is working. Then we should just need some documentation work.""'",,,,,,,,,,,,,,,,,
django,1382,closed,5,2013-07-20 19:34:27,399.87,,1,,"b'b"" To summarize what\'s still needed:Docs in the release notesLeave as is and deprecate it (Django won\'t use it anymore"," but let\'s give others a time to update their code)Restore the unneeded renaming of the other classes.""'",,,,,,,,,,,,,,,,
django,1382,closed,6,2013-07-20 19:34:27,217.77,,1,,"b""b' This last commit deals with fields shadowing the same way Python would for standard attribute shadowing. I consider this patch RFC.'""",,,,,,,,,,,,,,,,,
django,1382,closed,7,2013-07-20 19:34:27,520.25,,1,,"b""b' Rebased to resolve conflicts.'""",,,,,,,,,,,,,,,,,
django,1382,closed,8,2013-07-20 19:34:27,598.3,,1,,"b""b' Rebased to latest master.'""",,,,,,,,,,,,,,,,,
django,1382,closed,9,2013-07-20 19:34:27,87.43,,1,,"b""b' @mjtamlyn & @jezdez : Mind giving this a second look so we have another opinion?'""",,,,,,,,,,,,,,,,,
django,1382,closed,10,2013-07-20 19:34:27,1380.3,,1,,"b""b' Rebased again"," another conflict.'""",,,,,,,,,,,,,,,,
django,1382,closed,11,2013-07-20 19:34:27,258.63,,1,,"b""b' Rebased / retested.'""",,,,,,,,,,,,,,,,,
django,1382,closed,closed,2013-10-15 11:22:34,998.57,1,9,2,,,,,,,,,,,,,,,,,,
django,1382,closed,-,-,-,1,9,2,,,,,,,,,,,,,,,,,,
django,1451,closed,opened,2013-08-07 17:25:59,,,,,,,,,,,,,,,,,,,,,,
django,1451,closed,title,2013-08-07 17:25:59,00:00,,1,,"b""b' (updated) added .strip() to username for AuthenticationForm .clean()'""",,,,,,,,,,,,,,,,,
django,1451,closed,body,2013-08-07 17:25:59,00:00,,1,,"b""b' The Authentication form", does not validate the username field," if there are extra spaces at the end or the beginning in the string. Which shouldnt really be the case.'""",,,,,,,,,,,,,,,
django,1451,closed,closed,2013-08-07 17:29:25,3.43,0,2,0,,,,,,,,,,,,,,,,,,
django,1451,closed,reopened,2013-08-07 17:29:29,0.07,0,2,0,,,,,,,,,,,,,,,,,,
django,1451,closed,1,2013-08-07 17:25:59,1245.32,,1,,"b'b"" I think it\'s probably better to subclass the form and customize it if you need to make this change. It\'s seems unlikely", but it\'s possible a custom user model could allow usernames with whitespace. If this were accepted though," it would need tests.""'",,,,,,,,,,,,,,,
django,1451,closed,2,2013-08-07 17:25:59,3.78,,1,,"b""b' The strip() only removes whitespaces from the beginning and ending of the string"," the username field can still contain whitespaces in it.  I ll update the request with tests. '""",,,,,,,,,,,,,,,,
django,1451,closed,3,2013-08-07 17:25:59,7.13,1,,,"b'b"" I know", some sites may allow such usernames. Changing the behavior like this would be backwards incompatible. I\'m not rejecting this outright," but I\'m skeptical of the change given that it seems reasonable for users to properly enter their usernames.""'",,,,,,,,,,,,,,,
django,1451,closed,4,2013-08-07 17:25:59,240.58,1,,,b'b\' This is just trimming of whitespace. One subtle problem related to extra white spaces," in user names is that the space character is ""invisible"" and two consecutive spaces may look very similar to a single space. Errors that arise from entering two instead of one space can be hard to spot and this is one reason to disallow spaces all together. I kinda have seen such issues. \''",,,,,,,,,,,,,,,,
django,1451,closed,5,2013-08-07 17:25:59,1353.13,,1,,"b""b' @bkvirendra Either way"," this pull request will need an accepted ticket first\\xe2\\x80\\xa6'""",,,,,,,,,,,,,,,,
django,1451,closed,6,2013-08-07 17:25:59,50.93,,1,,"b""b' Closing in absence of a ticket.'""",,,,,,,,,,,,,,,,,
django,1451,closed,closed,2013-08-13 17:46:53,17.4,2,6,0,,,,,,,,,,,,,,,,,,
django,1451,closed,-,-,-,2,6,0,,,,,,,,,,,,,,,,,,
django,1613,closed,opened,2013-09-11 04:11:39,,,,,,,,,,,,,,,,,,,,,,
django,1613,closed,title,2013-09-11 04:11:39,00:00,,1,,"b""b' #unsetting: base  file for removing settings dependencies'""",,,,,,,,,,,,,,,,,
django,1613,closed,body,2013-09-11 04:11:39,00:00,,,1,"b""b' an incremental approach to remove settings dependencies This will follow up with two other pull requests which depend on this one.  This is the base.  the others depend on this one.  Those respectively begin an approach to remove dependencies to  with a decorator. is a straightforward example of using @uses_settings which is in here.  The other makes  independent and is another canonical example of using @uses_settings() decorator which includes decorated class methods", etc. This is the result of the djangocon sprint with help and work from Justin Holmes," Adrian and Jacob.  Thanks everyone!'""",,,,,,,,,,,,,,,
django,1613,closed,1,2013-09-11 04:11:39,601.02,,1,,"b'b"" Could you open a ticket for this? I assume there is further work to do? In particular I don\'t see any documentation -is intended to be a public API?""'",,,,,,,,,,,,,,,,,
django,1613,closed,2,2013-09-11 04:11:39,287.23,,1,,"b'b"" @timgraham : We inquired about opening a ticket at the sprints.  @adrianholovaty advised us to instead start using the #unsetting hash tag and open micro-tickets for each issue. However", you\'re right: We do definitely at least need documentation for uses_settings.  Although it is intended to be a public API," we\'re hoping that it has a relatively short lifespan leading to deprecation in favor of a state of general sanity surrounding settings.""'",,,,,,,,,,,,,,,
django,1613,closed,3,2013-09-11 04:11:39,43.67,,,1,"b'b"" Thanks"," @schuyler1d -I\'ll take a look at this.""'",,,,,,,,,,,,,,,,
django,1613,closed,4,2013-09-11 04:11:39,1283.6,,,1,"b""b' I have never been so excited about a pull request.  I am clicking refresh every half hour.  :-)'""",,,,,,,,,,,,,,,,,
django,1613,closed,closed,2013-09-14 05:20:42,69.05,0,3,3,,,,,,,,,,,,,,,,,,
django,1613,closed,reopened,2013-09-14 05:43:01,22.32,0,3,3,,,,,,,,,,,,,,,,,,
django,1613,closed,5,2013-09-11 04:11:39,764.22,,,1,"b'b"" I put in some documentation.  I kept the feature pull requests separate so evaluating those could be independent from the core or the unsetting of each component -the whole point here is to make it incremental.  That said", the core mail pull request seems like it would make a good first contender:url Email is rarely on a fast-path and it\'s a nice api, that we could use outside of web framework contexts. I think it would be too early to recommend as a public api," but I could see it coming in handy for people wanting to clean up their own .""'",,,,,,,,,,,,,,
django,1613,closed,6,2013-09-11 04:11:39,648.88,,1,,"b'b"" I don\'t think this has been discussed with the community at large. If this effort is still active"," I would recommend bringing it up on django-developers.""'",,,,,,,,,,,,,,,,
django,1613,closed,7,2013-09-11 04:11:39,2.6,,1,,"b'b\' Agreed. We have been trying to put together the time to meaningfully engagethe community about ""unsetting"" soon.On Feb 2", 2014 11:41 AM,"Aymeric Augustin"" notifications@wrote:\''
django	1613	closed	8	timgraham	2013-09-11 04:11:39	146.3			+1	b'b"" Until the discussion happens, I\'m going to close these PRs so they don\'t show up in the review queue. We can reopen or create new ones when the time is right, thanks!""'
django	1613	closed	closed	 - 	2014-02-07 19:09:10	806.15	0	5	5
django	1613	closed	-	-	-	-	0	5	5
django	1638	closed	opened	Sc00bz	2013-09-17 23:15:51
django	1638	closed	title	Sc00bz	2013-09-17 23:15:51	00:00		+1		b""b' Fixed #21253 -PBKDF2 with cached HMAC key'",,,,,,,,,,,,,,,
django,1638,closed,body,2013-09-17 23:15:51,00:00,1,,,"b'b"" This gives a 2x speed increase and removes the ability to DoS with large passwords. Sorry this is my hello world for Python"," and I don\'t even know how to run it. It probably works but you should test it. url ""'",,,,,,,,,,,,,,,,
django,1638,closed,1,2013-09-17 23:15:51,485.52,,,1,"b""b' Hi @Sc00bz", thank you for you pull request," we are already aware of this. For the next time please report security sensitive stuff to security@ like outlined in url '""",,,,,,,,,,,,,,,
django,1638,closed,closed,2013-09-18 07:21:22,485.52,1,1,1,,,,,,,,,,,,,,,,,,
