REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,opened,2011-09-17 18:55:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,title,2011-09-17 18:55:48,00:00,,1,,"b""b' some way to subscribe to changes to keys'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,body,2011-09-17 18:55:48,00:00,1,,,"b""b' Hi", I apologize if this feature already exists, but I would like to request having a way to snoop changes to keys.  So a user would subscribe to a key, for example key foo. When anybody else performs a set command on foo, all subscribers get the new value of foo.  Please let me know if this is possible, this would be a killer feature for users like me.  Best," Matt'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,83,closed,1,2011-09-17 18:55:48,1283.7,,1,,b'b\' Hello, this is something we want to implement, even if I never thought that the system would publish the new value of the key, but the operation performed on the key instead. To quote what I wrote about that in the mailing list recently.So we should have that new GETEVENTS, and possibly PGETVENTS to subscribe to patterns.This would publish in channels named like .. The published event could be the command name in many cases. For instance if I subscribe, using GETEVENTS," to  I would receive a message with the name of the comment every time  is modified. So if another client does SET foo BAR I\\\'ll receive ""set"". This we I can subscribe to the whole keyspace with PGETEVENTS ops.* Another thing I would implement is expire.\\\\* that will receive a message every time a key expires. So everything in this respect is currently pretty fluid. I want to think about it more", design it in the best way, and later implement it. But we\\\'ll get it soon or later, just it is not the right time to implement it right now as we have very big priorities currently. Cheers,Salvatore\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,closed,2011-10-18 01:13:19,919.92,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,reopened,2011-10-18 01:14:06,0.78,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,3,2011-10-17 09:53:24,268.52,,1,,"b""b' I use redis 2.2 before\\xef\\xbc\\x8cwithout this problem'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,4,2011-10-17 09:53:24,237.87,,1,,"b""b' Your  compilation environment is?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,5,2011-10-17 09:53:24,0.03,,1,,"b'b"" on Ubuntu 10.10 (both Server and Desktop editions) \'make && make install\' for redis-2.4.1 works w/o any problems""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,6,2011-10-17 09:53:24,33.57,,1,,"b""b' There is probably an option missing or perhaps the user is trying to build a 32 bits versions with the wrong options.Looking at the header files", we have unions like: If it happens that neither __BYTE_ORDER, neither __LITTLE_ENDIAN, neither __BIG_ENDIAN are defined,then the duplicate member error will occur. Can the user post the compilation options, run make with V=1 and post the command lines generated by the Makefile? Regards,"Didier.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,7,2011-10-17 09:53:24,6.13,,,1,"b""b' No reply after 11 days and no mention of this bug from other users. It is 99.99% a problem with the build environment of the user"," so closing and reopening only if there is evidence that it is a real bug. Thanks everybody for the help on that.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,closed,2011-10-31 10:19:26,545.33,0,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,8,2011-10-17 09:53:24,30.03,,1,,"b""b' I believe I have the same problem with redis 2.4.2 The system is Linux 2.6.32-32-server #62-Ubuntu SMP x86_64 . make 32bit fails with the same error. The problem does not occur with redis 2-2.15. Is there anything else I can provide to help debug this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,9,2011-10-17 09:53:24,953.27,,1,,"b""b' I tried to modify the headers in /", and source of redis 2.4, both failed.  T_TFinally I gave up," and used old version 2.2.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,10,2011-10-17 09:53:24,1110.08,1,,,"b'b"" Just got this trying to build Redis 2.4.7 on a CentOS 5.7 server (and the same server back when it was CentOS 5.3). For some reason __LITTLE_ENDIAN", __BIG_ENDIAN, and __BYTE_ORDER are undefined despite being in endian.h, so those members get defined twice. Redis 2.4.6 gave the same result. Redis 2.2 had no problems. Another server is also CentOS 5.7 and had no problems with Redis 2.4.6. Now I\'ve tried to rebuild it from source," and it gives this error. This is very strange.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,11,2011-10-17 09:53:24,1136.63,,1,,"b'b"" Okay", on a hunch I tried make as root which worked. This meant it was likely to be an environment variable. Sure enough, I had: The actual value was: After unsetting this, Redis 2.4.7 built just fine. That still seems strange though. This is the first time I\'ve ever had a problem despite building a lot of stuff from source," and only Redis 2.4.x had issues.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,12,2011-10-17 09:53:24,1356.63,,,1,b'b\' Scott: thanks for the investigation," please could you try to understand what happens exactly? I.e. if there is under ""include"" a file that takes priority and gets included instead of a legit file from the system. I downloaded libevent and checked inside the distribution but can\\\'t find any collision", however I\\\'m unable to reproduce the issue so it may be simpler in your case.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,13,2011-10-17 09:53:24,1420.88,1,,,"b'b"" I took another look since I can reproduce it consistently", and found the explanation. The key is that first \':\' in the CPATH above. The gcc docs on CPATH state:That\'s rather unexpected and annoying behaviour of gcc, because it\'s pretty common to build path lists by appending to the previous path value. So the next question is, which include file is being mistakenly picked up from the redis src directory? That would be endian.h of course. :) redis-2.4.7/ overrides / if CPATH includes an empty path. Redis 2.2 didn\'t have this file," and that\'s why it had no problems.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,14,2011-10-17 09:53:24,1430.17,,,1,"b""b' @ScottKevill thank you a ton. What about if we rename endian.[ch] in Redis to a different name? Better to prevent such an issue in the future.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,15,2011-10-17 09:53:24,113.7,,1,,"b'b"" No problem. Yeah", that should fix it. Let me know what you decide on and I\'ll do a test here just to make sure. (Although it\'s probably easy for you to reproduce now.) Even though it\'s not really the fault of redis," it will save some angst for people.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,16,2011-10-17 09:53:24,294.25,,,1,"b""b' Thank you Scott", this was fixed into the unstable branch. I did not reproduced the issue actually," but I tested that after the renaming everything is fine as usually in my systems and in the testing environment.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,17,2011-10-17 09:53:24,458.5,,,1,"b""b' Sounds good to me. :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,143,closed,-,-,-,2,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,opened,2011-11-13 02:54:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,title,2011-11-13 02:54:10,00:00,,1,,"b""b' zipmap zmlen is too short'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,body,2011-11-13 02:54:10,00:00,1,,,b'b\' hi antirez:  you know, many case use zipmap data structure shorten the memory usage,"  i saw configuration like ""hash_max_zipmap_entries = 1000"" many times.  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,1,2011-11-13 02:54:10,358.92,,1,,"b""b' Hi hoterran", is this a bug you really noticed into the wild or just a supposition?Because it works this way: if there are ZIPMAP_BIGLEN entries or more," everything will still work but the length will be computed scanning the zipmap instead of just returning the length byte at the start of it. Basically it is a  tradeoff inside a  tradeoff ;)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,2,2011-11-13 02:54:10,208.92,1,,,"b""b' Not a bug. not a supposition", result is correct, but efficiency is bad. many guy set  hash_max_zipmap_entries = 1000,  you can see here  url  so i think only 253 members is not enough," two bytes(254\\\\* 254 ) for zmlen can fit any case '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,3,2011-11-13 02:54:10,47.6,1,,,b'b\' The problem is that we could simply do, in order to avoid the two bytes overhead even for small entries, to just use a 4 or 2 bytes int after the first byte if it is set to BIGLEN, but this will break compatibility with old RDB files, since the zipmaps are directly exposed into the RDB file, so changing this would require breaking compatibility with old RDB files. This is possible with Redis 3.0, however I wonder if you actually profiled this problem and know how big a difference it is able to do. I\\\'m benchmarking it right now to see how much overhead it adds, even if probably it will be very sensible. The thing is that when we designed zipmap the intended usage was for hashes with a few entires," now instead users are ""abusing"" it for a good reason: to save memory. So in some way the requirements changed a bit and now I would also like to have two bytes. But better to benchmark before going further about this. Thanks for submitting the issue.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,4,2011-11-13 02:54:10,9.18,1,,,"b'b"" Ok just benchmarked", you definitely have a point and it would greatly help to have two bytes length. We\'ll fix this for 3.0, before 3.0 it is not a good idea to break the RDB file in a non backward compatible way, and fixing this ensuring the backward compatibility will make the code very dirty... so I guess we\'ll need to provide some sort of conversion tool or alike. Need to think more on that," but feature request accepted.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,5,2011-11-13 02:54:10,3.43,1,,,"b""b' Btw more info about my benchmarks: going from 250 elements zipmap to 270 makes inserts (HSET) 30% slower from the point of view of the client more or less"," and a new function appears in the profiler taking 18% of the CPU time (the zipmapLen function indeed). With a zipmaps with more elements like 2048 this will be much more worse.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,6,2011-11-13 02:54:10,35.63,1,,,"b'b"" abusing? I am chinese guy", in china, the most popular sns(like twitter) is  200+ physical machines(96G mem) for redis are online. For shorten memory usage, they use zipmap store the feeds and user profile,  then found the cpu\'s utilization is higher than normal,"  this issue possible is one of root causes.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,7,2011-11-13 02:54:10,4.2,,1,,"b""b' i known what you means"," you are diligent.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,closed,2011-11-13 14:02:05,667.92,6,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,8,2011-11-13 02:54:10,7.47,,,1,"b'b"" Hoterran: thanks for the info", I can provide them with a patched version if they want, even one that is backward compatible with the old RDB so that they can easily switch. In short if there is a big user with this issue I can handle it ASAP and in the best way without waiting for 3.0, but making sure this will enter 2.6. p.s. reopening the issue since it will be closed only when the fix will enter the code base.. maybe I found a backward compatible way for handling that... I\'ll keep you posted via this issue. Cheers,"Salvatore""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,reopened,2011-11-13 14:09:34,7.48,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,9,2011-11-13 02:54:10,2.95,,1,,"b'b"" wah...i will retweet the info to weibo\'s guy"," possible they will find you.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,10,2011-11-13 02:54:10,58.32,,,1,"b""b' Thanks hoterran", I just found an interesting fact: first byte of a zipmap is between 0 and 254. 255 is a special value reserved for END of zipmap.But END can never happen to be the first byte. So if first byte is 255 we know that a two bytes count follows. This way we extended the zipmap in a way that is completely backward compatible. Note: if the first byte is 254 we still perform the full scan, as this was the older version.The new version will always switch to first byte 255 + two bytes for any zipmap with more than 253 entries. I think this should fix all our problem in a backward compatible way," so this is guaranteed to enter Redis 2.6.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,11,2011-11-13 02:54:10,625.87,,,1,"b'b"" Thanks a lot for the great work ! We set hash-max-zip-size to 256 first and then change to 512 for saving more memory ", it then cost noticeable higher cpu time . We are suffering that for a long time . ps. 256 is not a good choice ," but we didn\'t notice that . Thanks again !""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,12,2011-11-13 02:54:10,232.27,1,,,"b""b' @antirez i will focus this fix","  ps : tangfl is  core developer.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,13,2011-11-13 02:54:10,223.57,,,1,b'b\' @tangfi, @hoterran: thanks, I\\\'m already working on that, will be shipped with 2.6 for sure in a way that is backward compatible, that is," it will be possible to read old 2.4 DBs with 2.6 without issues (but not the contrary!). The problem was caused by the fact that when designing the zipmap API our idea was that the ""full scan"" was only going to be useful when calling HLEN", but instead the final code needed to promote zipmaps to real hash tables once the given number of elements is reached, so basically HSET suffers from the same problem as well, and even loading the database needs to perform this check many times in particular conditions. While I\\\'m at it I\\\'ll try to profile zipmaps better in different contexts so that if it is possible I\\\'ll add more optimizations for the special form of zipmaps where the first byte is 0xff. Cheers,Salvatore \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,14,2011-11-13 02:54:10,440.62,1,,,"b'b"" Quick note: we once had plans to make hashes use the ziplist instead of the current zipmap. The difference is that ziplists are used for lists and sorted sets as well", thus are battle tested, and that they provide efficient integer storage. This in turn allows to do in-place HINCRBY, instead of reallocating when the value needs another decimal. I\'m mentioning this because it is relevant to this discussion," not because I have implemented or am going to implement it before discussing it.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,15,2011-11-13 02:54:10,17.17,,,1,"b""b' Pieter: I thought about that but I wonder if there is a way to get backward compatible using ziplists. A way would be the following:Add a new type for RDB that is HASH_ZIPLISTWhen loading the DB", if HASH_ZIPMAP is encountered, convert it on the fly to a ziplist and change the encoding. So we would take the old zipmap implementation inside Redis only to perform zipmap -I like that route, and I think it is a very good idea to have just ziplists: they are better in almost any way AFAIK," and unification always rocks. Makes sense to you? Thanks for your always great contribution to the discussion :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,16,2011-11-13 02:54:10,3.97,1,,,"b'b"" Yes", sounds good. I\'ll put this on my TODO for this week ;-) The ziplist implementation doesn\'t suffer from this particular limit, since it uses a to store the length. The rationale here is that it becomes infeasible to use a ziplist once it contains more than 2**16 elements. But, when it does," it uses a linear search to determine the length (just as the zipmap).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,17,2011-11-13 02:54:10,8.28,,,1,"b'b"" Pieter: thanks a lot for adding this in your TODO list! I secretly hoped about that ;) So I\'m not touching this at all"," please ping me once you have a topic branch to merge.Thanks again! Setting the milestone to Redis 2.6 since the solution should be completely backward compatible. Salvatore""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,18,2011-11-13 02:54:10,935.43,,,1,"b'b"" Closing because this was fixed merging Pieter\'s pull request. Thanks.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,closed,2012-03-20 08:37:57,1108.38,9,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,188,closed,-,-,-,9,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,opened,2012-02-17 11:47:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,title,2012-02-17 11:47:24,00:00,,1,,"b""b' Compilation error on OS X"," caused by bundled hiredis'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,body,2012-02-17 11:47:24,00:00,,1,,"b'b"" I\'m getting a problem when trying to install redis with homebrew. I\'m using OS X 10.7.3 and XCode 4.3 (gcc 4.2.1). The error occurs when compiling hiredis (bundled in deps). The output is here: url  This is the same problem described here: url  I\'ve fix referenced in the above hiredis issue url  does fix the issue"," but is not included in the hiredis that\'s bundled in deps. Updating the bundled hiredis version should resolve this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,1,2012-02-17 11:47:24,62.07,,1,,"b'b"" Managed to install by passing to homebrew. Seems like it\'s just clang that doesn\'t work. Not sure what the stance is on supporting clang"," so closing for now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,closed,2012-02-17 12:49:28,62.07,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,2,2012-02-17 11:47:24,221.45,,1,,"b""b' Anecdotally"," I believe this is currently the only thing blocking all of redis from compiling with clang 3.x.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,3,2012-02-17 11:47:24,7.85,,1,,"b""b' This should get re-opened until the fixes are pulled into the main repo. The Homebrew issue tracker has already received two reports since Xcode 4.3 came out: #10299 and #10305. The issue has also been mentioned in a few other reports.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,reopened,2012-02-18 16:50:20,240.87,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,4,2012-02-17 11:47:24,178.92,,,1,"b'b"" Hello", I updated Redis unstable with the latest hiredis," please could you verify that now it builds without problems? I\'m trying to verify but there is a 2GB download between me and the ability to try this... ;) Thanks.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,5,2012-02-17 11:47:24,2.62,,,1,"b""b' Works great for me thanks Salvatore!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,closed,2012-02-19 19:40:18,169.97,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,6,2012-02-17 11:47:24,26.27,1,,,b'b\' @antirez For Xcode 4.3, the command line tools," compilers and custom headers are available as a separate download that clocks in at ~163 MB available from url  as ""Command Line Tools for Xcode"" Mad props to Kenneth Reitz for making this happen: url  \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,7,2012-02-17 11:47:24,845.13,,1,,"b""b' See 1e62ec70326af16be5feacc257f176f6beaf5a5e. I felt Redis was important enough to commit a workaround for now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,8,2012-02-17 11:47:24,846.57,,,1,"b""b' I think this should be fixed now"," both on 2.4 and unstable branch. Could you confirm please? Thank you.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,9,2012-02-17 11:47:24,868.48,,1,,"b'b"" p.s. there is a failing test in 2.4 when compiling with clang"," I\'ll fix it today.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,338,closed,-,-,-,1,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,350,closed,opened,2012-02-22 21:28:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,350,closed,title,2012-02-22 21:28:31,00:00,,1,,"b""b' test failure in 2.4.8'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
redis,350,closed,body,2012-02-22 21:28:31,00:00,,1,,"b'b"" I don\'t know if this is an issue or not"," but redis 2.4.8 fails one test:**\\\\* [err]: Protocol desync regression test #2 in uname -a                                                    1:26 12-02-23Linux  3.0.0-12-server #20-Ubuntu SMP Fri Oct 7 16:36:30 UTC 2011 x86_64 x86_64 x86_64 ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
