REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,947,closed,title,2012-12-15 13:43:31,00:00,,1,,"b""b' 2.1: allow cross-versioned akka-kernel deps for dist task to work"," see #2807'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,947,closed,1,2012-12-15 13:43:31,70.63,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,947,closed,2,2012-12-15 13:43:31,2.0,,1,,"b""b' jenkins job akka-pr-validator: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,947,closed,3,2012-12-15 13:43:31,89.73,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,947,closed,4,2012-12-15 13:43:31,1008.98,,1,,"b""b' LGTM'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,947,closed,5,2012-12-15 13:43:31,6.63,,1,,"b""b' :+1:'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,947,closed,closed,2012-12-17 10:24:23,1240.87,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,947,closed,reopened,2012-12-17 10:29:25,5.03,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,947,closed,closed,2012-12-17 10:29:33,0.13,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,947,closed,-,-,-,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,opened,2013-01-03 14:09:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,title,2013-01-03 14:09:36,00:00,,1,,"b""b' Added setIssueHandshake() to enable auto-handshake #2388'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,body,2013-01-03 14:09:36,00:00,1,,,"b'b\' Attempt to fix the failed SSL tests.  Netty docs says that ""You must make sure not to write a message while the handshake is in progress unless you are renegotiating. You will be notified by the ChannelFuture which is returned by the handshake() method when the handshake process succeeds or fails."" And ""If isIssueHandshake() is false (default) you will need to take care of calling handshake() by your own. In most situations were SslHandler is used in \\\'client mode\\\' you want to issue a handshake once the connection was established. if setIssueHandshake(boolean) is set to true you don\\\'t need to worry about this as the SslHandler will take care of it.""\''",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,1,2013-01-03 14:09:36,12.05,,1,,"b""b' Closing for now"," as setIssueHandshake() does not solve the issue directly.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,closed,2013-01-03 14:21:39,12.05,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,2,2013-01-03 14:09:36,11.03,,1,,"b""b' Checked the netty code", and setIssueHandshake should do the trick: Writes should be buffered still," but that is handled by the remoting code. We should give it a try I think.'""",,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,reopened,2013-01-03 14:32:44,11.08,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,3,2013-01-03 14:09:36,1.82,,,1,"b'b"" No", you can\'t assume that !isSuccess == failure," you\'re forgetting cancellation""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,4,2013-01-03 14:09:36,2.48,,1,,"b'b"" Hmm", it\'s their code," so I can\'t fix it... Then I have to do this manually.""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,5,2013-01-03 14:09:36,21.43,,1,,"b'b"" If they don\'t cancel the future"," can isCancelled be true?""'",,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,6,2013-01-03 14:09:36,4.55,,1,,"b'b"" How do you know if they\'re ever going to cancel it?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,7,2013-01-03 14:09:36,1.08,,,1,"b'b"" Then it\'s their bug :) The code I pasted is from SslHandler.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,8,2013-01-03 14:09:36,5.23,,1,,"b""b' apart from the style comments"," LGTM'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,9,2013-01-03 14:09:36,3.62,,1,,"b""b' LGTM"," in the @patriknw sense'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,10,2013-01-03 14:09:36,72.32,,1,,"b""b' LGTM PLS REBUILD ALL'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,11,2013-01-03 14:09:36,79.83,,1,,"b""b' Is the kitteh dead or something?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,12,2013-01-03 14:09:36,37.43,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,13,2013-01-03 14:09:36,2.0,,1,,"b""b' jenkins job akka-pr-validator: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,closed,2013-01-04 09:24:27,1131.72,1,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,994,closed,-,-,-,1,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,opened,2013-01-24 14:57:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,title,2013-01-24 14:57:39,00:00,,1,,"b""b' introduce WriteFile to send a file to the network without having to read it into a userland buffer"," see #2896'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,body,2013-01-24 14:57:39,00:00,1,,,"b'b"" Here\'s a proposal how zero-copy file sending could be handled. Notes / open questions:How to address a file? currently uses the file path. This could be a possible security leak when something manages to send a message to the connection actor (of course there are all kinds of security leaks if something manages to send messages around but this seems particularly easy). Before just had a parameter which", of course," isn\'t serializable. The question is if you should be able to use if you aren\'t on the local machine. A problem is that (or linux  ) may block on file IO when the network is faster than the disk. I\'m currently using a single pinned dispatcher to schedule all of the IO operations on. It would probably make sense to have more than one thread executing file IO or in the best case a number IO threads per disk which isn\'t easy to achieve. As an aside: Getting around synchronous disk IO on Linux seems to be quite hard. The support in the kernel for asynchronous disk IO on Linux is still lacking. The biggest problem probably seems to be that aio only works on files opened with O_DIRECT circumventing buffering (e.g. see url ""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,1,2013-01-24 14:57:39,801.6,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,2,2013-01-24 14:57:39,43.02,1,,,"b""b' jenkins job akka-pr-validator: Failed url ![sad kitty]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,3,2013-01-24 14:57:39,145.43,,1,,"b""b' closing of connections seems broken by this patch'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,4,2013-01-24 14:57:39,254.55,,1,,"b""b' PLS REBUILD ALL'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,5,2013-01-24 14:57:39,44.4,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,6,2013-01-24 14:57:39,2.0,1,,,"b""b' jenkins job akka-pr-validator: Failed url ![sad kitty]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,7,2013-01-24 14:57:39,74.58,,,1,"b""b' Thinking about the security implications", there is no precedent for anything being secure at the moment: each actor can send whatever to every other. So I tend to think sending the filename would probably be fine. The configurable dispatcher to run the actual sending on is one way to do it," another could be to wrap the call in  . Right now the PR does not merge cleanly anymore.'""",,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,8,2013-01-24 14:57:39,1261.98,,1,,"b""b' Status here?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,9,2013-01-24 14:57:39,6.25,,1,,"b""b' I had no time yet to look over it again and make it merge cleanly again and fix the remaining issues. I will try to get it done this week.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,10,2013-01-24 14:57:39,89.77,,1,,"b'b"" I\'ll have to recreate the pull request to target the right branch.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,closed,2013-04-09 12:21:14,1283.58,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,reopened,2013-04-09 12:42:33,21.32,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,closed,2013-04-09 12:42:42,0.15,3,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,11,2013-01-24 14:57:39,23.38,,1,,"b""b' Superseded by #1321'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,12,2013-01-24 14:57:39,64.63,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,13,2013-01-24 14:57:39,66.93,1,,,"b""b' jenkins job akka-pr-validator: Failed url ![sad kitty]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1061,closed,-,-,-,4,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,opened,2013-01-28 15:01:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,title,2013-01-28 15:01:26,00:00,,1,,"b""b' Increase remoting  timeouts"," see #2954'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,1,2013-01-28 15:01:26,6.33,,1,,"b""b' If you are sure this is the problem"," then LGTM'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,2,2013-01-28 15:01:26,9.38,,1,,"b""b' +1'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,3,2013-01-28 15:01:26,26.52,,,1,"b""b' wow"," more than five seconds? do we know where the time is spent?'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,4,2013-01-28 15:01:26,116.77,1,,,"b'b"" I\'m not sure. Do you think 5 seconds is beyond all doubt a safe timeout for starting netty?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,5,2013-01-28 15:01:26,192.98,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,6,2013-01-28 15:01:26,3.18,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,7,2013-01-28 15:01:26,2.83,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,8,2013-01-28 15:01:26,33.07,1,,,"b""b' jenkins job akka-pr-validator: Failed url ![sad kitty]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,9,2013-01-28 15:01:26,3.93,1,,,"b""b' jenkins job akka-pr-validator: Failed url ![sad kitty]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,10,2013-01-28 15:01:26,268.02,,1,,"b""b' I can only say that it is mostly instantaneous for me in the REPL; starting a thread pool and binding to a port should not take many seconds. Have we seen this more than once? Maybe it should only be changed for the MultiJVM tests? Ciao", Roland On 28 jan 2013, at 18:40," Patrik Nordwall notifications@ wrote:'""",,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,11,2013-01-28 15:01:26,40.58,,,1,"b""b' Do we know why it is taking over 5 seconds to start? Is it just because the test server is loaded? (And: Roland"," why are you awake?!)'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,12,2013-01-28 15:01:26,302.2,,1,,"b'b"" Closing without merging as we don\'t want to change the startup timeout based on one single data point.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,closed,2013-01-29 07:47:19,1005.88,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,13,2013-01-28 15:01:26,299.37,,1,,"b'b"" We now have more data points and they\'re all on the slow jenkins instance.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,reopened,2013-02-01 12:46:37,299.3,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,closed,2013-02-01 12:48:00,1.38,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1079,closed,-,-,-,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13004,closed,opened,2013-02-01 18:28:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13004,closed,title,2013-02-01 18:28:31,00:00,,1,,"b""b' TailChoppingRouter'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13004,closed,body,2013-02-01 18:28:31,00:00,1,,,"b'b\' imported from url  _""In Dean\\xe2\\x80\\x99s experiments", BigTable\\xe2\\x80\\x99s 99.9th percentile latency dropped to 50ms when he sent out a second," redundant request if the initial request hadn\\xe2\\x80\\x99t come back in 10ms\\xe2\\x80\\x94a 40x improvement.""_ url  So the idea is to have a router that:Routes a message to one routee at first.If it hasn\\\'t received a reply in time _x_ then route the message to a second routee.Reply with the first result received; discard any redundant replies. This should have lower resource use than a ScatterGatherFirstCompletedRouter but would still serve to reduce variance in most cases. It might also be possible to generalise the ScatterGatherFirstCompletedRouter to support this use case.\''",,,,,,,,,,,,,,,,,,,,,,,,
akka,13004,closed,1,2013-02-01 18:28:31,1338.18,,,1,"b'b"" Hi", I have question to this issue.Should it send third (and forth, and so on) message to next routee if previous didn\'t respond in specified time, or just two (first, interval, second)?And, would it be fine if draft will implement new router, and during review processes we could improve the solution (by trying to generalize ScatterGather...," etc.)""'",,,,,,,,,,,,,,,,,,
akka,13004,closed,2,2013-02-01 18:28:31,41.77,,,1,"b'b"" Yes", I think that sounds good. Send to  , set timeout, if no response, send to set same timeout, if no response, send to  ... and so on. Should go in circles. Log warnings if it goes on in circles for too long Yes an initial impl is OK," we\'ll discuss more in your pull request then""'",,,,,,,,,,,,,,,,,,,
akka,13004,closed,3,2013-02-01 18:28:31,1040.92,,1,,"b'b"" Resolved by @kjanosz in url  (master -I\'ll backport to release-2.3""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13004,closed,closed,2014-07-30 10:49:23,980.87,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13004,closed,reopened,2014-07-30 11:01:13,11.83,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13004,closed,closed,2014-07-30 12:25:05,83.87,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13004,closed,-,-,-,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,opened,2013-02-28 12:06:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,title,2013-02-28 12:06:17,00:00,1,,,"b""b' Back off if another thread has processed all messages for this actor. See #3064'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,1,2013-02-28 12:06:17,40.27,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,2,2013-02-28 12:06:17,43.02,,1,,"b""b' jenkins job akka-pr-validator: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,3,2013-02-28 12:06:17,76.63,,1,,"b""b' Updated with a new take on the problem. If this actors mailboxes are empty when we try to get the lock"," then we can back off since someone else has picked them up and processed them.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,4,2013-02-28 12:06:17,19.67,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,5,2013-02-28 12:06:17,40.1,,1,,"b""b' Returns removed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,6,2013-02-28 12:06:17,2.93,1,,,"b""b' jenkins job akka-pr-validator: Failed url ![sad kitty]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,7,2013-02-28 12:06:17,1.98,1,,,"b'b"" That\'s weird. Out of diskspace on the jenkins? Alert ops-related?""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,8,2013-02-28 12:06:17,88.65,,1,,"b""b' Nope"," not out of disk space max 60% used on any volume. Seems like a2 lost the mapping to or some maybe some credential glitch. Will restart the jenkins slave.'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,9,2013-02-28 12:06:17,1.37,,1,,"b""b' PLS REBUILD ALL'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,10,2013-02-28 12:06:17,30.07,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,11,2013-02-28 12:06:17,43.02,1,,,"b""b' jenkins job akka-pr-validator: Failed url ![sad kitty]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,12,2013-02-28 12:06:17,325.22,,,1,"b""b' Very interesting failure'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,13,2013-02-28 12:06:17,433.7,,,1,"b""b' Very interesting failures indeed.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,14,2013-02-28 12:06:17,78.37,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,15,2013-02-28 12:06:17,43.03,1,,,"b""b' jenkins job akka-pr-validator: Failed url ![sad kitty]url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,16,2013-02-28 12:06:17,55.9,,1,,"b""b' This is not ready for review. Closing.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,closed,2013-03-01 10:10:12,1323.92,5,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,reopened,2013-03-01 11:28:08,77.93,5,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,17,2013-02-28 12:06:17,120.72,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,18,2013-02-28 12:06:17,43.03,,1,,"b""b' jenkins job akka-pr-validator: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,19,2013-02-28 12:06:17,37.12,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,20,2013-02-28 12:06:17,7.05,,1,,"b""b' Cleaned up and rebased.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,21,2013-02-28 12:06:17,35.98,,1,,"b""b' jenkins job akka-pr-validator: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,22,2013-02-28 12:06:17,11.3,,,1,"b""b' Great job! This is a really nice improvement!'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,23,2013-02-28 12:06:17,1124.23,,,1,"b""b' Any more comments? Good to merge after fixing Rolands comment?'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,24,2013-02-28 12:06:17,81.05,,1,,"b""b' LGTM"," only style comments'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,25,2013-02-28 12:06:17,156.37,,1,,"b""b' Fixed and squashed. Waiting for validation.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,26,2013-02-28 12:06:17,4.1,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,27,2013-02-28 12:06:17,2.0,,1,,"b""b' jenkins job akka-pr-validator: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,28,2013-02-28 12:06:17,78.62,,1,,"b""b' LGTM'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,closed,2013-03-06 14:41:52,193.73,5,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1214,closed,-,-,-,5,20,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13113,closed,opened,2013-02-28 13:33:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13113,closed,title,2013-02-28 13:33:27,00:00,,1,,"b""b' Rethink the CallingThreadDispatcher'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13113,closed,body,2013-02-28 13:33:27,00:00,,1,,"b""b' imported from url  We need to define the semantics of the CallingThreadDispatcher and decide on a possible rewrite'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13113,closed,1,2013-02-28 13:33:27,12.4,,1,,"b""b' What does this mean? What is wrong with it? Will close in the next ticket cleaning round if it does not get comments ;-)'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13113,closed,2,2013-02-28 13:33:27,7.67,,1,,"b'b"" I don\'t know about the original ticket", but I think we should consider removing TestActorRef. We see a lot of user problems with it," and there is almost always a better way to test.""'",,,,,,,,,,,,,,,,,,,,,,,,
akka,13113,closed,3,2013-02-28 13:33:27,1.88,,1,,"b'b"" It\'s an old ticket. It should probably be closed. Seems like I filed it before I did the hopefully last rewrite of the and logic.""'",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13113,closed,closed,2014-05-30 13:55:24,21.95,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13113,closed,reopened,2014-05-30 13:55:42,0.3,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13113,closed,closed,2014-05-30 20:07:50,372.13,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,13113,closed,-,-,-,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,opened,2013-04-19 09:41:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,title,2013-04-19 09:41:48,00:00,,1,,"b""b' Hooked in quarantining'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,1,2013-04-19 09:41:48,32.0,,1,,"b""b' apart for some minor adjustments to the config: LGTM'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,2,2013-04-19 09:41:48,15.47,,1,,"b""b' :+1: '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,3,2013-04-19 09:41:48,4.6,,1,,"b""b' Updated'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,4,2013-04-19 09:41:48,11.0,,1,,"b""b' PLS REBUILD ALL'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,5,2013-04-19 09:41:48,16.53,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,6,2013-04-19 09:41:48,4.82,,1,,"b""b' Started jenkins job akka-pr-validator at url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,7,2013-04-19 09:41:48,2.68,,1,,"b""b' LGTM'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,8,2013-04-19 09:41:48,3.62,,1,,"b""b' LGTM'""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,9,2013-04-19 09:41:48,33.88,,,1,"b""b' Although Kitteh is happy"," there was a bug. I will neeed a second run'""",,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,10,2013-04-19 09:41:48,2.9,,1,,"b""b' jenkins job akka-pr-validator: Success url '""",,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,closed,2013-04-19 12:09:05,147.28,0,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
akka,1352,closed,11,2013-04-19 09:41:48,21.3,,1,,"b""b' There is some unexpected interplay with clustering and it fails in ClusterDeathWatchSpec. Do not merge'""",,,,,,,,,,,,,,,,,,,,,,,,,,
