REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,6,2013-11-12 05:23:53,26.45,,,1,"b""b' Yeah exactly I am uploading files to a web service cross domain. So the only choice is flash. thank you very much jayarjo I came to know what to do now. What is different in these binaries url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,7,2013-11-12 05:23:53,17.32,,1,,"b""b' resolved  #942 '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,closed,2013-11-12 17:25:11,721.3,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,reopened,2013-11-12 17:26:32,1.35,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,8,2013-11-12 05:23:53,2.9,,,1,"b""b' I just used HTML5 and its giving the same error in IE10. Flash is working fine. Question is does HTML5 should work with cross domain upload or not?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,9,2013-11-12 05:23:53,4.55,1,,,"b'b"" You can\'t just upload like that across domains. For flash you must have  on server-side. For html5 you need to send special http header from the server.  Although this is beyond the Plupload competence"," I will probably write a wiki entry about it seems to be confusing point for many. Until then you can familiarize yourself with the concept here: url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,10,2013-11-12 05:23:53,31.8,,,1,"b""b' Thank You @jayarjo it is very useful...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,closed,2013-11-12 18:04:26,37.9,1,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,11,2013-11-12 05:23:53,116.23,,1,,"b""b' Here: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,942,closed,-,-,-,1,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,opened,2013-12-09 09:30:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,title,2013-12-09 09:30:53,00:00,,1,,"b""b' Silverlight and Opera problems'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,body,2013-12-09 09:30:53,00:00,1,,,b'b\' Hello, when I turn off chunking," Silverlight always fails to upload larger file (1GB). It always jumps into Error event with ""http error event"". and -200 error code. Also when chunking is turned off", Opera upload progress behaves absolutely strange. It waits for some longer time, than it begins to show progress but very very slowly and when it is at some 5% it jumps immediatelly to 99% and then it again waits for a long time to finish the upload. Thanks.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,1,2013-12-09 09:30:53,23.75,,1,,"b'b"" Silverlight shouldn\'t work in Opera in general"," since they are not compatible... Can you mention Plupload and Opera versions? And post your config.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,2,2013-12-09 09:30:53,52.48,1,,,"b""b' Thanks for reply", sorry now I see I did not explaine this issue correctly. There are two problems that I detected," not one. I mean that Opera does not work without chunking with html5 runtime and Silverlight does not work for ie >= 10 (I did not tested lower versions yet). Please try this url  to see Silverlight issue. I tried to upload some 1.5 GB file and it just stops on 24% and throws error. Regarding Opera please just try to upload larger file (1-2 GB) on Windows platform for html5 runtime without chunking. I use newest version of Opera for Windows. Thanks a lot.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,closed,2013-12-09 10:47:07,76.23,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,reopened,2013-12-09 10:47:22,0.25,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,3,2013-12-09 09:30:53,90.97,,1,,"b'b"" You shouldn\'t be uploading such big files without chunking. Browsers still do not handle it properly. So always enable chunking if you are planning to upload files that big. But do not include Flash in your runtime list"," since it can\'t chunk big files.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,4,2013-12-09 09:30:53,1.22,,,1,"b""b' Ok thanks. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,closed,2013-12-09 12:19:18,91.93,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,965,closed,-,-,-,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,opened,2013-12-26 13:19:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,title,2013-12-26 13:19:20,00:00,,1,,"b""b' Plupload not working in IE javascript error'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,body,2013-12-26 13:19:20,00:00,,1,,"b""b' Plupload is not working on IE. It is giving me the following error: Webpage error detailsUser Agent:  (compatible; MSIE 7.0; Windows NT 6.1; WOW64; ; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; MS-RTC LM 8; .NET4.0E; InfoPath.3; EIE10;ENUSMCM)Timestamp: Fri"," 20 Dec 2013 14:53:11 UTC URI: ../'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,1,2013-12-26 13:19:20,22.1,,1,,"b'b"" Looks like flash component either doesn\'t exist or is hidden in your case. Could you describe your scenario or perhaps post a code?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,2,2013-12-26 13:19:20,3.5,,1,,"b""b' Flash component exists for sure"," as I am able to upload files for first 1-2 instances and then I get the above javascript error. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,3,2013-12-26 13:19:20,43.93,,1,,"b'b"" I do not have IE7 here at the moment"," but it works properly in IE6. Do you manipulate uploader or it\'s container in anyway? Maybe you\'re hiding it or something.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,4,2013-12-26 13:19:20,1201.45,1,,,"b'b"" Once the below function is called and the  == ", I call a custom function that adds the files to a custom HTML table, but no manipulation of the uploader or container function handleStatus(file) {        var actionClass;        if ( == ) {        actionClass = \'plupload_done\';        uploadComplete(file);        }             ....           } Is there anything wrong in calling a custom function here: Also, I get the following javascript error while working on IE 7+ Webpage error details User Agent:  (compatible; MSIE 8.0; Windows NT 5.1; ; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.3; MS-RTC LM 8; .NET4.0C; .NET4.0E)Timestamp: Mon," 23 Dec 2013 12:04:53 UTC Message: Invalid pointer Line: 15Char: 11368Code: 0URI: ../""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,5,2013-12-26 13:19:20,14.05,,1,,"b'b"" But why would you put your function call into the widget\'s code? Can\'t you simply hook up onto event? You didn\'t mention that you are using the Queue Widget btw. And I should say that we do not support custom tweaks to the source in general.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,6,2013-12-26 13:19:20,2.42,,,1,"b""b' Try to include the dev versions (non-minified ones they come with the package) at least to get more meaningful reference to the troubled line in the code.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,7,2013-12-26 13:19:20,13.47,,1,,"b""b' I have put the custom function in  once the file is uploaded. Is there something still missing or wrong? The widget code is as below: $(document).ready(function(){ }); '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,closed,2013-12-27 11:09:43,1310.38,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,reopened,2013-12-27 11:09:52,0.15,1,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,8,2013-12-26 13:19:20,10.97,,1,,"b""b' Remove option and see if it affects anything.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,9,2013-12-26 13:19:20,1238.92,,1,,"b'b"" Hi", I did try to remove the chunk_size option, but still it does\'nt seem to work consistently. The file upload works  There is a following javascript error: Webpage error details User Agent:  (compatible; MSIE 8.0; Windows NT 6.1; WOW64; ; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; MS-RTC LM 8)Timestamp: Thu, 16 Jan 2014 07:46:02 UTC URI: / Regards,"Umesh Bhimani""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,10,2013-12-26 13:19:20,24.98,,1,,"b""b' Errors from minified files are not exactly descriptive", if you could include non-minified versions of the scripts (they also come in package: and  )," that could be more helpful.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,11,2013-12-26 13:19:20,2.42,,1,,"b""b' Also in your case since you have tampered original files. It would be better if you post a link to your case online"," so that I could see what is actually happening. We do not observe any such errors in IE8 on our side.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,12,2013-12-26 13:19:20,93.57,1,,,b'b\' It will not be possible to share the case online. However, I have emailed you the minified file of plupload which I am using Also, the error what I suspect is : setTimeout(function(){++,"(""RuntimeInit""",r)},1)}) \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,13,2013-12-26 13:19:20,5.8,,1,,"b""b' I am using the below plupload version /**mOxie multi-runtime File API & XMLHttpRequest L2 Polyfillv1.0a  *Copyright 2013"," Moxiecode Systems ABReleased under GPL License.  *License: url Contributing: url *Date: 2012-11-13'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,14,2013-12-26 13:19:20,19.68,,,1,"b'b"" Hi", I did try to remove the chunk_size option, but still it does\'nt seem towork consistently. The file upload works There is a following javascript error: Webpage error details User Agent:  (compatible; MSIE 8.0; Windows NT 6.1; WOW64;; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E; MS-RTC LM 8) Timestamp: Thu, 16 Jan 2014 07:46:02 UTC _URI: /_ Regards, Umesh Bhimani On 27 December 2013 16:41," Davit Barbakadze notifications@:""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,15,2013-12-26 13:19:20,22.57,1,,,"b'b"" This is not helpful. You either organize a test case online with dev versions of the scripts", or we won\'t be able to troubleshoot this. It doesn\'t have to be your actual website. Just a case," failing with the error that you mention. Sorry.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,closed,2014-01-16 10:39:09,1409.28,3,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,977,closed,-,-,-,3,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,opened,2014-01-10 03:04:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,title,2014-01-10 03:04:40,00:00,,1,,"b""b' Invoke PlUpload from fancybox in IE and Chrome'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,body,2014-01-10 03:04:40,00:00,,1,,"b'b"" Hi"," Is there a way to dynamically call plupload from a fancybox? I\'m able to get the id of fileupload in chrome but not in IE. Can anyone help.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,1,2014-01-10 03:04:40,294.13,,1,,"b""b' What do you mean by calling dynamically?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,2,2014-01-10 03:04:40,37.1,,1,,"b'b"" I\'ve a fancybox(a seperate page ) in my page() from which i want to call the uploader which resides in . How can i achieve this? I\'m using pluploader not queue.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,3,2014-01-10 03:04:40,57.22,,1,,"b""b' You want to call uploader that resides in  from ? It sounds as generic JavaScript task"," how is this Pluploads issue?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,4,2014-01-10 03:04:40,28.93,,1,,"b""b' Ya but can you help me achieving this? I never said its an issue with plupload. Or is there any other forum where i can ask for this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,closed,2014-01-10 11:04:19,479.65,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,reopened,2014-01-10 11:04:22,0.05,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,closed,2014-01-14 11:46:56,42.57,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,994,closed,-,-,-,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1033,closed,opened,2014-03-07 07:17:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1033,closed,title,2014-03-07 07:17:44,00:00,,1,,"b""b' How to compile an only html5 runtime version'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1033,closed,body,2014-03-07 07:17:44,00:00,,,1,"b'b"" Hi", I want a version of plupload with only html5 runtime, so I followed the [Building Instructions]url  it did not  work. I cloned this repo with and then  , but what\'s the next step? I tried  ,but it did not work.Can someone tell me how to compile an only html5 version or just provide a complied js file," thanks~""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1033,closed,1,2014-03-07 07:17:44,37.4,,1,,"b'b"" It\'s not  . So something like this: ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1033,closed,closed,2014-03-07 08:16:47,59.05,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1033,closed,reopened,2014-03-07 08:17:17,0.5,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1033,closed,2,2014-03-07 07:17:44,23.92,,1,,"b'b"" @jayarjo for my  for your reply"," I\'ll try again...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1033,closed,closed,2014-03-11 08:07:00,1429.72,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1033,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,opened,2014-04-22 03:19:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,title,2014-04-22 03:19:44,00:00,,1,,"b'b"" $_FILES[\'file\'][\'tmp_name\'] empty in chrome 34""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,body,2014-04-22 03:19:44,00:00,,,1,b'b\' I am trying to upload an flv file (30mb) in chrome 34," but when my php script is kicked off $_FILES[\\\'file\\\'][\\\'tmp_name\\\'] is empty as below ![files]url  I am running windows 8.1 It works fine in firefox here is my plupload script $(""#uploadervideo"").plupload({    // General settings    runtimes : \\\'html5",flash,silverlight,html4\\\',    url : \\\'\\\',  \'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,1,2014-04-22 03:19:44,260.02,,1,,"b""b' I see that the size is 0 too.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,2,2014-04-22 03:19:44,5.62,,1,,"b'b"" Yes and error is 1"," so I guess something went very wrong. I don\'t see any errors though.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,closed,2014-04-27 01:06:33,1306.82,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,reopened,2014-05-03 05:38:12,271.65,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,3,2014-04-22 03:19:44,1007.0,,1,,"b""b' Was caused by  setting in my debugger'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,closed,2014-05-04 00:32:22,1134.17,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,4,2014-04-22 03:19:44,891.57,,1,,"b""b' What was the setting? One that limited the file size?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,5,2014-04-22 03:19:44,25.4,,1,,"b'b"" It was max_file_upload RegardsBarbara Date: Thu"," 8 May 2014 08:24:01 -0700From: notifications@To: plupload@CC: @Subject: Re: [plupload] $_FILES[\'file\'][\'tmp_name\'] empty in chrome 34 (#1058) What was the setting? One that limited the file size? \\xe2\\x80\\x94Reply to this email directly or view it on GitHub.        ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1058,closed,-,-,-,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,opened,2014-05-07 17:55:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,title,2014-05-07 17:55:22,00:00,,1,,"b""b' TypeError: el is undefined (using src)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,body,2014-05-07 17:55:22,00:00,1,,,"b'b"" Hello",using the latest stable version, I am getting always an error but only at the first time when drag & drop an image file into the field (using html5). if minified version is used, bug is:  Additionally no preview is shown, only the extension like jpg, png," etc The \'evil\' lays in the file  function There at line 1005: If I replace with the error is gone and the preview is displayed correct.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,1,2014-05-07 17:55:22,35.93,1,,,"b'b"" Could you load unminified versions (they come with the package) and try to repeat the error (exact line will be helpful)? may look weird", but it\'s ok," since every UI Widget has internal reference to the global object.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,2,2014-05-07 17:55:22,764.05,,1,,"b""b' Thanks for the quick feedback. Forgot to mention before", that I have already tried with all versions except the dev.Which I did now same result.And as written in the first post, I tried also the unminified script. otherwise the message could not be Another fact I did not mention is that plupload is embedded in another framework, that why the window may not present. But if you want to keep furthermore," another fix could be that (works for me): '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,closed,2014-05-08 07:15:21,799.98,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,3,2014-05-07 17:55:22,2.32,1,,,"b""b' sorry"," hit the wrong button.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,reopened,2014-05-08 07:17:40,2.32,3,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,4,2014-05-07 17:55:22,7.35,,1,,"b""b' Which line does trigger error? It should be visible in the console. And in what framework are you embedding the Plupload and how?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,5,2014-05-07 17:55:22,124.65,,1,,"b""b' I think the problem is because using the old version JQuery (since that what happen to me). it is happen when I try to drag an image file to Plupload and the console show the error'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,6,2014-05-07 17:55:22,633.18,1,,,"b""b' Sorry for late answer did not see the replies.Using jQuery 1.7.1 and calling plupload from TinyMCE (4.x)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,7,2014-05-07 17:55:22,860.12,,1,,"b""b' @jayarjo :I had this problem with jquery ui 1.8.16"," which did not have such reference. Upgrading to 1.9.2 resolved the issue completely.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,closed,2016-11-25 09:19:09,121.48,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1065,closed,-,-,-,4,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1087,closed,opened,2014-06-18 15:06:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1087,closed,title,2014-06-18 15:06:58,00:00,,1,,"b""b' Bug in plupluad when trying to upload 0 kb file'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1087,closed,body,2014-06-18 15:06:58,00:00,,,1,"b'b"" Hi2 people reported to me that when they dragged a folder into the plupload dragging area", there was javascript error and the upload coludn\'t start. My guess is that there was a hidden file of 0kb in folder with 500-1000 images.When browsing a 0kb file no response from plupload," and the file is not in queue.Any chance to fix it?![image]url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1087,closed,1,2014-06-18 15:06:58,989.47,,1,,"b""b' found the solution:just add in the end of updateList() method'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1087,closed,closed,2014-06-19 07:36:26,989.47,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1087,closed,reopened,2014-06-19 07:36:30,0.07,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1087,closed,2,2014-06-18 15:06:58,1170.18,,1,,"b""b' hello","my requiredment is to upload a 0kb file\\xef\\xbc\\x8cand I had the solution:1\\xe3\\x80\\x81user debug mode 2\\xe3\\x80\\x81find 3\\xe3\\x80\\x81the key code  is num3423-3425'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1087,closed,3,2014-06-18 15:06:58,333.9,,1,,"b'b"" We\'ve added new filter [prevent_empty]url  that is on by default"," but can be turned off if needed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1087,closed,closed,2017-08-28 08:40:31,64.02,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1087,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1290,closed,opened,2015-09-03 07:34:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1290,closed,title,2015-09-03 07:34:41,00:00,,1,,"b""b' solving NPM install issue'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1290,closed,1,2015-09-03 07:34:41,216.57,1,,,"b'b"" We used to use simply to prepare the environment. That\'s why there was property set to _true_. The idea behind ignoring was dictated by the same idea if anyone wanted to have the dev environment in place",  could simply clone the whole repo," rather than download minified release.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1290,closed,2,2015-09-03 07:34:41,501.57,,1,,"b'b"" We\'ve removed private flag on 2.2.x branch and published Plupload on NPM registry.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1290,closed,closed,2016-11-18 19:32:51,718.17,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1290,closed,reopened,2016-11-18 19:33:01,0.17,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1290,closed,closed,2016-11-18 19:33:08,0.12,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1290,closed,-,-,-,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1382,open,opened,2016-06-16 00:38:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1382,open,title,2016-06-16 00:38:48,00:00,,1,,"b""b' Problem with setting resizing options with setOption()'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1382,open,body,2016-06-16 00:38:48,00:00,,,1,"b'b"" hellofirst of all", thanks for a great uploader!i posted this problem to the plupload forum recently and did not get any replies. i may be doing something wrong which could be why i cannot get this to work, but it does seem to be a bug. i have created an upload using the core api and it seems to be working very well. i can upload multiple files including images and text files and have handlers which take care of each appropriately. for a v2 of my uploader, i want users to be able to select from a number of resize options, rather than the resize being defined prior to initialising the uploader. as soon as the setOption(\'resize\'{width:wd,height:ht}) is run, all resizing is ignored, even though valid height and width values are being passed in. i have tried the following... i have also tried binding the set option to the resizing selection change event. i have also tried various ways of reinitialising the uploader half way through the process, none of which worked resize works perfectly when i set it initially: have i missed something obvious," or is it a bug in the system? cheers rs""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1382,open,1,2016-06-16 00:38:48,100.05,,1,,"b""b' please"," can you confirm that there is no bug in this?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plupload,1382,open,2,2016-06-16 00:38:48,994.93,,1,,"b'b"" Had the same problem.  this seems to work.         var up = $(\'#uploader\').plupload(\'getUploader\');         = 960;         = 720;         = 60;""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
