REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,3,2011-03-14 17:12:13,15.13,,1,,"b""b' yea", it happens without htaccess," there is the following in the htaccess that fixes this '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,4,2011-03-14 17:12:13,10.0,,,1,"b'b"" It might be a good idea to note that on the site or in the documentation for the folks who aren\'t using Apache :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,5,2011-03-14 17:12:13,847.77,1,,,"b'b"" hmm", maybe i\'m misunderstanding something, but doesn\'t this mean that the  http-equiv=x-ua-compatiblesolution in the html is useless? if you have to put in the http header," then you do not need the html-tag...""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,6,2011-03-14 17:12:13,905.13,1,,,"b""b' I think so too. The X-UA-Compatible meta tag is in fact useless here and could as well be removed from  of the boilerplate. Why was this issue closed again?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,7,2011-03-14 17:12:13,49.75,1,,,"b'b\' Not gonna lie: I accidentally closed it by clicking the ""comment and close"" button rather than the ""comment"" button. And now I don\\\'t know how to reopen it. Kind of a github noob. From what I have noticed", the X-UA-Compatible meta tag in this scenario is useless, since without the htaccess redundancy, it doesn\\\'t work (or at least doesn\\\'t work fully). As mentioned originally, if the IE comments aren\\\'t wrapped around the html tag (they can still be used elsewhere) the meta tag works as expected. It seems to me like the HTML 5 boilerplate should be pushing for HTML(5) solutions. Not Apache ones.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,reopened,2011-03-19 20:43:13,211.0,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,8,2011-03-14 17:12:13,1203.47,,1,,"b""b' reopened..'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,9,2011-03-14 17:12:13,5.75,1,,,"b'b\' I just retitled the issue as ""IE conditional comments around html tag adds Compat View icon to address bar"" Agreed this sucks. I don\\\'t think it\\\'ll make the 1.0 but let\\\'s figure out how best to address this for 1.1\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,10,2011-03-14 17:12:13,0.47,,1,,"b""b' Also I could repro in IE9 RC.. I imagine this is also present in IE8 final? Can someone confirm?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,11,2011-03-14 17:12:13,31.45,,1,,"b""b' Confirmed: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,12,2011-03-14 17:12:13,386.52,,,1,b'b\' The fix is as simple as getting that &lt;meta http-equiv... /&gt; in before the conditional comments. So to resolve it," we could do something like this: &lt;!doctype html&gt;&lt;html class=""no-js"" lang=""en""&gt;  &lt;head&gt;    &lt;meta charset=""utf-8"" /&gt;    &lt;meta http-equiv=""X-UA-Compatible"" content=""IE=edge","chrome=1"" /&gt;    &lt;title&gt;ie test&lt;/title&gt;  &lt;/head&gt;  &lt;![if lt IE 7 ]&gt; &lt;body class=""ie6""&gt; &lt;![endif]&gt;  &lt;![if IE 7 ]&gt;  &lt;body class=""ie7""&gt; &lt;![endif]&gt;  &lt;![if IE 8 ]&gt;  &lt;body class=""ie8""&gt; &lt;![endif]&gt;  &lt;![if (gte IE 9)|!(IE)]&gt;&lt;!&gt; &lt;body&gt; &lt;!&lt;![endif]&gt;    &lt;p&gt;test&lt;/p&gt;  &lt;/body&gt;&lt;/html&gt; But it might be worth mentioning that ""X-UA-Compatible"" is [not valid HTML5]url  so I think it\\\'s perfectly acceptable to remove it all together.\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,13,2011-03-14 17:12:13,370.8,,1,,"b""b' I vaguely remember that there has been a reason for moving the conditional comments from the body tag to the html tag in the first place. Something with deferred loading of scripts in IE8? Update: Ah"," here it is url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,14,2011-03-14 17:12:13,88.8,,,1,"b'b"" A potential solution to this problem could be this arrangement:   This doesn\'t block downloads in IE 8 (see test cases below) and removes the compat view icon (only tested in current IE9). Non-blocking: url  Blocking: url  P.S. As a plus it validates as HTML5 :)""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,15,2011-03-14 17:12:13,1272.83,,1,,"b""b' maybe the documentation could be changed a little (assuming the http-header method is bulletproof).currently in the html it is: we could change the html-comment to say  something like you-should-do-this-in-htaccess-only-do-it-in-html-if-you-cannot-do-that...'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,16,2011-03-14 17:12:13,464.32,1,,,b'b\' @gabor I agree," the http-header method should be the way to do this. Although Google planned to lobby validators to tolerate ""X-*"" http-equiv values and keys according to the comments on this issue here: url  On another note", my sample code from above doesn\\\'t invoke chrome frame so it has to be changed to this (on line 5): The empty conditional comment is because of the blocking issue in IE8. This all is starting to get a little messy :)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,17,2011-03-14 17:12:13,569.4,,1,,"b'b"" I also tested this issue and some combinations for resolving it. I believe that the better solution is to both move the conditional comments down and add the classes to  with javascript: I\'ve added a pull request with this solution. The only downside I can imagine is having to support IE < 9  with javascript disabled. And this would be such an edge case that pointing an URL to this issue should resolve the problem.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,18,2011-03-14 17:12:13,3.3,,1,,"b""b' I forgot to mention. AFAIK", Google Chrome frame docs advise putting the X-UA-Compatible as above in the document as possible. Since must be within the first 512 bytes it was necessary for it to be put before the X-UA-Compatible in previous versions. So this time I changed the order," since the charset will not be affected by the conditional comments above it.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,19,2011-03-14 17:12:13,952.42,,,1,"b""b' @irae: it might be a nice idea"," but is it too much of a hack? imo'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,20,2011-03-14 17:12:13,646.83,1,,,"b'b"" I agree. I think the Javascript idea is very amateurish"," especially since it seeks to resolve an issue caused by a piece of code that is not valid HTML5 in the first place. I would hate to see the HTML5 Boilerplate dragged away from the standards-compliance and best-practice foundation on which it was initially built. Someone put in a pull request (might be the same guy; I don\'t remember) offering up the same bit of code. I would like to think that it isn\'t actually taken into serious consideration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,21,2011-03-14 17:12:13,636.87,1,,,"b'b"" I also agree that this is amateurish. But I have a project that I am writing the front end code and I will not have access to the server. I don\'t even know where they will host it", what technologies, etc. This is a solution, ugly as it is, that is working better then the current solution of conditional comments around the tag. In this case I prefer this ugliness that\'s only comments to modern browsers to broken functionality. If anyone comes up with a better idea," I will be glad to change in my working projects and remove my own pull request.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,22,2011-03-14 17:12:13,494.25,1,,,b'b\' I noticed that my other comment on here is a bit distorted, so here are my two cents again.1. Either remove the meta tag altogether and refer to .htaccess (or other server config files).2. Or move the conditional comments down to the body tag. Like this: Like I said before," we need the empty conditional comment because of the newly introduced ""IE8 blocking Issue"".See test cases for details on that:Non-blocking: url Blocking: url  Thoughts? I like this one better", because it involves no Javascript to add the classes. edit: corrected a little slip in the code\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,23,2011-03-14 17:12:13,20.35,,1,,"b'b"" @MartinMa: I think a problem with (2) is that a lot of CMS add  to the tag", which would create a lot of duplication. Furthermore, it could create problems for people writing IE6-specific styles because the browser doesn\'t really support chains of classes, e.g.,"'
html5-boilerplate	378	closed	24	shichuan	2011-03-14 17:12:13	1079.93		+1		b'b"" or we remove \'h5bp stripped version\' and make h5bp download rely more on boilerplate custom (aka initializr), if people tick the option to have conditional comments, then a warning says they must have the X-UA-Compatible in server config.""'
html5-boilerplate	378	closed	25	julienw	2011-03-14 17:12:13	1108.13		+1		b'b\' I use "" as the very first line in my HTML files.Then I use the ""useful"" conditional comments after the X-UA-Compatible meta. IE8 is still in ""IE8 Standards Mode"". Didn\\\'t try with IE9 and I don\\\'t know how to check in IE7. My 2 cents.\''
html5-boilerplate	378	closed	26	necolas	2011-03-14 17:12:13	9.48		+1		b""b' _ignore me_'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,27,2011-03-14 17:12:13,10.47,,1,,"b'b"" I don\'t get it. I said I\'m in standards mode event with these comments before the  tag. But some comments in this bug are saying that if you use some conditional comments around "," then IE goes to quirks mode.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,28,2011-03-14 17:12:13,22.42,1,,,b'b\' @julienw Apologies, I misread your previous comment. If you open up IE8\\\'s dev tools," please can you check if you have ""Browser Mode"" set to ""Internet Explorer 8"" or ""Internet Explorer 8 Compatibility View"". If it\\\'s the former", it shouldn\\\'t drop the doc into IE7 Standards. If it\\\'s the later, it should drop the doc into IE7 Standards when using conditional comments outside of the opening tag.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,29,2011-03-14 17:12:13,8.55,,1,,"b'b\' I just checked using ""IE8 Compatibility View""", and it\\\'s still IE8 standards.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,30,2011-03-14 17:12:13,1.15,,,1,"b""b' @julienw Please could you drop a reduced testcase in a pastebin and link to it here? Thanks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,31,2011-03-14 17:12:13,5.77,,,1,"b""b' url  may be of interest.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,32,2011-03-14 17:12:13,1.68,1,,,"b'b"" Seems like there is a bit of confusion.  Just because the button is showing doesn\'t mean that compatibility view is enabled.  The button will be in a depressed state for that. If the meta  header is interpreted correctly"," the button doesn\'t display at all (which is the desired behavior this ticket is trying to achieve).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,33,2011-03-14 17:12:13,1.23,,,1,"b'b"" OK! @julienw seems correct"," here\'s a basic testcase of what he is describing. It doesn\'t drop IE8 into IE7 mode. But other issues related to use on remain. Ex 1 : url  Switching the conditional comments back to the element but leaving the empty conditional comment above the doctype also prevents IE8 from dropping into IE7 mode without needing the header being set on the server-side. Ex 2 : url ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,34,2011-03-14 17:12:13,6.32,,1,,"b""b' Made this : url  Seems to trigger IE8 standards in both IE8 and IE8 Compat.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,35,2011-03-14 17:12:13,5.28,,,1,"b""b' @zachleat You may well be right about the confusion. Would be great if you got involved in this issue"," if you have time. Thanks'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,36,2011-03-14 17:12:13,7.2,1,,,"b""b' @zachleat @necolas in my code"," I use  to show the mode. Si I guess with this code there will be no confusion :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
html5-boilerplate,378,closed,37,2011-03-14 17:12:13,71.9,,1,,"b""b' This seems to get rid of the button", maintaining Standards mode in both IE8 and IE9.url  You might also think that since we have a comment above the doctype, it might trigger quirks mode, but I tested it in IE7 too and it maintains Standards mode. IE must pre-process the conditional comments out prior to rendering, avoiding that bug somehow. Please confirm," but take care to remove of any existing Compatibility View settings in your browser for intranet sites (Tools -'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
