REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,289,closed,9,2011-06-30 17:17:44,1181.48,,,1,"b""b' Yes"," builds cleanly now. Thanks!!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,289,closed,-,-,-,2,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,397,closed,opened,2011-09-12 09:08:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,397,closed,title,2011-09-12 09:08:08,00:00,,1,,"b""b' Fix compilation issues with mingw64 headers'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,397,closed,body,2011-09-12 09:08:08,00:00,,1,,"b""b' This fixes an issue when using the new mingw64 headers"," that are meant to replace the old mingw32 headers on both win32 and win64.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,397,closed,1,2011-09-12 09:08:08,231.15,,1,,"b""b' Note that this should fix #275'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,397,closed,closed,2011-09-12 12:59:17,231.15,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,397,closed,reopened,2011-09-12 12:59:21,0.07,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,397,closed,2,2011-09-12 09:08:08,841.0,,,1,"b""b' Cheers!'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,397,closed,closed,2011-09-19 03:00:20,840.98,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,397,closed,-,-,-,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,opened,2011-09-13 04:14:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,title,2011-09-13 04:14:27,00:00,,1,,"b""b' Fix up examples code'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,body,2011-09-13 04:14:27,00:00,1,,,"b'b"" The current code in the examples subdir is out of date with the current API and also not great sample code because it ignores error returns", etc. This pull request improves the  to be closer to working out of the box (library location still needs to be specified), gets the C code to compile and link, and adds some error checks making use of git_lasterror(). Note that one warning was addressed by a tweak to the git_signature_new API rather than to the example code; please check whether this was right. These fixes aren\'t sufficient to get the  program working but at least now it compiles, links," and fails with an error message rather than dumping core. I may send a second pull request with an eye toward getting actual working example code.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,1,2011-09-13 04:14:27,4.78,,1,,"b'b"" BTW I also think the  should be changed to build the ./examples code along with the tests (not run it"," just build it). This would ensure that the example code will stay in sync with API changes. I don\'t know enough about CMake to make that happen.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,2,2011-09-13 04:14:27,375.35,1,,,"b'b"" If it\'s meant to teach people how to use the API", I really don\'t think that hiding the error-checking is going to help much. I do like the idea of compiling the examples, which would force us to keep them up-to-date. I\'m not quite sure how you get the signature changes to compile without warnings, but adding to is a bad idea. It\'s not const at all," the memory is allocated on behalf of the user and it\'s the user\'s responsibility to free that memory afterwards.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,3,2011-09-13 04:14:27,48.13,,1,,"b'b"" What do you mean by hiding the error checking? The macros? It\'s not the way I would write a program either; I was trying to keep my changes as small as possible. As you say", the library itself gets warnings with the const added, and I\'ve changed it back and pushed an update. However, this exposes a flaw in the API as far as I can see because it shouldn\'t be necessary to cast in the example code. Looking at the declarations of \'author\' and \'cmtter\'," you\'ll find that with the const present there\'s a warning from one git_\\\\* function and with it gone there\'s a warning from another. Shouldn\'t the API be consistent with itself?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,4,2011-09-13 04:14:27,19.57,,1,,"b'b"" Yes", I mean the macros, I don\'t feel that it adds much to put a macro around each call. Doesn\'t it say somewhere that we\'re not using it for the sake of simplicity? The example code does indeed declare those pointers to be to a const value, which is the right idea, as you probably shouldn\'t be changing the signature," but that\'s not how C works. That should be removed and a few calls to added.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,5,2011-09-13 04:14:27,41.97,,1,,"b'b\' I agree with Carlos. The point of the examples is to show how to use the API. Those error checking macros are redundant and add no new information to the example suite -just clutter. We should find a less obtrusive way of letting people know how error handling works. I\\\'m thinking an ""error handling"" section at the beggining where we use and properly", with a note that error handling should always be done on all library calls.\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,6,2011-09-13 04:14:27,17.48,,1,,"b""b' Ack. We should provide clean", up-to-date," real-world examples or drop examples at all. Maybe general.c could be split up into small single-purpose examples for better maintainability.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,7,2011-09-13 04:14:27,92.13,1,,,b'b\' I have to say that I\\\'m puzzled by this response. The current example code is, to put it politely, absolute tripe. I\\\'d ask if any of you have seen it lately but I\\\'m sure the answer is no because if any competent programmer had read through this stuff he\\\'d be too horrified to let it stand. It doesn\\\'t compile, it uses functions which have been removed from the API, it assumes the existence of a pre-existing repo at /and it blithely ignores its non-existence and goes on to dump core! Further," I find the statement ""The point of the examples is to show how to use the API. Those error checking macros are redundant and add no new information to the example suite -just clutter"" actually offensive (not personally", just from a programming point of view). The very purpose of a coding example is to show people what they _should_ do; when the major how-to example tells people that they should be ignoring error conditions left and right, that\\\'s a very bad thing. And showing them that they should be checking return codes is not at all redundant it\\\'s professional. People are going to cut and paste this code this was my intention, as a new user of libgit2, until I saw it. I think the main example should go through the exercise of creating, populating, querying, and destroying a repo. And I may be able to make that happen as I come up to speed, but I will absolutely not deliver any code, to you or anyone else, which fails to check error conditions. If you want to request a different style of checking errors let\\\'s try to agree on something. In the meantime, I would accept this pull request to end the short term disaster of having an example program, which is the first thing any new user would look to, that\\\'s an embarrassment to the project. The standard for a patch should not be perfection but whether it makes the existing, awful situation better. I\\\'m happy to supply further patches to make it better still.\'',,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,8,2011-09-13 04:14:27,6.57,,1,,"b'b"" On Tue", Sep 13, 2011 at 8:41 AM, schureply@wrote:I don\'t think size is the issue here. The problem is that the existingexample code is isolated and never built against the current API.Breaking it into smaller isolated," never-built pieces would accomplishnothing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,9,2011-09-13 04:14:27,33.42,,,1,"b'b"" I don\'t think size is the issue here. The problem is that the existing sample code is isolated and never built against the current API", and can\'t be run except on the single machine which has a repo in /-. Breaking it into smaller isolated, never-built pieces would accomplish nothing. General.c is only 400+ lines (more with error checking :-) I think the better fix, as mentioned above, would be to make it a round-trip program which creates, manipulates," and optionally removes a repo in a temp directory. BTW general.c printf\'s an unterminated string too.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,10,2011-09-13 04:14:27,30.93,,,1,"b'b"" Your effort in cleaning this up is appreciated we just didn\'t agree on how to do that yet.Me neither. What I wanted to say: If we split it up", it would be not just easier to maintain, but user could find what they are looking for much faster. (For example: list-tree.c," log.c etc)Example code could start like this:  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,11,2011-09-13 04:14:27,25.1,,1,,"b'b"" Yes", the examples code is a mess (that\'s what you get when a ruby guy writes C) and it should be updated, but I think you\'re making too much out of the pre-defined repository path. We need to have something, and whoever is looking at the examples should put in whatever repo they care about. Adding the option to pass it in as is certainly a good change. The problem with error checking is that it overwhelms the actual code that deals with the API, and just sticking a macro around the API calls might make it safer to use, but won\'t give any clarity nor does it show how to actually deal with the errors. I believe it would be more useful to show full error checking in the first few calls and then not show it at all (with a mention that a real user should continue checking). I do find the amount of commit and tree hashes is a bit problematic and we should use more branch names and get hashes out of that (which would also show more of the API). As for cut-and-paste, it is true that some might do it blindly, but if you don\'t read the docs for the API you\'re using, then you can\'t really complain when it blows up in your face. Related to this, it might make sense to add a general notice to the main API page explaining that pretty much all the functions either return an error code or a pointer to const. I don\'t see the role of the example code to be a way to get ready-made snippets of code that will work under any situation, but rather a way to see how the developers expect different parts of the API to be used and how they relate to each other. IIRC there is a way to make GCC shout at you if you don\'t check the return code," though I\'m not sure if we want to activate that. This reminds me that I should probably put my network code in as an example.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,12,2011-09-13 04:14:27,78.1,,,1,b'b\' Maybe the issue here is two different visions of what the code in examples/*.c is for. If you\\\'re thinking there should be a file which shows some expected call sequences, without the clutter of error checking or being expected to actually work, that could make sense. My view is that there should be an example of actual working code which uses libgit2. There\\\'s room for both perspectives however:1. If it\\\'s not intended to be actual compilable, runnable code it should have a comment at the top to that effect and it should not be mentioned in the Makefile. The comment should note that error checking is left out for clarity but is needed in real usage.2. The problem with that of course is that if it\\\'s not built it will drift out of alignment with the current API. This is why I think it\\\'s impractical to maintain this kind of example and prefer actual working code with (arguably cluttering) error checks. Maybe there\\\'s a good compromise: a program that builds but cannot be run? I.e. make the first lines be fprintf(stderr,"DO NOT RUN THIS PROGRAM, IT\\\'S ONLY HERE TO PROVIDE CODING IDEAS!\\\\n"";exit(2) For my own purposes I expect to write a simple program which creates a repo and adds some files to it, and would contribute it to examples if desired. It would have full error checks and make every effort to be a robust, self-contained program.\''
libgit2	400	closed	13	vmg	2011-09-13 04:14:27	9.7			+1	b'b\' Right on @boyski. The initial idea was to have a kind of file like that -with no error handling, just to show some usual call sequences and use cases for the library, and to be compiled into a Docco document (see url  I think it fills that purpose rather nicely). Now: if you\\\'re willing to contribute more specific examples, I\\\'m all for getting rid of the current file and sticking a  couple ""actual compilable examples"" inside of the examples folder. I\\\'m talking of actual examples, each one of them in their own subfolder. If you go ahead and write one of those (and @carlosmn writes another for his networking code) I\\\'ll gladly merge them and plug them into CMake to make sure they don\\\'t get out of date. Whatever you write, please ensure that it\\\'s properly documented and that it gets parsed by Docco properly. Literate examples are awesome. :) Looking forward to your new examples!\''
libgit2	400	closed	closed	 - 	2011-09-13 17:17:41	783.23	3	8	4
libgit2	400	closed	14	boyski	2011-09-13 04:14:27	150.67	+1			b'b"" OK, I did not know about url  and things make more sense now. But I don\'t think this pull request should be dismissed just yet because the error-checking wrappers are not the whole contribution, just the largest by bulk. There are quite a few other non-controversial improvements here. Would you like me to remove the wrappers and re-push?""'
libgit2	400	closed	reopened	 - 	2011-09-13 19:58:02	160.35	4	8	4
libgit2	400	closed	15	vmg	2011-09-13 04:14:27	9.97			+1	b""b' Oh, please do upgrade the file to the recent API changes. That would be lovely to have.'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,16,2011-09-13 04:14:27,160.88,,,1,"b""b' A change to sneaked in in commit c69624dc. As this is still a PR"," could you squash the last two commits into the earlier ones? That would give us a much nicer history. Other than that it looks nice.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,17,2011-09-13 04:14:27,203.08,,,1,"b'b"" WRT ", I\'m pretty sure it\'s a good fix to a pretty obvious warning. Just something I ran across. Are you objecting to not getting it separately, or to the fix itself? I\'m reading up now on how to squash commits. I\'ve seen it referenced," not done it yet.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,18,2011-09-13 04:14:27,36.93,,1,,"b""b' I hope I did it right I squashed the last two commits down", then made a little further tweak to  and squashed that commit too," then deleted the fixup-examples branch on my remote fork and pushed the cleaned up branch.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,19,2011-09-13 04:14:27,41.43,,1,,"b'b"" Arghh the change to  was obviously not right. The warning should still be fixed but I shouldn\'t have mixed it in with this change anyway"," so I\'ve reverted it entirely for now and re-squashed and re-pushed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,20,2011-09-13 04:14:27,1406.92,,,1,"b""b' This is perfect. Keep up the good work.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,closed,2011-09-19 02:47:36,409.57,4,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,400,closed,-,-,-,4,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,440,closed,opened,2011-10-03 04:43:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,440,closed,title,2011-10-03 04:43:35,00:00,,1,,"b""b' Heads up: usage of static TLS on Windows.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,440,closed,body,2011-10-03 04:43:35,00:00,,1,,"b'b"" I noticed you\'re using static TLS: Just an FYI: this won\'t work if libgit2.dll is explicitly linked[4] into some EXE on platforms earlier than Vista (i.e. XP",2000, etc). You have to use dynamic TLS if you want to support explicit linkage on those platforms. I.e. Using TlsXxx apis to manipulate the TLS yourself.## Footnotes [1] Implicitly linked means linked via __declspec(dllimport), which will make an entry appear in the IAT[2] of the module[3] and cause the loader resolve DLL exports at process startup," as opposed to explicit linkage[4].[2] Import address table; a table in the PE header of a module[3] which the loader uses to load and resolve implicitly linked module entry points.[3] DLL or EXE (or any PE image).[4] The opposite of implicit linkage: The application explicitly calls LoadLibrary[Ex] and GetProcAddress to do what the loader normally does for you during startup.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,440,closed,1,2011-10-03 04:43:35,497.47,,1,,"b'b"" _sigh_ So pre-Vista"," TLS doesn\'t work if an app links properly? That is bad. Has XP been end-of-life\'d yet?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
libgit2,440,closed,2,2011-10-03 04:43:35,431.03,1,,,b'b\' Sorry, I think I made this sound more dramatic than it is. Most applications will link implicitly," I.e. they will link against the import library () and have the loader automatically resolve and bind DLL entry points at process startup via the IAT. This will work on all platforms. The only case that will fail is if an application explicitly calls LoadLibrary("""") and GetProcAddress on each entry point manually. This will break on pre-Vista if static TLS is used (declspec(thread)). I imagine this is an uncommon scenario", as most people will use implicit linking for simplicity.  Usually, the only time people go the explicit route is when they\\\'re writing some app with some kind of plugin architecture where user plugins can be loaded at runtime. I don\\\'t see this happening with . So probably nothing to worry about. Just a heads up in case some application tries to call LoadLibrary on  and wonders why they get random AVs. (I think XP still has a few years before EOL)\'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
