REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,opened,2011-05-10 13:37:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,title,2011-05-10 13:37:13,00:00,,1,,"b""b' Ticket 105 Problem with saving habtm between different db-schemas '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,body,2011-05-10 13:37:13,00:00,,1,,b'b\' Hi," Please consider merging this branch.  It fixes the problem logged in [lighthouse ticket #105]url  The second commit is required to avoid the ""Unknown table \\\'foo\\\' in MULTI DELETE"" error as discussed in [this blog post]url \''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,1,2011-05-10 13:37:13,3.13,,1,,"b'b"" Forgot to mention that \'with\' key is required in the relationship declaration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,2,2011-05-10 13:37:13,114.37,,1,,"b""b' Tests? Also I would not assume that both tables can be accessed using the same connection. So you should call the insert on the datasource fro the other model.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,3,2011-05-10 13:37:13,643.43,,1,,"b'b"" Since the HABTM has defined \'with\' key", it would use the value from the join model. eg: For tests," i\'ll try to update existing and write new ones up. This broke a lot of tests since it compares: against  ""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,4,2011-05-10 13:37:13,143.8,,1,,"b'b"" Let me try to rework this.  I\'m closing this pull request for now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,closed,2011-05-11 04:41:57,904.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,reopened,2011-05-12 06:41:41,119.73,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,69,closed,5,2011-05-10 13:37:13,129.97,,1,,"b'b"" @lorenzo", Can you comment on the additional commit @4f12dde53d5a2c8095c42984188081d663a2231d ? The deletions and insertions are now using the otherdb datasource. @211976fb3f29323a90fa8d698cd78076bcc3a700 introduces another parameter to fullTableName which may have bigger effect on the framework. I have adjusted test cases. At this point, all existing model and behavior tests passes. If you think this approach is sound, I\'ll add more tests for this use-case," rework the patch properly and remove the clumsy \'if\' conditions wherever possible.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,252,closed,-,-,-,0,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,opened,2011-11-24 17:57:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,title,2011-11-24 17:57:38,00:00,,1,,"b""b' adding Context to CakeSocket'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,body,2011-11-24 17:57:38,00:00,,1,,"b""b' #2270 adding Context to CakeSocket and HTTP Socket. Changing CakeSocket from fsockopen to stream_socket_client allows giving the connection ancontext. the default behavior is: if the connection is secure we getthe certificate"," parse it and deliver it with the http-response object.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,1,2011-11-24 17:57:38,10.27,,1,,"b""b' #2270 adding Context to CakeSocket and HTTP Socket. Changing CakeSocketfrom fsockopen to stream_socket_client allows giving the connection ancontext. the default behavior is: if the connection is secure we getthe certificate"," parse it and deliver it with the http-response object.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,closed,2011-11-24 18:07:54,10.27,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,2,2011-11-24 17:57:38,2.17,,1,,"b'b"" I\'m not sure what is this trying to fix. using the CakeSocket class with the ssl:// protocol already works. can you explain this a little bit more?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,3,2011-11-24 17:57:38,5.88,,1,,"b""b' of course cake socket works with ssl", but it does not give the context back (esp. the ssl cert for checking if we are communicating with the right server). the change is," we now get the certificate back and deliver it in the resonse object to the application.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,4,2011-11-24 17:57:38,11.2,,1,,"b""b' for more infos about this issue: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,5,2011-11-24 17:57:38,415.13,,1,,"b'b"" Shouldn\'t you be checking for the function before trying to use it?  Not all installations have openssl installed.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,6,2011-11-24 17:57:38,11.17,,,1,"b'b"" good point. i\'ll check this.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,reopened,2011-11-25 14:40:50,1232.93,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,7,2011-11-24 17:57:38,798.33,1,,,"b""b' i am getting crazy"," but github did not let me update my request.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,8,2011-11-24 17:57:38,601.5,,1,,"b""b' You should be able to push to the original branch you pushed to.  Github will automatically update the pull request.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,9,2011-11-24 17:57:38,1260.97,,1,,"b'b"" don\'t know why the change did not appear here"," but now it does (and also my earlier changes).""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,10,2011-11-24 17:57:38,1294.63,,1,,"b""b' Closing in favor of #947'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,closed,2012-11-11 19:28:53,288.05,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,334,closed,-,-,-,1,10,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,opened,2012-01-16 03:14:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,title,2012-01-16 03:14:31,00:00,,1,,"b""b' Form model validation'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,body,2012-01-16 03:14:31,00:00,,1,,"b""b' Per ticket #2169", I developed logic in the form helper to use the key as part of the validation.  The logic requires that the model structure be passed to the _isRequiredField function.  When the function loops through validateProperties, the new logic looks for the key.  If it is set, and the model structure is passed, then it checks to see if the current request has an id.  It uses the key and the request model id to determine if the rule is valid or not. In my testing, this worked.  I cannot think of a circumstance where the action would be update and there would be no primary key in the request data.  Conversely, if there is no primary key in the request data, then the action would always be create, correct?  So," I think that this should cover all situations.'""",,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,closed,2012-01-16 03:18:01,3.5,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,reopened,2012-01-16 03:19:07,1.1,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,1,2012-01-16 03:14:31,199.58,,1,,"b""b' Instead of $model->name use $model->alias.You need to update the API docblock too about the new param. Also it would be better to rename $model to $Model.Can you please add test cases for your enhancement.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,2,2012-01-16 03:14:31,356.83,,1,,"b""b' I will make the updates today and resubmit.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,3,2012-01-16 03:14:31,237.08,,1,,"b'b"" I have updates to the code plus a unit test file that extends the core FormHelperTest to include these changes.  What\'s the best way to handle these updates?  Should I close this request and initiate a new pull?  Also"," where should I include the unit test file?  Should I copy and paste into the Github comment area (like this one)?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,4,2012-01-16 03:14:31,51.1,,1,,"b""b' Adding commits with the new test cases is the best option.  We can always squash the commits in if the history gets noisy.  You should be able to add test methods to the existing test case"," instead of adding a whole new test file.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,5,2012-01-16 03:14:31,29.32,,,1,"b'b"" Thanks for the clarification.  I have updated FormHelperTest directly and included it in the new commit.  I added 4 tests", 2 for each action (). If the action is create and the model\'s primary key is blank, then it will be required.  If the action is update and the model\'s primary key is set, then it will be required.  Otherwise," required will return false.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,6,2012-01-16 03:14:31,69.12,,1,,"b""b' This has been resolved in another commit.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,closed,2012-03-06 18:57:33,938.43,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,410,closed,-,-,-,0,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,opened,2012-01-18 20:21:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,title,2012-01-18 20:21:05,00:00,,1,,"b""b' Error Using NOT IN () with Arrays for Conditions (Issues #796 & #821)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,body,2012-01-18 20:21:05,00:00,,1,,"b'b"" I think that this issue could be solved with the check I added in this commit.  It extends the check for and array with 1 value and a string key", and looks for at the end of the key.  It passed all of the core unit tests.  I will also add a unit test to case #796 since I can\'t attach them here.  I can\'t think of any other times where this could fail," so I am submitting for integration.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,1,2012-01-18 20:21:05,2.12,,,1,"b""b' How are you doing the NOT IN ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,2,2012-01-18 20:21:05,2.57,,1,,"b""b' Just submitted attached my test case to Issue #796.  url  Basically", if you had an array at the end of a NOT condition with only 1 value," then a SQL error is generated: This is an attempt to prevent the error when using NOT.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,closed,2012-01-18 20:25:46,4.68,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,3,2012-01-18 20:21:05,1.25,,1,,"b'b"" I didn\'t mean to close the request. Meant to hit comment but hit close and comment.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,reopened,2012-01-18 20:27:02,1.27,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,4,2012-01-18 20:21:05,1.68,,1,,"b'b"" The correct way in CakePHP is array(\'NOT\' =""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,5,2012-01-18 20:21:05,2.78,,,1,"b'b"" I understand.  Per the ticket"," I interpreted a solution focused on arrays.  I\'m happy to broaden the scope and resubmit.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,closed,2012-01-18 20:31:29,4.45,0,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,6,2012-01-18 20:21:05,18.78,,,1,b'b\' One more  out of curiosity.  Cake currently allows for this syntax when building most queries.  In fact, it even works properly as I have listed above except when you have only one element in the array.  The issue, per the tickets that I referenced, only happens when there is one element -but works fine when there are more than one in the array.  This fix doesn\\\'t change the handling of arrays as you state, but rather fixes the improper SQL that is generated from a 1 element array.  Given that this syntax works in those other cases," is it an unintended ""feature""  workaround or is the plan to build in support to use NOT as I have above (and other users have such as those that reported those tickets).\''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,7,2012-01-18 20:21:05,104.58,1,,,"b'b"" It seems a bit lame that the correct query is generated for more than one element", but not for an array with a single element.  I think the fix makes sense in that context.  While there is an existing better way, this option is currently possibly broken when combined with user input," and we can\'t really remove the behavior at this time.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,reopened,2012-01-18 23:10:30,159.02,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,closed,2012-01-18 23:12:16,1.77,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,8,2012-01-18 20:21:05,37.8,,,1,"b""b' Thanks @scottharwell :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,9,2012-01-18 20:21:05,920.3,,1,,"b""b' @scottharwell Could you please also add test cases for this.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,10,2012-01-18 20:21:05,112.02,,1,,"b""b' @ADmad I added the test to the Light House ticket.  Are you asking to add it to this pull request too?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,11,2012-01-18 20:21:05,793.13,,,1,"b""b' Yes please a pull request would be nice", and you can just modify the existing test cases files," no need to create new files.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,422,closed,-,-,-,1,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,opened,2012-02-05 09:52:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,title,2012-02-05 09:52:29,00:00,,1,,"b""b' Added missing  file to core'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,body,2012-02-05 09:52:29,00:00,,1,,"b""b' Resolves url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,1,2012-02-05 09:52:29,1.25,,1,,"b'b"" Unless of course you\'d rather cherry-pick the equivalent commit from the 2.0 branch"," in which case you could close the pull request.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,2,2012-02-05 09:52:29,111.28,,1,,"b""b' As I mentioned on the lighthouse ticket all App\\\\* classes have been moved from core to app.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,closed,2012-02-05 11:45:01,112.53,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,reopened,2012-02-05 18:05:00,379.98,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,3,2012-02-05 09:52:29,380.03,,1,,"b""b' I think we need that AppShell for the reasons I explained in the lighthouse ticket.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,4,2012-02-05 09:52:29,0.27,,1,,"b""b' But AppModel"," and AppController can stay removed :)'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,closed,2012-02-06 01:20:10,435.17,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,461,closed,-,-,-,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,659,closed,opened,2012-05-20 19:47:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,659,closed,title,2012-05-20 19:47:52,00:00,,1,,"b""b' Input defaults setter for FormHelper'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,659,closed,body,2012-05-20 19:47:52,00:00,,1,,"b""b' As discussed here: url '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,659,closed,1,2012-05-20 19:47:52,23.55,,1,,"b'b"" Makes sense to me"," let\'s see what others have to say""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,659,closed,closed,2012-05-20 20:11:26,23.57,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,659,closed,reopened,2012-05-20 20:11:38,0.2,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,659,closed,2,2012-05-20 19:47:52,18.2,,,1,"b'b"" I\'m good with this change.  Its probably prudent to update FormHelper::create() to use the new method as well.  Just so there is less chance of duplicated code down the road.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,659,closed,3,2012-05-20 19:47:52,5.05,,1,,"b'b"" @markstory I\'ll look into that now.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,659,closed,closed,2012-05-20 23:40:20,208.7,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,659,closed,-,-,-,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,812,closed,opened,2012-09-03 11:19:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,812,closed,title,2012-09-03 11:19:02,00:00,,1,,"b""b' 2.3 mediaview'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,812,closed,body,2012-09-03 11:19:02,00:00,,1,,"b""b' if the file is not absolute the path would be prefixed twice with APPsince CakeResponse::file() already does that"," as well.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,812,closed,1,2012-09-03 11:19:02,33.22,,1,,"b""b' Hmm how would APP be prefixed twice?  Assuming the line is executed the path would become an absolute path to the file and [this]url  check would fail"," thereby preventing APP to be prefixed again.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,812,closed,2,2012-09-03 11:19:02,29.28,1,,,"b""b' sry", I forgot to mention: if the file does not exist (anymore)," both isdir() return false and therefore the error message is then containing the double prefixed path.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,812,closed,closed,2012-09-03 12:21:32,62.5,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,812,closed,reopened,2012-09-03 12:21:36,0.07,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,812,closed,closed,2012-09-03 12:39:03,17.45,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,812,closed,-,-,-,1,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,opened,2012-09-12 17:49:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,title,2012-09-12 17:49:24,00:00,,1,,"b""b' Simplify the code for file / folder classes'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,body,2012-09-12 17:49:24,00:00,,1,,"b""b' removing else statements and variables that are not needed.eg: return something(); vs $foo = something(); return $foo; String access via $foo{0} instead of $foo[0] so its easy to spotarrays vs strings.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,1,2012-09-12 17:49:24,47.38,,1,,"b""b' Is there any real gain from this patch (and the other similar ones) ?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,2,2012-09-12 17:49:24,16.33,,1,,"b""b' @ADmad fewer  statements reduces cyclomatic complexity.  It can also make code easier to understand", change," and write tests for.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,3,2012-09-12 17:49:24,79.07,,1,,"b""b' Yep", the changes are all about making the API easier to read, understand," maintain etc. '""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,4,2012-09-12 17:49:24,7.53,1,,,"b""b' Yes indeed"," apologies for commenting hastily without reviewing well enough.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,5,2012-09-12 17:49:24,1.38,,1,,"b'b"" I didn\'t even know you could use for string indexing.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,6,2012-09-12 17:49:24,554.18,,1,,"b""b' ok"," is gone'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,7,2012-09-12 17:49:24,927.47,,,1,"b'b"" Since the are gone I\'m good with merging this in.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,8,2012-09-12 17:49:24,258.48,,1,,"b'b"" Seems like you\'ve clobbered this pull request with one of the other ones you\'ve done"," or one of the other PR\'s that have since been merged in.  Is there anyway you could merge in 2.3 / rebase?""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,9,2012-09-12 17:49:24,8.35,,,1,"b""b' Closing as this PR is full of conflicts now  If you rebase and fix the conflicts we can re-open as I think its a good change.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,closed,2012-09-21 01:29:36,460.2,1,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,10,2012-09-12 17:49:24,1241.42,,1,,"b""b' @markstory I have pulled 2.3 and rebased. Tests pass for both File / Folder still.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,reopened,2012-09-22 00:02:05,1352.48,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,closed,2012-09-22 00:02:06,0.02,1,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,11,2012-09-12 17:49:24,112.95,,,1,"b'b"" Interesting"," I attempted to re-open the PR but github also seems to think that I\'ve merged the code which I haven\'t.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,12,2012-09-12 17:49:24,1030.87,,,1,"b""b' @markstory I just checked the commits and non of them are for the PR I made!? Have you merged or should I just make a new one?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,13,2012-09-12 17:49:24,1111.75,,1,,"b'b"" I haven\'t merged anything.  Perhaps a new pull request.  I think github is drinking the sauce on this one.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,14,2012-09-12 17:49:24,1414.42,,1,,"b""b' url  Maybe the above is related somehow? Pertinent quote (and yes this happened before the closing):'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,15,2012-09-12 17:49:24,840.6,,1,,"b""b' Its a lost cause. Tried to make a new PR and git says everything is merged. Will do it again when I get a chance.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,826,closed,-,-,-,1,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,opened,2012-09-22 14:17:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,title,2012-09-22 14:17:50,00:00,1,,,"b""b' making messages() and errors() reset themselves by default'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,body,2012-09-22 14:17:50,00:00,1,,,"b""b' Folder should have a reset method to prevent multiple commands interfering with each other.right now"," a command that throws errors or messages would also affect following commands on the same object.Allowing the developer to call Folder::delete() between multiple commands removes this issue. EDIT: now making messages() and errors() reset themselves by default'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,1,2012-09-22 14:17:50,34.53,,1,,"b'b"" The method name doesn\'t clearly convey that it only clears object state"," doesn\'t actually perform any operation on the folder itself.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,2,2012-09-22 14:17:50,6.9,1,,,"b'b"" How about just adding a parameter to Folder::messages() and Folder::errors() to clear the arrays instead of returning. It would then require 2 function calls to clear the messages and errors but I don\'t think it would be too much extra trouble.""'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,3,2012-09-22 14:17:50,12.42,,1,,"b""b' I simply used the same naming conventions as for HttpSocket::reset()", CakeEmail::reset() etc.But two calls would probably work," too.We could also name it resetState() to make it clearer. I find a single method more convenient and cleaner.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,4,2012-09-22 14:17:50,90.23,,1,,"b""b' Why not just make a new instance?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,5,2012-09-22 14:17:50,569.67,,1,,"b""b' making a new instance for just another operation on the exact same folder seems to be more overhead than just having a simple reset to be called.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,6,2012-09-22 14:17:50,660.08,1,,,"b""b' Why not have each method reset the messages automatically?  Seems a bit silly to append new messages onto the old ones.  This avoids a new method as well.  I could see it in the realm of bug land that messages are not reset.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,7,2012-09-22 14:17:50,1.7,,1,,"b""b' so a param (default true)?thats ok with me'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,8,2012-09-22 14:17:50,5.82,,1,,"b""b' @markstory That would have issues with nested calls"," eg. Folder::create() calls itself so  would be lost to the user if they are reset for each run of the function. Edit: I meant Folder::create() not Folder::read()'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,9,2012-09-22 14:17:50,5.97,1,,,"b""b' @ADmad I think what mark means", is that not create but messages() and errors() should reset themselves after they have been called. they are not called anywhere inside," only by the developer from the outside.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,10,2012-09-22 14:17:50,89.78,1,,,"b""b' @ADmad  Ah bugger", I forgot about that. Is there any particular reason we need messages & errors?  Or is it the kind of feature we could just remove in the future?  From what I can see the messages are generally just a log of what happened.  And errors could probably be replaced with exceptions," as they are generally used when operations fail. For now I guess having the ability to reset  on read is simpler than adding more methods.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,11,2012-09-22 14:17:50,185.87,,1,,"b""b' @markstory Yes the messages are just a log and replacing the errors with exception is an option. There is a caveat though. There are quite a few situations when a single function call performs operation on multiple folders where the operation can succeed on some and fail on others. Currently it just adds an error to the stack in case of a problem and continues to the next folder. So if we switch to exceptions the execution would just break off at that point which would not always be desirable. So perhaps this needs to be discussed a bit on how to deal with this in 3.0 As for now I think the changes made by dereuromark in the lastest commit to reset the lists by default when calling errros() and messages() should suffice and can be included in 2.3.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,closed,2012-09-23 23:15:48,537.97,6,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,reopened,2012-09-23 23:20:35,4.78,6,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,12,2012-09-22 14:17:50,375.02,,1,,"b""b' @ADmad True"," adding exceptions might take some more internal rebuilding of the Folder class then.  I agree that resetting on errors()/messages() is a good stop gap for now.'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cakephp,866,closed,13,2012-09-22 14:17:50,501.18,,1,,"b""b' so this is ok to be merged in then"," right?'""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
