REPOSITORY,ISSUE_ID,STATUS,EVENT,CREATED_AT,TIME DURATION,NEGATIVE,NEUTRAL,POSITIVE,MSG,,,,,,,,,,,,,,,,,,,
phpunit,349,closed,opened,2011-09-22 19:43:14,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,349,closed,title,2011-09-22 19:43:14,00:00,,1,,"b'b"" Running zetacomponent\'s Template tests with code coverage enabled doesn\'t work""'",,,,,,,,,,,,,,,,,,,
phpunit,349,closed,body,2011-09-22 19:43:14,00:00,1,,,"b'b"" When I run the Template (regression) tests", phpunit aborts with a fatal error. Command:  Output: PHPUnit 3.5.15 by Sebastian Bergmann. Zeta Components:         ezcTemplateRegressionTest:  Fatal error: Uncaught exception \'ReflectionException\' with message \'Method ezcTemplateRegressionTest::() does not exist\' in / on line 218 ReflectionException: Method ezcTemplateRegressionTest::() does not exist in / on line 218 Call Stack:  0.0002   672712 1. {main}() /:0  0.0345  3172008 2. PHPUnit_TextUI_Command->run($argv = array (0 =  0.2013 15476176 3. PHPUnit_TextUI_TestRunner->doRun($suite = class PHPUnit_Framework_TestSuite { protected $backupGlobals = NULL; protected $backupStaticAttributes = NULL; protected $name = \'Zeta Components\'; protected $groups = array (\'**nogroup**\' =  0.2034 15821304 4. PHPUnit_Framework_TestSuite->run($result = class PHPUnit_Framework_TestResult { protected $passed = array (); protected $errors = array (); protected $deprecatedFeatures = array (); protected $failures = array (); protected $notImplemented = array (); protected $skipped = array (); protected $listeners = array (0 =  0.2167 15846464 5. PHPUnit_Framework_TestSuite->run($result = class PHPUnit_Framework_TestResult { protected $passed = array (); protected $errors = array (); protected $deprecatedFeatures = array (); protected $failures = array (); protected $notImplemented = array (); protected $skipped = array (); protected $listeners = array (0 =  0.2169 16001544 6. PHPUnit_Framework_TestSuite->runTest($test = class ezcTemplateRegressionTest { public $interactiveMode = FALSE; public $directories = array (0 =......  0.4846 27340216  11. PHP_CodeCoverage_Util::getLinesToBeCovered($className = \'ezcTemplateRegressionTest\', $methodName = \'\') /:527  0.4846 27343208  12. ReflectionMethod->__construct(\'ezcTemplateRegressionTest\'," \'\') /:218  ""'",,,,,,,,,,,,,,,,
phpunit,349,closed,closed,2011-09-22 19:43:15,0.02,1,1,0,,,,,,,,,,,,,,,,,,,,
phpunit,349,closed,reopened,2011-09-22 19:46:15,3.0,1,1,0,,,,,,,,,,,,,,,,,,,,
phpunit,349,closed,1,2011-09-22 19:43:14,3.48,,1,,"b'b"" Ugh"," github issues FTL. It\'s open again.""'",,,,,,,,,,,,,,,,,,
phpunit,349,closed,2,2011-09-22 19:43:14,1224.75,1,,,"b""b' I do not work on PHPUnit 3.5 anymore"," sorry. With PHPUnit 3.6 the Zeta Components test suite does not work at all any more due to its custom test runner: Now would be the time to finally get rid off the custom test runner.'""",,,,,,,,,,,,,,,,,,
phpunit,349,closed,closed,2011-09-24 16:11:28,1225.22,2,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,349,closed,-,-,-,2,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,384,closed,opened,2011-10-26 15:52:48,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,384,closed,title,2011-10-26 15:52:48,00:00,,1,,"b""b' TRUNCATE statement fails due to FK constraints (MySQL 5.5+)'""",,,,,,,,,,,,,,,,,,,
phpunit,384,closed,body,2011-10-26 15:52:48,00:00,,1,,"b""b' When extending PHPUnit_Extensions_Database_TestCase"," a TRUNCATE statement seems to be executed for all tables found in the fixture. These TRUNCATE statements result in an Exception. The actual cause for this error is because I am running MySQL 5.5.  In the manual I found @ url '""",,,,,,,,,,,,,,,,,,
phpunit,384,closed,1,2011-10-26 15:52:48,9.35,,1,,"b""b' Should run this first before trying to TRUNCATE  '""",,,,,,,,,,,,,,,,,,,
phpunit,384,closed,closed,2011-10-26 16:02:09,9.35,0,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,384,closed,reopened,2011-10-26 16:02:23,0.23,0,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,384,closed,2,2011-10-26 15:52:48,0.45,1,,,"b'b"" Crap"," didn\'t mean to close it.""'",,,,,,,,,,,,,,,,,,
phpunit,384,closed,3,2011-10-26 15:52:48,1372.03,1,,,"b'b""  is probably not the best solution"," since it will not trigger cascade delete. Here\'s a **dirty** hack I put in PHPUnit_Extensions_Database_Operation_Truncate $query = \'DELETE FROM \'.$connection->quoteSchemaObject($table->getTableMetaData()->getTableName()).\';    ALTER TABLE \'.$connection->quoteSchemaObject($table->getTableMetaData()->getTableName()).\' AUTO_INCREMENT = 1;\'; ""'",,,,,,,,,,,,,,,,,,
phpunit,384,closed,4,2011-10-26 15:52:48,25.92,,1,,"b""b' This is a issue and not a issue.'""",,,,,,,,,,,,,,,,,,,
phpunit,384,closed,closed,2011-11-02 15:20:33,1398.17,2,4,0,,,,,,,,,,,,,,,,,,,,
phpunit,384,closed,5,2011-10-26 15:52:48,55.67,,1,,"b""b' I disagree nivl4. Anyway I discussed it with the author of DbUnit as you suggested Sebastian"," and his solution ( url  ) worked for me :-)'""",,,,,,,,,,,,,,,,,,
phpunit,384,closed,-,-,-,2,5,0,,,,,,,,,,,,,,,,,,,,
phpunit,414,closed,opened,2011-11-18 16:03:07,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,414,closed,title,2011-11-18 16:03:07,00:00,,1,,"b""b' Fixes phpunit-selenium issue #72: ReflectionException when running selen...'""",,,,,,,,,,,,,,,,,,,
phpunit,414,closed,body,2011-11-18 16:03:07,00:00,,1,,"b""b' ...ese test. This also applies to magical methods which have no accessible reflection Fixes issue #389:url '""",,,,,,,,,,,,,,,,,,,
phpunit,414,closed,1,2011-11-18 16:03:07,133.25,,,1,"b'b"" Closing this until there is a consensus on what to do over at url  and if that is the correct fix I\'ll reopen and merge. Hope that fine :)""'",,,,,,,,,,,,,,,,,,,
phpunit,414,closed,closed,2011-12-15 18:16:22,133.25,0,2,1,,,,,,,,,,,,,,,,,,,,
phpunit,414,closed,2,2011-11-18 16:03:07,267.1,,1,,"b'b\' @sebastianbergmann Can we pull this to ""fix"" selenium? \''",,,,,,,,,,,,,,,,,,,
phpunit,414,closed,reopened,2012-02-17 22:43:29,267.12,0,3,1,,,,,,,,,,,,,,,,,,,,
phpunit,414,closed,3,2011-11-18 16:03:07,6.38,,1,,"b""b' If it does not break anything else: go ahead.'""",,,,,,,,,,,,,,,,,,,
phpunit,414,closed,4,2011-11-18 16:03:07,1309.55,,1,,"b""b' Merged in 980a13b19524f134118504c898e6330b5251eec9'""",,,,,,,,,,,,,,,,,,,
phpunit,414,closed,closed,2012-02-18 20:39:25,1315.93,0,5,1,,,,,,,,,,,,,,,,,,,,
phpunit,414,closed,-,-,-,0,5,1,,,,,,,,,,,,,,,,,,,,
phpunit,433,closed,opened,2011-12-06 15:58:49,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,433,closed,title,2011-12-06 15:58:49,00:00,,1,,"b""b' expectOutputString not completely working as expected'""",,,,,,,,,,,,,,,,,,,
phpunit,433,closed,body,2011-12-06 15:58:49,00:00,,1,,"b""b' Hello all", The following testcase: When I run the test, I get: It added some output at the end of the dots, this happened after I upgraded from 3.6.0 to 3.6.4. Regards," Matthijs M\\xc3\\xb6hlmann'""",,,,,,,,,,,,,,,
phpunit,433,closed,closed,2011-12-12 16:26:15,27.43,0,2,0,,,,,,,,,,,,,,,,,,,,
phpunit,433,closed,1,2011-12-06 15:58:49,28.43,,,1,"b'b"" Thanks for report! @sebastianbergmann Please review this. I\'m not really happy with the implementation but I didn\'t find any clearer way to get rid of this""'",,,,,,,,,,,,,,,,,,,
phpunit,433,closed,2,2011-12-06 15:58:49,997.18,,,1,"b""b' Thanks"," this fixed the problem.'""",,,,,,,,,,,,,,,,,,
phpunit,433,closed,3,2011-12-06 15:58:49,106.65,,1,,"b'b"" I was a bit early with saying it was fixed. Say I have a testcase where the expect failed", then it is still printed within the dots, like:PHPUnit 3.6.4 by Sebastian Bergmann. ...............................................................  63 / 136 ( 46%).................................F1.7642171382904F8.7260499000549............................ 126 / 136 ( 92%).......... It is reproducable with a testcase where the expected string doesn\'t match the output. Regards, Matthijs M\\xc3\\xb6hlmann PS: I can\'t reopen this bug," so I hope you will read this comment..""'",,,,,,,,,,,,,,,
phpunit,433,closed,reopened,2011-12-13 10:51:36,1105.35,0,3,2,,,,,,,,,,,,,,,,,,,,
phpunit,433,closed,4,2011-12-06 15:58:49,6.95,,1,,"b'b"" My bad"," must have overlooked this. Thanks for testing it. I\'ll adapt the patch and the test today""'",,,,,,,,,,,,,,,,,,
phpunit,433,closed,closed,2011-12-13 12:12:08,80.53,0,4,2,,,,,,,,,,,,,,,,,,,,
phpunit,433,closed,-,-,-,0,4,2,,,,,,,,,,,,,,,,,,,,
phpunit,436,closed,opened,2011-12-08 06:23:24,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,436,closed,title,2011-12-08 06:23:24,00:00,,1,,"b""b' PHP API to deal with code coverage filter'""",,,,,,,,,,,,,,,,,,,
phpunit,436,closed,body,2011-12-08 06:23:24,00:00,,1,,"b""b' PHPUnit should provide PHP API to let tests (or test bootstrap files) deal with code coverage filter. This feature needed when coverage parameters (such as pathes", file sets," etc) are determined dynamically.'""",,,,,,,,,,,,,,,,,
phpunit,436,closed,1,2011-12-08 06:23:24,4.43,,1,,"b""b' Original conversation: url '""",,,,,,,,,,,,,,,,,,,
phpunit,436,closed,closed,2011-12-08 07:30:42,67.3,0,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,436,closed,reopened,2011-12-08 07:34:31,3.82,0,3,0,,,,,,,,,,,,,,,,,,,,
phpunit,436,closed,2,2011-12-08 06:23:24,67.87,,1,,"b""b' Please explain why you need this. I will try to implement this"," but not because of the wrong reason.'""",,,,,,,,,,,,,,,,,,
phpunit,436,closed,3,2011-12-08 06:23:24,4.42,1,,,"b""b' Currently I have to generate XML Config and then pass it to the PHPUnit"," which is KINDA strange. Frequently file sets to blacklist or whitelist are built dynamically. Especially if you are dealing with complex multi-moduled application.'""",,,,,,,,,,,,,,,,,,
phpunit,436,closed,4,2011-12-08 06:23:24,6.48,,,1,"b""b' Why do you need to generate the blacklist or whitelist dynamically? This is information that should not change between runs. Even in complex multi-module applications I have never seen a need for this. One more thing: if such an API existed"," where do you want to use it? In the bootstrap script for PHPUnit (configured via or passed via  ? In a custom class (which has been discouraged to use for years)? In a custom test runner? I am trying to understand your problem and find a solution for it. So please tune down your language a bit. Thank you.'""",,,,,,,,,,,,,,,,,,
phpunit,436,closed,5,2011-12-08 06:23:24,10.35,,1,,"b'b"" In my case I can  plugins as well as  them. All those operations affect  list of coverage as every plugin has its own requirements.In my case the best solution would be in TestSuite class (as TestSuite is the only who\'s responsible for his area of files). But bootstrap case is ok too"," but less preferable. ""'",,,,,,,,,,,,,,,,,,
phpunit,436,closed,6,2011-12-08 06:23:24,2.38,,1,,"b'b"" We have several build (and testing) environments", with a different set of installed PHP modules. Some of this modules provides classes," from which we descending some classes of our app. Currently in bootstrap file we checking availability of these modules and excluding from white list files containing dependent classes. If we don\'t do this PHP will die with an error of unexistent class.""'",,,,,,,,,,,,,,,,,
phpunit,436,closed,7,2011-12-08 06:23:24,1.93,,,1,"b""b' Oh! I a have an idea. In case when module not exists we can define missed classes in our bootstrap file.So may be this API is not really needed for us\\xe2\\x80\\xa6'""",,,,,,,,,,,,,,,,,,,
phpunit,436,closed,8,2011-12-08 06:23:24,0.57,,1,,"b""b' I am very inclined to say that this is not a valid reason to implement this feature. But as others would like the API as well I will try to find time to explore whether it is possible. Do note", however," that I will not implement it if the implementation requires a Singleton or another form of additional global state. This will not happen. I am slowly killing one Singleton at a time within the code base and I will not starting adding them again. Once again: you do not want to use custom (ala  ) classes. They have been discouraged for a long time.'""",,,,,,,,,,,,,,,,,
phpunit,436,closed,9,2011-12-08 06:23:24,18.97,1,,,b'b\' Sorry for me being a bit offensive," but in this year I had to spend too many working hours to work around situation ""pear upgrade broke all testing"". I still dont get the way phpunit is being changed and why backward compatibility is being broken so frequently. Okay", for now I\\\'ve got a walk-around for the last version. I needed dynamic filtering and code coverage results object. So I came up with this code: Is it the correct way? Will it be compatible with future versions?\'',,,,,,,,,,,,,,,,,
phpunit,436,closed,10,2011-12-08 06:23:24,1380.03,1,,,"b'b"" After avoiding upgrading to 3.6 due to these changes as well", I finally sat down to find a solution. The code coverage filter is available via the TestResult object, so I add my files to the whitelist by overriding my base TestCase\'s runBare() to check for the first test to be run. It\'s an ugly hack but not too complicated. You can see the details here if you are interested: To get our custom testing framework files from appearing in assertion failure stack traces, I used reflection to append to the global state\'s list of PHPUnit files. Another ugly hack. I understand that you want to avoid singletons, but there needs to be some way to provide a handle to the PHPUnit objects upon startup. You could set a global variable before loading ," or add a new TestListener bootstrap method that could receive the top-level object.""'",,,,,,,,,,,,,,
phpunit,436,closed,11,2011-12-08 06:23:24,179.6,,1,,"b""b' I am refactoring the configuration system for PHPUnit 3.7 (early development in branch). Hopefully that will make what you need possible.'""",,,,,,,,,,,,,,,,,,,
phpunit,436,closed,12,2011-12-08 06:23:24,485.28,,,1,"b'b"" Thanks"," I\'ll take a look at the branch.""'",,,,,,,,,,,,,,,,,,
phpunit,436,closed,13,2011-12-08 06:23:24,592.73,1,,,"b'b"" Dear contributor", let me start by apologizing for not commenting  working on the issue you have reported or merging the pull request you have sent sooner. PHPUnit 5.0 was released today. And today I am closing all open bug reports and pull requests for PHPUnit and its dependencies that I maintain. Please do not interpret the closing of this ticket as an insult or a lack of interest in your problem. I am sorry for any inconvenience this may cause. If the topic of this ticket is still relevant then please open a new ticket or send a new pull request. If your ticket or pull request is about a defect then please check whether the issue still exists in PHPUnit 4.8 (which will received bug fixes until August 2016). If your ticket or pull request is about a new feature then please port your patch PHPUnit 5.0 before sending a new pull request. I hope that today\'s extreme backlog grooming will allow me to respond to bug reports and pull requests in a more timely manner in the future. Thank you for your understanding,"Sebastian""'",,,,,,,,,,,,,,,,,
phpunit,436,closed,closed,2015-10-02 04:18:27,1243.93,4,8,3,,,,,,,,,,,,,,,,,,,,
phpunit,436,closed,-,-,-,4,8,3,,,,,,,,,,,,,,,,,,,,
phpunit,466,closed,opened,2012-01-23 18:03:55,,,,,,,,,,,,,,,,,,,,,,,,
phpunit,466,closed,title,2012-01-23 18:03:55,00:00,,1,,"b'b\' ""Undefined offset: 0 in / on line 860""\''",,,,,,,,,,,,,,,,,,,
phpunit,466,closed,body,2012-01-23 18:03:55,00:00,,,1,b'b\' My configuration XML file contains this: Previous versions of PHPUnit (through 3.6.7) worked fine, but this morning I upgraded to PHPUnit 3.6.8, and when I run it with my configuration file, it fails: Call Stack:  0.0004   322840 1. {main}() /:0  0.0056   695048 2. PHPUnit_TextUI_Command::main() /:46  0.0057   695384 3. PHPUnit_TextUI_Command->run() /:125  0.0057   695384 4. PHPUnit_TextUI_Command->handleArguments() /:134  0.0536  3176768 5. PHPUnit_Util_Configuration->getTestSuiteConfiguration() /:666  0.0537  3177312 6. PHPUnit_Util_Configuration->getTestSuite() /:768 Fatal error: Uncaught exception \\\'InvalidArgumentException\\\' with message \\\'Argument #1 of PHPUnit_Framework_TestSuite::addTestFile() must be a string\\\' in / on line 69 InvalidArgumentException: Argument #1 of PHPUnit_Framework_TestSuite::addTestFile() must be a string in / on line 69 Call Stack:  0.0004   322840 1. {main}() /:0  0.0056   695048 2. PHPUnit_TextUI_Command::main() /:46  0.0057   695384 3. PHPUnit_TextUI_Command->run() /:125  0.0057   695384 4. PHPUnit_TextUI_Command->handleArguments() /:134  0.0536  3176768 5. PHPUnit_Util_Configuration->getTestSuiteConfiguration() /:666  0.0537  3177312 6. PHPUnit_Util_Configuration->getTestSuite() /:768  0.1290  3375148 7. PHPUnit_Framework_TestSuite->addTestFile() /:878 The problem is line 859 of ," which changes ""getFilesAsArray($file)"" to ""getFilesAsArray($this->toAbsolutePath($file))"". For my file"," $this->toAbsolutePath($file) returns: / ""/"" is duplicated in the path", which makes the path incorrect.\'',,,,,,,,,,,,,
